CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.44.7670.01A.11R.2066.07	0	0.103	0.153	0.115	0.044	0.145	0.224	0.1	0.194	0.129	0.293	0.062	0.005	0	0.081	0.167	0.154	0.138	0.121	0.407	0.161	0.054	0.092	0.192	0.716
TCGA.44.7671.01A.11R.2066.07	0	0.059	0.119	0.075	0.12	0.105	0.188	0.026	0.056	0.232	0.176	0.091	0.028	0.083	0.079	0.22	0.093	0.144	0.189	0.216	0.157	0.035	0.157	0.11	0.643
TCGA.44.7672.01A.11R.2066.07	0	0.069	0.217	0.135	0.139	0.128	0.281	0.188	0.069	0.09	0.355	0.124	0	0.075	0.081	0.22	0.136	0.129	0.272	0.333	0.076	0.055	0.169	0.242	0.789
TCGA.44.8117.01A.11R.2241.07	0	0.076	0.115	0.107	0.101	0.1	0.278	0.159	0.135	0.112	0.298	0.072	0.045	0.059	0.038	0.181	0.105	0.14	0.221	0.281	0.137	0.074	0.148	0.175	0.695
TCGA.44.8119.01A.11R.2241.07	0	0.057	0.212	0.111	0.108	0.212	0.323	0.14	0	0.098	0.334	0.089	0.037	0	0.074	0.199	0.056	0.17	0.24	0.247	0.143	0.062	0.16	0.229	0.722
TCGA.44.8120.01A.11R.2241.07	0	0.074	0.129	0.047	0.1	0.074	0.282	0.035	0.148	0.174	0.369	0.106	0	0.156	0.042	0.198	0.103	0.13	0.183	0.272	0.124	0.064	0.169	0.218	0.699
TCGA.44.A479.01A.31R.A24H.07	0	0.031	0.209	0.13	0.139	0.104	0.331	0.216	0	0.101	0.388	0.15	0.004	0.078	0.114	0.145	0.136	0.129	0.209	0.293	0.061	0.052	0.201	0.221	0.697
TCGA.44.A47A.01A.21R.A24H.07	0	0.107	0.105	0.03	0.127	0.083	0.343	0.108	0.057	0.162	0.315	0.056	0.004	0.095	0.136	0.318	0.092	0.157	0.233	0.174	0.144	0.032	0.225	0.215	0.779
TCGA.44.A47B.01A.11R.A24H.07	0	0.005	0.213	0.085	0.13	0.109	0.332	0.11	0.084	0.187	0.388	0.091	0.007	0	0.084	0.179	0.084	0.12	0.237	0.25	0.103	0.057	0.21	0.187	0.685
TCGA.44.A47G.01A.21R.A24H.07	0	0.064	0.224	0.09	0.11	0.112	0.307	0.155	0.076	0.088	0.407	0.115	0.006	0.072	0.081	0.182	0.102	0.132	0.254	0.344	0.053	0.062	0.251	0.269	0.794
TCGA.44.A4SS.01A.11R.A24X.07	0	0.034	0.249	0.123	0.083	0.087	0.272	0.183	0.093	0.134	0.425	0.133	0.045	0.029	0.086	0.176	0.086	0.167	0.25	0.374	0.096	0.017	0.182	0.231	0.782
TCGA.44.A4SU.01A.11R.A24X.07	0	0.071	0.129	0.073	0.111	0.087	0.256	0.131	0.088	0.132	0.388	0.134	0.028	0.073	0.053	0.103	0.163	0.086	0.066	0.27	0.106	0.07	0.262	0.241	0.649
TCGA.49.4486.01A.01R.1206.07	0	0.068	0.075	0.06	0.009	0.082	0.136	0.076	0.09	0.233	0.364	0.059	0.072	0.069	0.137	0.133	0.117	0.076	0.041	0.211	0.158	0.07	0.152	0.199	0.544
TCGA.49.4487.01A.21R.1858.07	0	0.066	0.237	0.106	0.111	0.084	0.297	0.159	0.079	0.104	0.423	0.132	0	0.08	0.077	0.167	0.206	0.078	0.141	0.297	0.043	0.098	0.209	0.257	0.7
TCGA.49.4488.01A.01R.1755.07	0	0.036	0.192	0.117	0.072	0.15	0.256	0.2	0.035	0.112	0.353	0.08	0.053	0.037	0.088	0.244	0.084	0.044	0.182	0.305	0.115	0.109	0.151	0.224	0.675
TCGA.49.4490.01A.21R.1858.07	0	0.065	0.127	0.05	0.063	0.05	0.157	0.064	0.15	0.161	0.371	0.087	0.038	0.119	0.088	0.112	0.095	0.117	0.171	0.255	0.147	0.071	0.219	0.234	0.675
TCGA.49.4490.11A.01R.1858.07	0	0.009	0.247	0.048	0	0.015	0.125	0.121	0.155	0.13	0.39	0.04	0.045	0.185	0.231	0.179	0.099	0.096	0.268	0.46	0.182	0.153	0.106	0.212	0.802
TCGA.49.4494.01A.01R.1206.07	0	0	0.178	0.122	0.06	0.111	0.155	0.164	0.03	0.145	0.258	0.068	0.051	0.095	0.179	0.227	0.108	0.144	0.274	0.3	0.159	0.099	0.059	0.195	0.734
TCGA.49.4501.01A.01R.1206.07	0	0.055	0.128	0.066	0.077	0.074	0.254	0.093	0.125	0.171	0.453	0.12	0.021	0.056	0.165	0.213	0.126	0.088	0.202	0.306	0.069	0.058	0.197	0.236	0.719
TCGA.49.4505.01A.01R.1206.07	0	0.03	0.189	0.131	0.072	0.116	0.283	0.161	0.079	0.135	0.381	0.093	0.016	0.059	0.083	0.232	0.091	0.064	0.273	0.328	0.109	0.078	0.154	0.246	0.749
TCGA.49.4506.01A.01R.1206.07	0	0	0.237	0.123	0.048	0.146	0.233	0.218	0.045	0.199	0.414	0.109	0.055	0.004	0.179	0.171	0.056	0.139	0.21	0.382	0.106	0.083	0.109	0.258	0.715
TCGA.49.4507.01A.01R.1206.07	0	0	0.278	0.167	0.037	0.136	0.248	0.201	0.149	0.061	0.412	0.06	0.025	0.035	0.126	0.107	0.136	0.162	0.19	0.429	0.075	0.096	0.14	0.303	0.771
TCGA.49.4510.01A.01R.1206.07	0	0.04	0.128	0.044	0.073	0.157	0.214	0.013	0.109	0.192	0.353	0.053	0.018	0.106	0.141	0.172	0.094	0.082	0.185	0.293	0.143	0.059	0.197	0.253	0.709
TCGA.49.4512.01A.21R.1858.07	0	0.136	0.083	0.09	0.096	0.087	0.231	0.016	0.143	0.111	0.222	0.017	0.036	0.101	0.077	0.23	0.135	0.205	0.315	0.246	0.143	0.008	0.246	0.133	0.827
TCGA.49.4512.11A.01R.1858.07	0	0.012	0.22	0.07	0.01	0.028	0.148	0.163	0.145	0.128	0.361	0.058	0.051	0.167	0.184	0.279	0.086	0.126	0.314	0.376	0.146	0.1	0.102	0.247	0.838
TCGA.49.4514.01A.21R.1858.07	0	0.059	0.221	0.152	0.062	0.1	0.242	0.213	0.138	0.116	0.38	0.087	0.025	0	0.143	0.169	0.165	0.143	0.098	0.387	0.108	0.063	0.101	0.232	0.702
TCGA.49.6742.01A.11R.1858.07	0	0.083	0.077	0.046	0	0.058	0.131	0.048	0.011	0.255	0.219	0.057	0.028	0.109	0.121	0.15	0.097	0.15	0.177	0.245	0.228	0.051	0.115	0.135	0.649
TCGA.49.6742.11A.01R.1858.07	0	0.069	0.089	0.048	0.008	0	0.151	0.053	0.101	0.189	0.22	0	0.037	0.188	0.174	0.231	0.064	0.169	0.315	0.264	0.196	0.067	0.148	0.159	0.774
TCGA.49.6743.01A.11R.1858.07	0	0.018	0.192	0.099	0.109	0.138	0.329	0.148	0.066	0.183	0.302	0.116	0.018	0.014	0.059	0.23	0.117	0.178	0.237	0.311	0.123	0.049	0.095	0.206	0.748
TCGA.49.6743.11A.01R.1858.07	0	0.032	0.184	0.026	0.059	0.002	0.187	0.027	0.153	0.159	0.411	0.062	0.035	0.19	0.167	0.146	0.074	0.136	0.293	0.39	0.16	0.068	0.153	0.173	0.763
TCGA.49.6744.01A.11R.1858.07	0	0.064	0.216	0.078	0.104	0.073	0.309	0.082	0.098	0.155	0.418	0.123	0	0.082	0.11	0.244	0.102	0.144	0.251	0.329	0.09	0.083	0.195	0.219	0.787
TCGA.49.6744.11A.01R.1858.07	0	0	0.205	0.019	0.002	0.015	0.2	0.037	0.141	0.182	0.382	0.061	0.025	0.209	0.172	0.183	0.075	0.163	0.27	0.37	0.203	0.081	0.158	0.15	0.786
TCGA.49.6745.01A.11R.1858.07	0	0.048	0.217	0.096	0.074	0.112	0.32	0.184	0.098	0.131	0.332	0.133	0.017	0.031	0.151	0.205	0.107	0.154	0.262	0.304	0.124	0.04	0.167	0.183	0.754
TCGA.49.6745.11A.01R.1858.07	0	0.016	0.207	0.045	0	0.01	0.168	0.153	0.128	0.117	0.395	0.055	0.077	0.179	0.184	0.19	0.066	0.098	0.281	0.389	0.181	0.124	0.143	0.211	0.78
TCGA.49.6761.01A.31R.1949.07	0	0.039	0.297	0.169	0.035	0.112	0.313	0.21	0.063	0.079	0.36	0.092	0.073	0	0.081	0.189	0.064	0.077	0.193	0.337	0.091	0.061	0.183	0.216	0.675
TCGA.49.6761.11A.01R.1949.07	0	0.003	0.264	0	0	0	0.06	0.043	0.129	0.162	0.411	0.054	0	0.21	0.2	0.225	0.079	0.143	0.291	0.426	0.183	0.154	0.134	0.178	0.83
TCGA.49.6767.01A.11R.1858.07	0	0.075	0.283	0.158	0.059	0.118	0.237	0.27	0.065	0	0.28	0.07	0.096	0.02	0	0.196	0.074	0.139	0.219	0.299	0.113	0.095	0.135	0.215	0.695
TCGA.49.AAQV.01A.11R.A39D.07	0	0.084	0.162	0.073	0.071	0.164	0.208	0.127	0.109	0.176	0.396	0.127	0.018	0.069	0.047	0.152	0.133	0.113	0.131	0.255	0.098	0.03	0.242	0.285	0.705
TCGA.49.AAR0.01A.21R.A39D.07	0	0.064	0.139	0.103	0.067	0.075	0.198	0.154	0.092	0.132	0.43	0.049	0.018	0.112	0.117	0.175	0.147	0.105	0.262	0.354	0.095	0.085	0.208	0.245	0.795
TCGA.49.AAR2.01A.11R.A39D.07	0	0.041	0.177	0.089	0.097	0.111	0.265	0.132	0.048	0.173	0.386	0.114	0.057	0	0.081	0.077	0.153	0.119	0.173	0.317	0.112	0.049	0.198	0.262	0.706
TCGA.49.AAR3.01A.11R.A41B.07	0	0.057	0.273	0.159	0.084	0.114	0.269	0.222	0.112	0.061	0.337	0.096	0	0.05	0.097	0.261	0.122	0.137	0.257	0.376	0.088	0.06	0.157	0.242	0.821
TCGA.49.AAR4.01A.12R.A41B.07	0	0.05	0.25	0.122	0.12	0.056	0.277	0.216	0.085	0.102	0.421	0.122	0.017	0.005	0.022	0.101	0.101	0.107	0.156	0.347	0.044	0.141	0.265	0.285	0.704
TCGA.49.AAR9.01A.21R.A41B.07	0	0.089	0.1	0.143	0	0.178	0.179	0.115	0.131	0.129	0.074	0.036	0.09	0	0.104	0.113	0.09	0.141	0.129	0.235	0.188	0.043	0.103	0.16	0.58
TCGA.49.AARE.01A.11R.A41B.07	0	0.018	0.177	0.107	0.074	0.072	0.18	0.138	0.147	0.143	0.369	0.107	0.047	0.077	0.123	0.151	0.143	0.12	0.168	0.378	0.095	0.027	0.228	0.208	0.746
TCGA.49.AARN.01A.21R.A41B.07	0	0.089	0.153	0.076	0.068	0.115	0.215	0.144	0.121	0.182	0.329	0.089	0.036	0.061	0.054	0.135	0.157	0.08	0.096	0.317	0.096	0.043	0.235	0.267	0.691
TCGA.49.AARO.01A.12R.A41B.07	0	0.08	0.233	0.098	0.087	0.111	0.285	0.155	0.117	0.073	0.358	0.059	0.017	0.138	0.089	0.225	0.123	0.164	0.213	0.384	0.096	0.034	0.236	0.209	0.825
TCGA.49.AARQ.01A.11R.A41B.07	0	0.086	0.17	0.138	0.001	0.053	0.19	0.215	0.023	0.184	0.299	0.059	0.083	0.069	0.092	0.096	0.122	0.158	0.164	0.334	0.098	0.081	0.178	0.235	0.693
TCGA.49.AARR.01A.11R.A41B.07	0	0.043	0.179	0.067	0.074	0.121	0.24	0.077	0.113	0.134	0.396	0.073	0	0.141	0.115	0.134	0.115	0.1	0.198	0.391	0.103	0.069	0.27	0.23	0.771
TCGA.4B.A93V.01A.11R.A39D.07	0	0.005	0.23	0.118	0.09	0.191	0.274	0.177	0	0.156	0.347	0.085	0.076	0	0.068	0.158	0.093	0.1	0.181	0.369	0.118	0.056	0.163	0.253	0.717
TCGA.50.5044.01A.21R.1858.07	0	0.075	0.243	0.081	0.068	0.105	0.311	0.135	0.173	0.082	0.239	0	0.023	0.09	0.125	0.249	0.085	0.189	0.2	0.337	0.078	0.071	0.154	0.221	0.757
TCGA.50.5045.01A.01R.1628.07	0	0.078	0.187	0.112	0.1	0.115	0.259	0.141	0.133	0.062	0.387	0.1	0.021	0.131	0.115	0.246	0.156	0.097	0.304	0.365	0.047	0.053	0.168	0.266	0.825
TCGA.50.5049.01A.01R.1628.07	0	0.048	0.222	0.139	0.115	0.113	0.286	0.173	0.075	0.038	0.427	0.13	0	0.088	0.107	0.158	0.136	0.088	0.318	0.312	0.069	0.091	0.148	0.282	0.756
TCGA.50.5051.01A.21R.1858.07	0	0.047	0.085	0.073	0.036	0.204	0.199	0.043	0.062	0.199	0.299	0.105	0.036	0.071	0.118	0.149	0.173	0.111	0.07	0.293	0.14	0.034	0.211	0.195	0.671
TCGA.50.5055.01A.01R.1628.07	0	0.073	0.179	0.109	0.098	0.079	0.265	0.119	0.1	0.074	0.443	0.128	0.001	0.088	0.147	0.155	0.266	0.075	0.152	0.331	0	0.109	0.211	0.271	0.731
TCGA.50.5066.01A.01R.1628.07	0	0.011	0.21	0.131	0.116	0.119	0.27	0.206	0.059	0.028	0.376	0.099	0.074	0.122	0.173	0.169	0.096	0.083	0.272	0.393	0.047	0.102	0.122	0.249	0.716
TCGA.50.5066.02A.11R.2090.07	0.005	0.103	0.136	0.048	0.117	0.094	0.291	0.125	0.067	0.153	0.324	0.121	0.034	0.058	0.04	0.1	0.082	0.133	0.222	0.236	0.152	0.077	0.213	0.167	0.653
TCGA.50.5068.01A.01R.1628.07	0	0.074	0.185	0.12	0.062	0.103	0.244	0.15	0.144	0.119	0.404	0.114	0.072	0.018	0.118	0.21	0.132	0.115	0.272	0.338	0.033	0.073	0.144	0.288	0.766
TCGA.50.5072.01A.21R.1858.07	0	0.061	0.11	0.031	0.08	0.124	0.249	0.059	0.072	0.22	0.339	0.131	0.028	0.092	0.129	0.176	0.078	0.16	0.218	0.252	0.173	0.016	0.145	0.2	0.701
TCGA.50.5930.01A.11R.1755.07	0	0.038	0.248	0.113	0.115	0.045	0.245	0.151	0	0.168	0.409	0.103	0	0.064	0.089	0.151	0.136	0.182	0.202	0.285	0.092	0.084	0.169	0.214	0.716
TCGA.50.5930.11A.01R.1755.07	0	0.005	0.16	0.032	0	0	0.193	0.055	0.119	0.179	0.306	0.032	0	0.216	0.191	0.17	0.049	0.184	0.326	0.407	0.221	0.088	0.096	0.159	0.806
TCGA.50.5931.01A.11R.1755.07	0.041	0.152	0.015	0.105	0.01	0.042	0.25	0	0.11	0.093	0.14	0.009	0.029	0.052	0.063	0.104	0.091	0.158	0.098	0.021	0.226	0.05	0.136	0.162	0.499
TCGA.50.5931.11A.01R.1858.07	0	0.022	0.218	0.073	0.05	0	0.122	0.019	0.153	0.169	0.356	0.02	0	0.162	0.158	0.237	0.078	0.118	0.335	0.409	0.178	0.087	0.156	0.147	0.829
TCGA.50.5932.01A.11R.1755.07	0.008	0.094	0.151	0.021	0.073	0.117	0.204	0.104	0.055	0.204	0.216	0.09	0.048	0.072	0.04	0.202	0.059	0.172	0.219	0.187	0.189	0.04	0.139	0.135	0.65
TCGA.50.5932.11A.01R.1755.07	0	0.015	0.249	0.033	0.034	0.015	0.206	0.034	0.138	0.162	0.354	0.036	0	0.212	0.144	0.16	0.072	0.167	0.279	0.429	0.196	0.106	0.153	0.17	0.813
TCGA.50.5933.01A.11R.1755.07	0	0.045	0.213	0.122	0.103	0.114	0.294	0.129	0	0.113	0.188	0.084	0.054	0.096	0.097	0.242	0.079	0.196	0.358	0.145	0.148	0.026	0.149	0.121	0.719
TCGA.50.5933.11A.01R.1755.07	0	0.016	0.24	0.062	0.031	0.012	0.162	0.048	0.124	0.184	0.362	0.012	0	0.182	0.137	0.129	0.033	0.158	0.297	0.353	0.272	0.047	0.149	0.153	0.772
TCGA.50.5935.01A.11R.1755.07	0	0.059	0.187	0.035	0.091	0.107	0.318	0.121	0.116	0.154	0.339	0.114	0.015	0.071	0.11	0.253	0.103	0.064	0.142	0.304	0.11	0.074	0.211	0.209	0.698
TCGA.50.5935.11A.01R.1858.07	0	0.025	0.241	0.031	0.052	0.017	0.194	0.077	0.138	0.152	0.346	0.069	0.011	0.165	0.166	0.175	0.065	0.148	0.265	0.396	0.169	0.128	0.191	0.147	0.778
TCGA.50.5936.01A.11R.1628.07	0	0.055	0.084	0.057	0.108	0.164	0.394	0.066	0.011	0.155	0.341	0.105	0.005	0.046	0.143	0.241	0.086	0.194	0.288	0.119	0.147	0.018	0.182	0.157	0.707
TCGA.50.5936.11A.01R.1628.07	0	0	0.206	0.047	0	0.01	0.178	0.096	0.105	0.163	0.448	0.042	0.014	0.227	0.171	0.148	0.079	0.134	0.284	0.445	0.183	0.108	0.156	0.177	0.803
TCGA.50.5939.01A.11R.1628.07	0	0.045	0.171	0.088	0.135	0.135	0.365	0.057	0.002	0.135	0.321	0.115	0.004	0.075	0.096	0.203	0.141	0.223	0.288	0.3	0.12	0.005	0.132	0.146	0.777
TCGA.50.5939.11A.01R.1628.07	0	0.029	0.083	0.028	0.08	0.014	0.195	0	0.159	0.168	0.347	0.059	0	0.207	0.136	0.149	0.064	0.184	0.33	0.325	0.227	0.039	0.165	0.127	0.786
TCGA.50.5941.01A.11R.1755.07	0	0.05	0.197	0.15	0.099	0.085	0.301	0.201	0.057	0.104	0.383	0.103	0.011	0.085	0.077	0.186	0.135	0.125	0.275	0.301	0.111	0.068	0.149	0.242	0.762
TCGA.50.5942.01A.21R.1755.07	0	0.067	0.136	0.004	0.124	0.067	0.25	0.047	0.118	0.209	0.388	0.122	0	0.09	0.136	0.107	0.13	0.091	0.112	0.275	0.13	0.056	0.232	0.236	0.656
TCGA.50.5944.01A.11R.1755.07	0	0.089	0.083	0.04	0.069	0.067	0.242	0.055	0.165	0.175	0.253	0.043	0.044	0.142	0.108	0.218	0.099	0.166	0.28	0.291	0.177	0.018	0.152	0.138	0.761
TCGA.50.5946.01A.11R.1755.07	0	0.099	0.071	0.063	0.069	0.162	0.281	0.129	0.005	0.135	0.258	0.045	0.079	0	0.116	0.168	0.105	0.133	0.19	0.153	0.155	0.021	0.166	0.211	0.641
TCGA.50.5946.02A.11R.2090.07	0	0.091	0.17	0.084	0.097	0.106	0.277	0.164	0.094	0.143	0.33	0.123	0.007	0.085	0.11	0.138	0.112	0.114	0.158	0.259	0.121	0.037	0.149	0.236	0.644
TCGA.50.6590.01A.12R.1858.07	0	0	0.235	0.144	0.117	0.109	0.31	0.223	0.015	0.054	0.311	0.114	0.016	0.137	0.071	0.226	0.14	0.124	0.262	0.405	0.114	0.049	0.138	0.188	0.798
TCGA.50.6591.01A.11R.1755.07	0.031	0.161	0	0	0.065	0.002	0.095	0.016	0	0.118	0.017	0.036	0	0.097	0.027	0.119	0.117	0.163	0.086	0.018	0.26	0.068	0.078	0.077	0.459
TCGA.50.6592.01A.11R.1755.07	0	0.018	0.257	0.134	0.078	0.121	0.341	0.177	0.034	0.109	0.311	0.141	0.033	0.045	0.142	0.196	0.105	0.133	0.243	0.347	0.131	0.058	0.122	0.183	0.73
TCGA.50.6593.01A.11R.1755.07	0	0.119	0.079	0.071	0.088	0.053	0.241	0.013	0.128	0.158	0.192	0.059	0	0.14	0.097	0.257	0.119	0.228	0.312	0.238	0.172	0	0.198	0.164	0.844
TCGA.50.6594.01A.11R.1755.07	0	0.017	0.254	0.118	0.077	0.145	0.277	0.126	0	0.181	0.188	0.063	0.046	0.017	0.063	0.224	0.114	0.141	0.216	0.309	0.144	0.045	0.125	0.133	0.703
TCGA.50.6595.01A.12R.1858.07	0	0.055	0.231	0.109	0.062	0.093	0.3	0.218	0.095	0.074	0.253	0.088	0.053	0.089	0.088	0.228	0.078	0.15	0.289	0.304	0.134	0.055	0.143	0.145	0.736
TCGA.50.6595.11A.01R.1858.07	0	0.009	0.245	0.056	0.023	0	0.219	0.133	0.13	0.118	0.425	0.089	0.019	0.171	0.158	0.148	0.064	0.102	0.265	0.397	0.169	0.109	0.186	0.203	0.767
TCGA.50.6597.01A.11R.1858.07	0	0.046	0.184	0.125	0.079	0.071	0.154	0.151	0.046	0.143	0.378	0.068	0.03	0.142	0.13	0.167	0.159	0.001	0.116	0.316	0.101	0.123	0.193	0.276	0.664
TCGA.50.6673.01A.11R.1949.07	0	0.113	0.074	0.091	0.12	0.077	0.267	0.033	0.049	0.173	0.271	0.116	0.023	0.071	0.081	0.203	0.111	0.161	0.236	0.237	0.131	0.03	0.209	0.159	0.724
TCGA.50.7109.01A.11R.2039.07	0	0.038	0.197	0.113	0.084	0.187	0.226	0.186	0.044	0.188	0.369	0.145	0.035	0	0.069	0.133	0.102	0.104	0.206	0.307	0.163	0.036	0.181	0.256	0.727
TCGA.50.8457.01A.11R.2326.07	0	0.064	0.204	0.074	0.13	0.067	0.301	0.119	0.09	0.148	0.432	0.138	0	0.054	0.058	0.142	0.175	0.076	0.199	0.327	0.075	0.046	0.248	0.244	0.743
TCGA.50.8459.01A.11R.2326.07	0	0.092	0.178	0.05	0.093	0.083	0.323	0.007	0.144	0.112	0.331	0.099	0	0.136	0.086	0.245	0.129	0.217	0.302	0.305	0.09	0.026	0.245	0.185	0.859
TCGA.50.8460.01A.11R.2326.07	0	0.081	0.189	0.041	0.111	0.077	0.354	0.054	0.124	0.136	0.377	0.097	0	0.038	0.167	0.187	0.141	0.116	0.131	0.335	0.118	0.078	0.223	0.237	0.745
TCGA.53.7624.01A.11R.2066.07	0	0.031	0.2	0.123	0.055	0.213	0.258	0.215	0.16	0.063	0.31	0.05	0.083	0.006	0.019	0.191	0.078	0.096	0.201	0.394	0.144	0.045	0.113	0.252	0.734
TCGA.53.7626.01A.12R.2066.07	0	0.055	0.206	0.109	0.11	0.07	0.306	0.128	0.091	0.092	0.451	0.118	0	0.12	0.067	0.132	0.124	0.102	0.256	0.368	0.101	0.088	0.163	0.229	0.737
TCGA.53.7813.01A.11R.2170.07	0	0.11	0.158	0.138	0.044	0.076	0.235	0.236	0.097	0.185	0.324	0.136	0.057	0	0.077	0.061	0.159	0.132	0.049	0.312	0.144	0.017	0.194	0.211	0.631
TCGA.53.A4EZ.01A.12R.A24X.07	0	0.096	0.128	0.05	0.032	0.108	0.234	0.104	0.112	0.191	0.326	0.077	0.042	0.023	0.078	0.152	0.144	0.151	0.131	0.29	0.16	0.072	0.166	0.207	0.701
TCGA.55.1592.01A.01R.0946.07	0	0.067	0.113	0.031	0.09	0.099	0.252	0.043	0.1	0.182	0.316	0.084	0.021	0.083	0.116	0.229	0.11	0.168	0.32	0.27	0.149	0.07	0.14	0.176	0.781
TCGA.55.1594.01A.01R.0946.07	0	0.044	0.189	0.098	0.093	0.116	0.267	0.197	0.05	0.072	0.252	0.134	0.05	0.116	0.052	0.202	0.121	0.175	0.227	0.318	0.131	0.043	0.158	0.192	0.762
TCGA.55.1595.01A.01R.0946.07	0	0.085	0.177	0.099	0.091	0.104	0.338	0.176	0.018	0.16	0.304	0.105	0.056	0.046	0.055	0.15	0.099	0.117	0.216	0.245	0.117	0.057	0.209	0.181	0.667
TCGA.55.1596.01A.01R.0946.07	0	0.073	0.096	0.096	0.094	0.192	0.315	0.068	0	0.207	0.267	0.077	0.03	0.078	0.087	0.168	0.128	0.09	0.197	0.219	0.137	0.043	0.141	0.226	0.653
TCGA.55.5899.01A.11R.1628.07	0	0.103	0.226	0.096	0.076	0.128	0.33	0.165	0.109	0.073	0.253	0.111	0.011	0.015	0.123	0.199	0.122	0.113	0.262	0.346	0.131	0.056	0.158	0.17	0.751
TCGA.55.6543.01A.11R.1755.07	0	0.048	0.14	0.084	0.074	0.092	0.263	0.042	0.083	0.173	0.278	0.057	0.019	0.091	0.111	0.228	0.067	0.186	0.346	0.261	0.167	0.062	0.16	0.132	0.774
TCGA.55.6642.01A.11R.1858.07	0	0.055	0.253	0.111	0.16	0.166	0.324	0.164	0.086	0.132	0.267	0.145	0.005	0	0.05	0.155	0.146	0.111	0.197	0.348	0.108	0.062	0.173	0.227	0.733
TCGA.55.6712.01A.11R.1858.07	0	0.045	0.195	0.102	0.108	0.105	0.289	0.189	0.108	0.077	0.393	0.144	0.018	0.025	0.086	0.222	0.12	0.122	0.204	0.275	0.095	0.118	0.184	0.239	0.73
TCGA.55.6968.01A.11R.1949.07	0	0.067	0.279	0.128	0.117	0.131	0.29	0.242	0.035	0.042	0.306	0.116	0.001	0.021	0.089	0.196	0.14	0.142	0.256	0.319	0.125	0.065	0.177	0.206	0.781
TCGA.55.6968.11A.01R.1949.07	0	0	0.168	0.05	0.081	0.007	0.225	0.061	0.099	0.158	0.366	0.074	0.022	0.194	0.166	0.122	0.149	0.146	0.311	0.302	0.181	0.08	0.203	0.235	0.825
TCGA.55.6969.01A.11R.1949.07	0	0.097	0.232	0.116	0.117	0.094	0.286	0.188	0.136	0.062	0.395	0.148	0.005	0	0.045	0.222	0.14	0.113	0.22	0.332	0.098	0.085	0.18	0.232	0.769
TCGA.55.6969.11A.01R.1949.07	0	0.044	0.176	0.032	0.103	0.024	0.233	0.032	0.139	0.125	0.426	0.078	0.006	0.142	0.133	0.189	0.126	0.162	0.302	0.37	0.158	0.082	0.219	0.169	0.847
TCGA.55.6970.01A.11R.1949.07	0	0.047	0.148	0.09	0.107	0.131	0.314	0.187	0.071	0.155	0.377	0.141	0.012	0.07	0.089	0.183	0.118	0.106	0.246	0.32	0.11	0.051	0.133	0.169	0.693
TCGA.55.6970.11A.01R.1949.07	0	0	0.218	0.067	0.083	0.017	0.271	0.134	0.089	0.103	0.466	0.082	0.014	0.172	0.14	0.189	0.087	0.092	0.275	0.388	0.151	0.105	0.223	0.186	0.795
TCGA.55.6971.01A.11R.1949.07	0	0.014	0.226	0.14	0.151	0.123	0.342	0.186	0.087	0.104	0.398	0.116	0	0.019	0.117	0.183	0.112	0.105	0.27	0.344	0.08	0.049	0.193	0.228	0.758
TCGA.55.6971.11A.01R.1949.07	0	0.005	0.197	0.04	0.045	0.023	0.238	0.05	0.127	0.173	0.361	0.046	0.006	0.193	0.153	0.204	0.063	0.167	0.332	0.388	0.177	0.063	0.188	0.158	0.839
TCGA.55.6972.01A.11R.1949.07	0	0.102	0.133	0.058	0	0.08	0.142	0.049	0.075	0.199	0.23	0.005	0.025	0	0.132	0.054	0.152	0.066	0	0.272	0.203	0.114	0.105	0.22	0.536
TCGA.55.6972.11A.01R.1949.07	0	0	0.255	0.065	0.025	0	0.197	0.146	0.102	0.131	0.449	0.04	0.032	0.153	0.156	0.16	0.063	0.119	0.268	0.442	0.152	0.141	0.202	0.182	0.794
TCGA.55.6975.01A.11R.1949.07	0	0.076	0.105	0.073	0.111	0.113	0.299	0.011	0.103	0.17	0.328	0.14	0.019	0.077	0.11	0.148	0.132	0.127	0.169	0.22	0.107	0.041	0.142	0.172	0.609
TCGA.55.6975.11A.01R.1949.07	0	0.029	0.237	0.039	0.105	0.015	0.209	0.038	0.136	0.174	0.428	0.056	0.003	0.116	0.13	0.111	0.074	0.136	0.268	0.408	0.197	0.108	0.181	0.157	0.766
TCGA.55.6978.01A.11R.1949.07	0	0.035	0.266	0.134	0.081	0.136	0.365	0.219	0.085	0.036	0.357	0.127	0	0.085	0.063	0.216	0.089	0.147	0.264	0.334	0.074	0.081	0.176	0.216	0.758
TCGA.55.6978.11A.01R.1949.07	0	0.006	0.258	0.027	0.039	0.001	0.201	0.109	0.107	0.148	0.425	0.073	0.019	0.187	0.164	0.142	0.063	0.121	0.26	0.407	0.195	0.115	0.2	0.165	0.777
TCGA.55.6979.01A.11R.1949.07	0	0.055	0.216	0.15	0.088	0.121	0.278	0.197	0.071	0.098	0.351	0.104	0.015	0.081	0.117	0.189	0.142	0.138	0.3	0.314	0.073	0.033	0.191	0.225	0.787
