CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.B0.4824.01A.01R.1277.07	0	0	0.254	0.143	0.15	0.178	0.154	0.241	0.37	0.104	0.315	0.146	0.015	0.053	0.109	0.185	0.104	0.095	0.286	0.336	0.069	0.094	0.186	0.21	0.784
TCGA.B0.4827.01A.02R.1420.07	0	0	0.22	0.11	0.167	0.204	0.22	0.19	0.34	0.132	0.292	0.164	0	0.15	0.138	0.2	0.078	0.128	0.3	0.332	0.071	0.025	0.194	0.166	0.783
TCGA.B0.4828.01A.01R.1277.07	0	0.019	0.258	0.077	0.144	0.171	0.193	0.173	0.407	0.134	0.346	0.139	0	0.058	0.102	0.125	0.104	0.144	0.156	0.366	0.116	0.112	0.187	0.188	0.739
TCGA.B0.4833.01A.01R.1305.07	0	0	0.276	0.118	0.145	0.167	0.172	0.211	0.361	0.099	0.359	0.127	0	0.086	0.14	0.142	0.085	0.104	0.212	0.353	0.081	0.13	0.197	0.212	0.739
TCGA.B0.4834.01A.01R.1305.07	0	0.116	0.163	0	0.005	0.121	0.002	0.044	0.358	0.21	0.033	0.134	0	0	0.178	0.124	0.117	0.099	0.112	0.179	0.167	0	0.155	0.067	0.544
TCGA.B0.4836.01A.01R.1305.07	0	0.046	0.187	0.092	0.16	0.268	0.286	0.219	0.352	0.209	0.304	0.165	0	0.058	0.156	0.174	0.058	0.064	0.192	0.31	0.055	0.025	0.194	0.205	0.667
TCGA.B0.4837.01A.01R.1305.07	0	0.052	0.234	0.041	0.174	0.182	0.193	0.112	0.4	0.168	0.291	0.126	0	0.133	0.177	0.195	0.068	0.113	0.234	0.374	0.088	0.036	0.184	0.123	0.736
TCGA.B0.4838.01A.01R.1305.07	0	0	0.2	0.103	0.231	0.241	0.27	0.205	0.384	0.08	0.28	0.179	0	0.056	0.104	0.165	0.085	0.076	0.21	0.285	0.081	0.087	0.184	0.21	0.69
TCGA.B0.4839.01A.01R.1305.07	0	0	0.289	0.075	0.112	0.136	0.106	0.15	0.38	0.105	0.276	0.113	0	0.208	0.168	0.215	0.053	0.112	0.294	0.366	0.095	0.131	0.179	0.173	0.793
TCGA.B0.4841.01A.01R.1277.07	0	0.061	0.314	0.063	0.079	0.04	0.02	0.115	0.437	0.093	0.283	0.031	0	0.18	0.169	0.224	0.043	0.107	0.231	0.396	0.08	0.137	0.149	0.169	0.746
TCGA.B0.4842.01A.02R.1420.07	0	0	0.276	0.129	0.165	0.191	0.163	0.182	0.365	0.11	0.297	0.074	0	0.094	0.174	0.232	0.083	0.16	0.314	0.39	0.081	0.073	0.19	0.238	0.9
TCGA.B0.4843.01A.01R.1277.07	0	0.059	0.201	0.066	0.165	0.159	0.163	0.126	0.375	0.126	0.295	0.081	0	0.213	0.198	0.13	0.085	0.11	0.19	0.366	0.075	0.041	0.251	0.114	0.705
TCGA.B0.4844.01A.01R.1277.07	0	0.012	0.204	0.104	0.148	0.196	0.239	0.196	0.411	0.191	0.275	0.129	0	0.069	0.112	0.183	0.083	0.093	0.26	0.316	0.088	0.074	0.169	0.167	0.724
TCGA.B0.4845.01A.01R.1277.07	0	0.025	0.181	0.028	0.164	0.179	0.194	0.092	0.417	0.141	0.294	0.155	0	0.127	0.146	0.148	0.079	0.113	0.16	0.308	0.119	0.085	0.232	0.112	0.678
TCGA.B0.4846.01A.01R.1277.07	0	0.018	0.201	0.111	0.165	0.202	0.242	0.215	0.402	0.129	0.345	0.177	0	0.037	0.093	0.18	0.089	0.098	0.272	0.285	0.088	0.055	0.194	0.13	0.712
TCGA.B0.4847.01A.01R.1277.07	0	0.037	0.27	0.113	0.148	0.166	0.249	0.217	0.38	0.055	0.376	0.148	0	0.063	0.129	0.171	0.073	0.087	0.231	0.331	0.077	0.109	0.199	0.246	0.754
TCGA.B0.4848.01A.01R.1277.07	0	0.001	0.234	0.058	0.163	0.189	0.194	0.129	0.409	0.124	0.288	0.168	0	0.101	0.154	0.239	0.065	0.128	0.335	0.31	0.078	0.071	0.161	0.188	0.802
TCGA.B0.4849.01A.01R.1277.07	0	0	0.242	0.071	0.155	0.183	0.21	0.116	0.413	0.123	0.304	0.1	0	0.089	0.097	0.185	0.059	0.141	0.261	0.339	0.125	0.09	0.188	0.138	0.766
TCGA.B0.4852.01A.01R.1503.07	0	0.008	0.294	0.081	0.15	0.154	0.154	0.188	0.422	0.138	0.305	0.148	0	0.087	0.138	0.17	0.089	0.094	0.196	0.314	0.126	0.073	0.216	0.124	0.708
TCGA.B0.4945.01A.01R.1420.07	0	0.026	0.239	0.053	0.129	0.183	0.202	0.133	0.403	0.14	0.277	0.126	0	0.15	0.125	0.189	0.053	0.082	0.195	0.306	0.132	0.049	0.221	0.094	0.678
TCGA.B0.5075.01A.01R.1334.07	0	0	0.157	0.129	0.158	0.206	0.182	0.097	0.369	0.129	0.263	0.151	0.024	0.093	0.126	0.318	0.098	0.137	0.385	0.206	0.09	0.014	0.178	0.151	0.833
TCGA.B0.5077.01A.01R.1334.07	0	0.035	0.257	0.091	0.137	0.162	0.193	0.206	0.373	0.14	0.314	0.125	0	0.087	0.123	0.21	0.064	0.107	0.231	0.35	0.071	0.082	0.229	0.139	0.746
TCGA.B0.5080.01A.01R.1503.07	0	0.019	0.241	0.031	0.166	0.138	0.202	0.163	0.363	0.119	0.376	0.194	0	0.173	0.167	0.127	0.12	0.056	0.183	0.308	0.023	0.071	0.23	0.186	0.658
TCGA.B0.5081.01A.01R.1334.07	0	0.038	0.245	0.116	0.202	0.194	0.284	0.206	0.362	0.031	0.335	0.174	0	0.156	0.126	0.172	0.108	0.058	0.266	0.306	0.022	0.041	0.24	0.203	0.733
TCGA.B0.5083.01A.02R.1420.07	0	0.047	0.231	0.023	0.154	0.17	0.195	0.161	0.26	0.113	0.293	0.197	0	0.136	0.168	0.276	0.056	0.06	0.326	0.235	0.071	0.06	0.237	0.125	0.738
TCGA.B0.5084.01A.01R.1334.07	0	0.029	0.138	0.109	0.169	0.206	0.214	0.165	0.429	0.119	0.098	0.082	0.01	0.081	0.101	0.194	0.041	0.12	0.264	0.287	0.128	0.053	0.173	0.188	0.743
TCGA.B0.5085.01A.01R.1334.07	0	0.02	0.272	0.1	0.109	0.188	0.146	0.168	0.409	0.118	0.353	0.047	0	0.066	0.137	0.178	0.11	0.079	0.219	0.368	0.086	0.117	0.205	0.195	0.768
TCGA.B0.5088.01A.01R.1334.07	0	0.034	0.255	0.062	0.158	0.162	0.229	0.151	0.355	0.121	0.382	0.136	0	0.115	0.156	0.26	0.088	0.099	0.294	0.308	0.053	0.069	0.238	0.156	0.798
TCGA.B0.5092.01A.01R.1420.07	0	0.046	0.251	0.13	0.151	0.223	0.293	0.232	0.339	0.053	0.35	0.161	0	0.101	0.123	0.166	0.073	0.057	0.188	0.3	0.017	0.078	0.233	0.266	0.693
TCGA.B0.5094.01A.01R.1420.07	0	0.007	0.233	0.097	0.141	0.197	0.209	0.146	0.403	0.206	0.24	0.112	0.005	0.05	0.119	0.179	0.076	0.168	0.242	0.368	0.092	0.086	0.146	0.157	0.761
TCGA.B0.5095.01A.01R.1420.07	0	0.048	0.227	0.1	0.147	0.202	0.236	0.207	0.334	0.175	0.25	0.13	0	0.154	0.136	0.16	0.058	0.117	0.214	0.307	0.067	0.045	0.23	0.133	0.686
TCGA.B0.5096.01A.01R.1420.07	0	0.002	0.182	0.102	0.207	0.254	0.221	0.099	0.258	0.112	0.191	0.145	0.003	0.074	0.204	0.212	0.069	0.178	0.409	0.237	0.102	0	0.174	0.089	0.783
TCGA.B0.5097.01A.01R.1420.07	0	0.056	0.166	0.008	0.195	0.217	0.319	0.096	0.368	0.141	0.316	0.146	0	0.202	0.129	0.258	0.062	0.112	0.302	0.256	0.085	0	0.232	0.094	0.746
TCGA.B0.5098.01A.01R.1420.07	0	0.042	0.069	0.067	0.056	0.236	0.212	0.169	0.314	0.102	0.124	0.034	0.017	0.087	0.194	0.062	0.097	0.043	0.063	0.137	0.155	0.092	0.181	0.187	0.493
TCGA.B0.5099.01A.01R.1420.07	0	0.046	0.214	0.071	0.131	0.196	0.203	0.065	0.378	0.176	0.164	0.058	0	0.067	0.074	0.142	0.092	0.093	0.121	0.316	0.168	0.082	0.174	0.079	0.632
TCGA.B0.5100.01A.01R.1420.07	0	0.058	0.237	0.057	0.078	0.171	0.059	0.117	0.423	0.204	0.191	0.04	0	0.175	0.173	0.108	0.052	0.095	0.071	0.38	0.118	0.067	0.234	0.19	0.666
TCGA.B0.5102.01A.01R.1420.07	0	0	0.233	0.089	0.146	0.169	0.152	0.203	0.333	0.132	0.283	0.154	0.012	0.095	0.117	0.214	0.061	0.106	0.245	0.297	0.075	0.102	0.213	0.168	0.735
TCGA.B0.5104.01A.01R.1420.07	0	0	0.2	0.053	0.141	0.196	0.208	0.178	0.413	0.137	0.24	0.156	0	0.085	0.104	0.173	0.082	0.149	0.253	0.277	0.166	0.055	0.213	0.099	0.752
TCGA.B0.5106.01A.01R.1420.07	0	0	0.256	0.097	0.141	0.159	0.17	0.199	0.354	0.12	0.278	0.138	0	0.138	0.123	0.175	0.076	0.102	0.247	0.316	0.091	0.112	0.229	0.163	0.746
TCGA.B0.5107.01A.01R.1420.07	0	0	0.202	0.151	0.154	0.219	0.207	0.248	0.44	0.079	0.273	0.079	0.022	0.047	0.12	0.209	0.08	0.088	0.294	0.282	0.107	0.035	0.151	0.241	0.774
TCGA.B0.5108.01A.01R.1420.07	0	0.008	0.224	0.095	0.173	0.211	0.301	0.202	0.323	0.124	0.308	0.145	0	0.144	0.14	0.27	0.037	0.119	0.329	0.344	0.035	0.033	0.232	0.123	0.794
TCGA.B0.5109.01A.02R.1420.07	0	0	0.27	0.158	0.164	0.186	0.251	0.238	0.361	0.092	0.32	0.161	0	0.144	0.097	0.164	0.08	0.111	0.191	0.312	0.064	0.087	0.207	0.188	0.702
TCGA.B0.5110.01A.01R.1420.07	0	0.008	0.229	0.072	0.165	0.216	0.255	0.157	0.393	0.122	0.269	0.143	0	0.092	0.137	0.188	0.095	0.098	0.261	0.31	0.087	0.061	0.207	0.111	0.723
TCGA.B0.5113.01A.01R.1420.07	0	0	0.189	0.073	0.177	0.217	0.278	0.188	0.365	0.142	0.314	0.178	0.009	0.1	0.089	0.187	0.094	0.081	0.231	0.283	0.106	0.049	0.21	0.136	0.708
TCGA.B0.5115.01A.01R.1420.07	0	0.06	0.241	0.045	0.169	0.174	0.266	0.165	0.377	0.143	0.321	0.181	0	0.079	0.134	0.198	0.072	0.102	0.191	0.337	0.074	0.08	0.216	0.127	0.703
TCGA.B0.5116.01A.02R.1420.07	0	0.051	0.204	0.054	0.143	0.172	0.128	0.122	0.41	0.244	0.244	0.122	0	0.112	0.14	0.162	0.085	0.101	0.156	0.364	0.092	0.058	0.171	0.139	0.677
TCGA.B0.5117.01A.01R.1420.07	0	0.143	0.132	0.036	0	0.127	0.047	0.038	0.414	0.191	0.051	0.105	0.006	0.025	0.213	0.108	0.112	0.026	0.102	0.25	0.121	0.007	0.183	0.06	0.513
TCGA.B0.5119.01A.02R.1420.07	0	0	0.253	0.107	0.133	0.17	0.163	0.167	0.388	0.115	0.281	0.143	0	0.11	0.096	0.163	0.081	0.102	0.235	0.356	0.093	0.124	0.107	0.167	0.695
TCGA.B0.5120.01A.01R.1420.07	0	0.016	0.223	0.054	0.148	0.199	0.242	0.095	0.377	0.14	0.296	0.113	0	0.127	0.153	0.221	0.067	0.126	0.289	0.292	0.082	0.066	0.203	0.112	0.742
TCGA.B0.5121.01A.02R.1420.07	0	0	0.291	0.044	0.146	0.172	0.154	0.154	0.395	0.135	0.336	0.178	0	0.132	0.143	0.158	0.067	0.091	0.176	0.384	0.084	0.13	0.203	0.188	0.72
TCGA.B0.5399.01A.01R.1503.07	0	0.04	0.235	0.068	0.157	0.166	0.228	0.192	0.391	0.139	0.35	0.166	0	0.069	0.196	0.198	0.089	0.053	0.194	0.373	0.067	0.057	0.195	0.183	0.72
TCGA.B0.5400.01A.01R.1503.07	0	0	0.274	0.112	0.157	0.146	0.14	0.164	0.348	0.141	0.359	0.133	0	0.138	0.156	0.208	0.039	0.118	0.278	0.344	0.121	0.088	0.185	0.164	0.776
TCGA.B0.5402.01A.01R.1503.07	0	0	0.221	0.084	0.146	0.204	0.262	0.175	0.364	0.159	0.302	0.147	0	0.104	0.137	0.153	0.054	0.093	0.218	0.354	0.106	0.09	0.158	0.135	0.678
TCGA.B0.5402.11A.01R.1503.07	0	0	0.179	0.035	0.149	0.147	0.199	0.095	0.42	0.164	0.322	0.142	0	0.146	0.17	0.144	0.069	0.064	0.151	0.3	0.132	0.049	0.233	0.124	0.649
TCGA.B0.5690.01A.11R.1541.07	0	0.031	0.259	0.044	0.155	0.174	0.143	0.108	0.399	0.118	0.301	0.15	0	0.196	0.15	0.153	0.089	0.105	0.195	0.338	0.106	0.094	0.191	0.149	0.707
TCGA.B0.5690.11A.01R.1541.07	0.031	0.072	0.039	0.024	0.005	0.114	0.086	0.051	0.396	0.263	0.017	0.06	0	0.115	0.09	0.064	0.092	0.041	0.071	0.196	0.194	0.049	0.148	0.077	0.471
TCGA.B0.5691.01A.11R.1541.07	0	0.002	0.182	0.059	0.167	0.202	0.236	0.088	0.39	0.128	0.287	0.157	0	0.156	0.117	0.165	0.108	0.087	0.195	0.287	0.115	0.07	0.227	0.134	0.703
TCGA.B0.5691.11A.01R.1541.07	0.019	0.021	0.107	0.037	0.156	0.189	0.295	0.064	0.418	0.181	0.254	0.169	0	0.105	0.137	0.17	0.103	0.055	0.159	0.24	0.128	0.009	0.242	0.096	0.636
TCGA.B0.5692.01A.11R.1541.07	0	0	0.262	0.155	0.175	0.202	0.196	0.214	0.387	0.081	0.316	0.154	0	0.033	0.103	0.195	0.084	0.004	0.235	0.339	0.055	0.117	0.165	0.255	0.71
TCGA.B0.5693.01A.11R.1541.07	0	0.048	0.216	0.056	0.113	0.123	0.116	0.07	0.396	0.175	0.177	0.106	0	0.129	0.131	0.204	0.087	0.097	0.209	0.283	0.124	0.078	0.113	0.115	0.656
TCGA.B0.5694.01A.11R.1541.07	0	0.009	0.25	0.097	0.127	0.154	0.127	0.159	0.367	0.196	0.292	0.11	0	0.118	0.145	0.212	0.041	0.12	0.271	0.364	0.1	0.094	0.173	0.124	0.75
TCGA.B0.5694.11A.01R.1541.07	0	0.04	0.162	0.051	0.18	0.15	0.197	0.087	0.417	0.183	0.26	0.15	0	0.102	0.141	0.127	0.09	0.034	0.161	0.305	0.134	0.034	0.236	0.098	0.632
TCGA.B0.5695.01A.11R.1541.07	0	0.03	0.254	0.057	0.058	0.124	0.101	0.111	0.408	0.148	0.336	0.129	0	0.113	0.12	0.142	0.089	0.091	0.168	0.351	0.129	0.135	0.135	0.157	0.673
TCGA.B0.5696.01A.11R.1541.07	0	0.042	0.226	0.081	0.111	0.189	0.139	0.166	0.42	0.174	0.206	0.072	0	0.094	0.121	0.185	0.062	0.13	0.242	0.346	0.14	0.096	0.097	0.166	0.73
TCGA.B0.5696.11A.01R.1541.07	0.031	0.042	0.105	0.013	0.113	0.149	0.168	0.073	0.445	0.235	0.128	0.102	0	0.075	0.117	0.109	0.064	0.056	0.095	0.22	0.169	0.03	0.187	0.115	0.542
TCGA.B0.5697.01A.11R.1541.07	0	0	0.208	0.13	0.162	0.189	0.219	0.22	0.393	0.083	0.32	0.167	0	0.094	0.127	0.234	0.055	0.083	0.274	0.272	0.088	0.078	0.189	0.186	0.736
TCGA.B0.5697.11A.01R.1541.07	0.043	0.06	0	0.009	0.013	0.102	0.093	0.079	0.287	0.259	0.103	0.067	0	0.101	0.111	0.052	0.091	0.04	0.06	0.194	0.203	0	0.188	0.061	0.474
TCGA.B0.5698.01A.11R.1672.07	0	0	0.199	0.091	0.192	0.222	0.286	0.14	0.396	0.097	0.3	0.159	0	0.081	0.101	0.229	0.066	0.092	0.323	0.283	0.107	0.053	0.176	0.151	0.76
TCGA.B0.5699.01A.11R.1541.07	0	0.025	0.252	0.038	0.169	0.179	0.224	0.133	0.414	0.14	0.288	0.154	0	0.063	0.141	0.21	0.07	0.085	0.236	0.357	0.112	0.109	0.17	0.148	0.74
TCGA.B0.5699.11A.01R.1541.07	0.012	0.043	0.107	0	0.135	0.069	0.07	0.084	0.31	0.239	0.069	0.089	0	0.153	0.107	0.07	0.089	0.084	0.09	0.187	0.212	0.008	0.204	0.036	0.519
TCGA.B0.5700.01A.11R.1541.07	0	0.01	0.238	0.064	0.158	0.163	0.156	0.121	0.428	0.131	0.345	0.106	0	0.096	0.122	0.218	0.078	0.101	0.274	0.343	0.144	0.061	0.145	0.137	0.768
TCGA.B0.5701.01A.11R.1541.07	0	0.025	0.219	0.106	0.162	0.225	0.271	0.197	0.338	0.14	0.24	0.145	0	0.141	0.112	0.218	0.024	0.159	0.238	0.258	0.083	0.069	0.172	0.177	0.709
TCGA.B0.5701.11A.01R.1541.07	0.01	0.048	0.113	0.045	0.174	0.144	0.184	0.055	0.396	0.206	0.169	0.108	0	0.199	0.112	0.166	0.078	0.091	0.205	0.199	0.155	0.042	0.231	0.049	0.626
TCGA.B0.5702.01A.11R.1541.07	0	0	0.311	0.051	0.013	0	0	0.125	0.418	0.042	0.293	0	0	0.208	0.207	0.194	0.083	0.025	0.297	0.356	0.139	0.124	0.131	0.226	0.773
TCGA.B0.5703.01A.11R.1541.07	0	0.021	0.277	0.077	0.138	0.232	0.217	0.189	0.382	0.124	0.353	0.184	0	0.129	0.107	0.037	0.064	0.034	0.009	0.413	0.09	0.137	0.185	0.245	0.575
TCGA.B0.5703.11A.01R.1541.07	0.025	0.074	0.116	0.013	0.083	0.058	0.024	0.048	0.451	0.243	0.122	0.094	0	0.152	0.138	0.066	0.057	0.013	0.045	0.212	0.174	0.075	0.198	0.106	0.464
TCGA.B0.5705.01A.11R.1541.07	0	0.032	0.215	0.077	0.178	0.208	0.205	0.173	0.389	0.132	0.309	0.152	0	0.071	0.107	0.18	0.117	0.052	0.243	0.315	0.076	0.088	0.147	0.186	0.702
TCGA.B0.5705.11A.01R.1541.07	0.03	0.06	0.071	0.063	0.078	0.105	0.08	0.043	0.442	0.234	0.185	0.109	0	0.076	0.109	0.109	0.064	0.048	0.116	0.169	0.17	0.059	0.173	0.1	0.506
TCGA.B0.5706.01A.11R.1541.07	0	0	0.215	0.129	0.218	0.238	0.226	0.214	0.299	0.102	0.358	0.176	0	0.112	0.179	0.132	0.101	0.032	0.181	0.258	0.008	0.106	0.192	0.221	0.6
TCGA.B0.5706.11A.01R.1541.07	0	0.07	0.029	0.001	0.073	0.119	0.092	0.072	0.465	0.261	0.092	0.058	0.019	0.107	0.131	0.076	0.078	0.005	0.003	0.192	0.183	0.071	0.164	0.11	0.433
TCGA.B0.5707.01A.11R.1541.07	0	0.032	0.123	0.065	0.136	0.127	0.101	0.108	0.44	0.119	0.299	0.091	0	0.125	0.133	0.272	0.073	0.149	0.287	0.269	0.14	0.035	0.16	0.129	0.789
TCGA.B0.5709.01A.11R.1541.07	0	0	0.245	0.092	0.18	0.191	0.27	0.171	0.309	0.114	0.333	0.182	0	0.166	0.132	0.191	0.088	0.087	0.292	0.304	0.074	0.057	0.216	0.162	0.755
TCGA.B0.5709.11A.01R.1541.07	0.012	0.048	0.091	0.05	0.149	0.178	0.188	0.026	0.447	0.214	0.155	0.106	0.001	0.087	0.132	0.121	0.067	0.058	0.132	0.255	0.172	0.025	0.207	0.087	0.586
TCGA.B0.5710.01A.11R.1672.07	0	0.052	0.245	0.047	0.164	0.17	0.227	0.119	0.404	0.116	0.295	0.17	0	0.153	0.14	0.178	0.051	0.073	0.176	0.326	0.101	0.097	0.184	0.133	0.652
TCGA.B0.5711.01A.11R.1672.07	0	0.013	0.231	0.072	0.184	0.19	0.217	0.186	0.382	0.133	0.292	0.18	0	0.132	0.123	0.214	0.071	0.101	0.223	0.353	0.079	0.074	0.152	0.165	0.724
TCGA.B0.5711.11A.01R.1672.07	0.006	0.069	0.121	0.028	0.139	0.121	0.115	0.095	0.435	0.24	0.113	0.071	0.005	0.069	0.112	0.08	0.082	0.055	0.092	0.264	0.174	0.067	0.178	0.09	0.542
TCGA.B0.5712.01A.11R.1672.07	0	0	0.184	0.113	0.124	0.189	0.15	0.156	0.409	0.167	0.331	0.139	0	0.012	0.168	0.153	0.058	0.103	0.192	0.318	0.103	0.092	0.121	0.167	0.648
TCGA.B0.5712.11A.01R.1672.07	0.014	0.034	0.187	0.028	0.142	0.118	0.135	0.095	0.405	0.146	0.337	0.169	0	0.211	0.169	0.144	0.076	0.027	0.109	0.312	0.122	0.032	0.243	0.13	0.62
TCGA.B0.5713.01A.11R.1672.07	0	0.021	0.256	0.11	0.119	0.181	0.177	0.227	0.397	0.136	0.324	0.131	0.012	0.061	0.12	0.167	0.069	0.139	0.215	0.365	0.102	0.07	0.154	0.154	0.728
TCGA.B0.5812.01A.11R.1672.07	0	0.016	0.273	0.054	0.171	0.171	0.161	0.138	0.422	0.128	0.308	0.173	0	0.099	0.137	0.187	0.063	0.085	0.233	0.351	0.106	0.078	0.191	0.133	0.72
TCGA.B2.3923.01A.02R.1325.07	0	0.115	0.18	0.003	0.068	0.211	0.195	0.098	0.338	0.126	0.149	0.157	0	0	0.188	0.222	0.076	0.035	0.239	0.173	0.111	0.007	0.202	0.062	0.597
TCGA.B2.3924.01A.02R.1325.07	0	0	0.237	0.145	0.185	0.203	0.225	0.236	0.364	0.078	0.321	0.187	0	0.084	0.093	0.206	0.101	0.041	0.3	0.287	0.069	0.09	0.157	0.2	0.726
TCGA.B2.4098.01A.02R.1325.07	0	0	0.173	0.087	0.198	0.242	0.275	0.154	0.417	0.11	0.221	0.115	0.04	0.004	0.126	0.304	0.088	0.148	0.381	0.259	0.096	0	0.209	0.112	0.851
TCGA.B2.4099.01A.02R.1188.07	0	0	0.25	0.069	0.143	0.147	0.167	0.197	0.383	0.097	0.337	0.134	0.006	0.117	0.184	0.216	0.097	0.089	0.343	0.387	0.107	0.085	0.169	0.13	0.819
TCGA.B2.4101.01A.02R.1277.07	0	0.016	0.255	0.064	0.172	0.192	0.274	0.206	0.358	0.118	0.292	0.145	0	0.172	0.152	0.15	0.078	0.08	0.211	0.333	0.083	0.09	0.21	0.171	0.702
TCGA.B2.4102.01A.02R.1325.07	0	0	0.233	0.052	0.177	0.177	0.224	0.164	0.378	0.129	0.26	0.172	0	0.136	0.134	0.205	0.098	0.104	0.288	0.298	0.115	0.061	0.257	0.125	0.794
TCGA.B2.5633.01A.01R.1541.07	0	0	0.222	0.046	0.181	0.197	0.26	0.107	0.374	0.159	0.252	0.154	0	0.142	0.144	0.232	0.065	0.086	0.271	0.313	0.085	0.071	0.253	0.14	0.77
TCGA.B2.5635.01A.01R.1541.07	0	0	0.251	0.103	0.153	0.193	0.212	0.194	0.38	0.117	0.299	0.134	0.006	0.102	0.087	0.207	0.058	0.11	0.289	0.319	0.093	0.084	0.22	0.178	0.785
TCGA.B2.5636.01A.02R.1541.07	0	0.011	0.217	0.034	0.194	0.19	0.199	0.085	0.373	0.183	0.139	0.081	0	0.152	0.16	0.2	0.08	0.098	0.225	0.293	0.139	0.017	0.199	0.085	0.703
TCGA.B2.5636.11A.01R.1541.07	0.01	0.052	0.111	0.043	0.172	0.193	0.266	0.076	0.415	0.205	0.198	0.14	0	0.102	0.127	0.136	0.1	0.044	0.122	0.27	0.15	0.008	0.241	0.102	0.621
TCGA.B2.5639.01A.01R.1541.07	0	0.029	0.242	0.052	0.185	0.241	0.223	0.127	0.361	0.101	0.293	0.191	0	0	0.144	0.241	0.089	0.109	0.31	0.304	0.111	0.036	0.148	0.203	0.807
TCGA.B2.5641.01A.01R.1541.07	0	0	0.245	0.124	0.17	0.223	0.248	0.234	0.333	0.114	0.256	0.161	0	0.089	0.109	0.204	0.072	0.076	0.303	0.277	0.061	0.06	0.195	0.198	0.739
TCGA.B2.5641.11A.01R.1541.07	0.045	0.059	0.049	0.035	0	0.085	0.053	0	0.252	0.274	0	0.055	0	0.096	0.049	0.055	0.082	0.022	0.038	0.155	0.221	0.075	0.134	0.09	0.425
TCGA.B2.A4SR.01A.11R.A266.07	0	0.032	0.234	0.058	0.161	0.202	0.272	0.144	0.378	0.135	0.294	0.165	0	0.138	0.128	0.212	0.057	0.09	0.193	0.299	0.079	0.05	0.24	0.121	0.688
TCGA.B4.5377.01A.01R.1503.07	0	0.006	0.206	0.082	0.165	0.218	0.234	0.146	0.411	0.133	0.297	0.164	0	0.082	0.1	0.199	0.057	0.089	0.293	0.29	0.118	0.047	0.18	0.14	0.728
TCGA.B4.5378.01A.01R.1503.07	0	0.021	0.255	0.035	0.145	0.175	0.172	0.108	0.268	0.213	0.192	0.072	0	0.142	0.111	0.161	0.04	0.089	0.165	0.295	0.138	0.095	0.178	0.107	0.626
TCGA.B4.5832.01A.11R.1672.07	0	0.038	0.143	0.056	0.055	0.232	0.261	0.191	0.407	0.196	0.205	0.195	0	0	0.224	0.269	0.099	0.133	0.241	0.231	0.101	0	0.153	0.077	0.695
TCGA.B4.5834.01A.11R.1672.07	0	0.004	0.246	0.081	0.094	0.186	0.179	0.163	0.392	0.147	0.273	0.125	0	0.133	0.111	0.151	0.09	0.105	0.172	0.342	0.114	0.122	0.175	0.136	0.685
TCGA.B4.5835.01A.11R.1672.07	0	0	0.201	0.076	0.148	0.2	0.204	0.159	0.395	0.161	0.25	0.151	0.01	0.01	0.172	0.246	0.083	0.021	0.339	0.32	0.119	0.002	0.121	0.155	0.748
TCGA.B4.5836.01A.11R.1672.07	0	0	0.264	0.056	0.123	0.176	0.142	0.163	0.384	0.129	0.279	0.14	0	0.142	0.232	0.165	0.082	0.102	0.238	0.354	0.107	0.118	0.159	0.139	0.717
TCGA.B4.5838.01A.11R.1672.07	0	0.044	0.163	0.071	0.129	0.212	0.199	0.145	0.342	0.182	0.152	0.197	0	0.142	0.125	0.218	0.081	0.105	0.234	0.244	0.106	0.036	0.152	0.096	0.659
TCGA.B4.5843.01A.11R.1672.07	0	0.043	0.184	0.022	0.019	0.121	0.119	0.104	0.443	0.193	0.145	0.152	0	0.088	0.153	0.254	0.075	0.133	0.246	0.286	0.137	0.045	0.152	0.085	0.73
TCGA.B4.5844.01A.11R.1672.07	0	0.042	0.259	0.066	0.044	0.126	0.137	0.116	0.399	0.162	0.198	0.149	0	0.146	0.126	0.152	0.069	0.143	0.161	0.349	0.159	0.097	0.132	0.106	0.679
TCGA.B8.4143.01A.01R.1188.07	0	0.063	0.235	0.141	0.161	0.232	0.305	0.229	0.247	0.105	0.287	0.123	0	0.1	0.123	0.149	0.065	0.058	0.261	0.276	0.055	0.069	0.231	0.188	0.684
TCGA.B8.4146.01B.11R.1672.07	0	0.014	0.199	0.107	0.047	0.205	0.214	0.219	0.442	0.137	0.245	0.201	0	0.058	0.126	0.287	0.093	0.094	0.256	0.257	0.069	0.057	0.109	0.11	0.679
TCGA.B8.4148.01A.02R.1325.07	0	0	0.245	0.119	0.18	0.22	0.266	0.238	0.362	0.084	0.317	0.166	0	0.067	0.109	0.157	0.079	0.058	0.205	0.324	0.087	0.081	0.216	0.202	0.709
TCGA.B8.4151.01A.01R.1188.07	0	0	0.168	0.033	0.096	0.188	0.169	0.115	0.441	0.143	0.254	0.122	0.037	0.086	0.123	0.208	0.048	0.111	0.256	0.292	0.149	0.087	0.132	0.145	0.716
