CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.AD.6890.01A.11R.1928.07	0	0.072	0.283	0.129	0.073	0.084	0.291	0.22	0.151	0.157	0.204	0	0.023	0.151	0.153	0.149	0.084	0.159	0.209	0.249	0.158	0.074	0.105	0.204	0.641
TCGA.AD.6895.01A.11R.1928.07	0	0	0.392	0.183	0	0.101	0.232	0.349	0.29	0.163	0.301	0	0.067	0.048	0.2	0.167	0.055	0.141	0.271	0.314	0.113	0.054	0.141	0.237	0.7
TCGA.AD.6899.01A.11R.1928.07	0	0.044	0.36	0.132	0.096	0.07	0.306	0.272	0.292	0.143	0.267	0.046	0.001	0.128	0.242	0.195	0.104	0.172	0.365	0.279	0.098	0.028	0.164	0.245	0.789
TCGA.AD.6901.01A.11R.1928.07	0	0.036	0.357	0.138	0.068	0.048	0.212	0.28	0.299	0.155	0.334	0	0.062	0.044	0.183	0.214	0.022	0.205	0.364	0.268	0.097	0.072	0.175	0.237	0.77
TCGA.AD.6963.01A.11R.1928.07	0	0.038	0.303	0.197	0.012	0.148	0.298	0.318	0.206	0.144	0.257	0.034	0.026	0.096	0.134	0.138	0.054	0.181	0.234	0.269	0.192	0.072	0.07	0.277	0.689
TCGA.AD.6964.01A.11R.1928.07	0	0.02	0.377	0.187	0.085	0.066	0.282	0.352	0.249	0.125	0.326	0.048	0.019	0.036	0.205	0.234	0.117	0.183	0.419	0.311	0.085	0.071	0.138	0.285	0.862
TCGA.AD.6965.01A.11R.1928.07	0	0.121	0.272	0.095	0.06	0.092	0.273	0.205	0.275	0.123	0.168	0	0.01	0.129	0.203	0.134	0.134	0.143	0.224	0.14	0.166	0.047	0.099	0.254	0.63
TCGA.AD.A5EJ.01A.11R.A28H.07	0	0	0.312	0.181	0	0.136	0.244	0.245	0.261	0.23	0.056	0	0.051	0.075	0.213	0.228	0.06	0.181	0.293	0.247	0.181	0.032	0.007	0.204	0.682
TCGA.AD.A5EK.01A.11R.A28H.07	0	0.088	0.252	0.086	0.044	0.12	0.252	0.207	0.181	0.153	0.241	0.016	0.001	0.049	0.207	0.142	0.054	0.186	0.212	0.221	0.165	0.044	0.139	0.129	0.607
TCGA.AM.5820.01A.01R.1653.07	0	0.041	0.277	0.082	0.128	0.029	0.033	0.108	0.273	0.154	0	0	0	0.151	0.17	0.233	0.077	0.253	0.401	0.097	0.237	0	0.07	0.103	0.716
TCGA.AM.5821.01A.01R.1653.07	0	0	0.436	0.208	0.041	0.214	0.298	0.359	0.271	0.088	0.171	0.037	0.093	0	0.069	0.269	0.059	0.186	0.354	0.29	0.13	0.064	0.019	0.273	0.769
TCGA.AU.3779.01A.01R.1723.07	0	0.038	0.296	0.121	0.117	0.085	0.301	0.238	0.187	0.165	0.378	0.094	0.011	0.078	0.177	0.198	0.103	0.157	0.267	0.249	0.155	0.015	0.168	0.201	0.729
TCGA.AU.6004.01A.11R.1723.07	0	0.046	0.325	0.141	0.075	0.133	0.329	0.271	0.266	0.175	0.248	0.026	0.02	0.059	0.2	0.233	0.102	0.203	0.368	0.234	0.13	0.022	0.137	0.232	0.798
TCGA.AY.5543.01A.01R.1653.07	0	0.008	0.272	0.145	0.034	0.096	0.245	0.272	0.187	0.166	0.357	0.029	0.052	0.11	0.227	0.186	0.128	0.157	0.222	0.231	0.148	0.028	0.127	0.192	0.677
TCGA.AY.6196.01A.11R.1723.07	0	0.026	0.373	0.163	0.122	0.071	0.334	0.263	0.281	0.101	0.449	0.062	0	0.001	0.188	0.138	0.128	0.173	0.427	0.336	0.021	0.084	0.207	0.282	0.833
TCGA.AY.6197.01A.11R.1723.07	0	0.058	0.345	0.103	0.079	0.215	0.388	0.264	0.155	0.176	0.299	0.023	0	0.063	0.166	0.156	0.057	0.146	0.238	0.239	0.173	0.019	0.086	0.213	0.636
TCGA.AY.6386.01A.21R.1723.07	0	0.025	0.288	0.071	0.099	0.102	0.266	0.169	0.355	0.211	0.26	0.045	0	0.154	0.215	0.185	0.096	0.148	0.23	0.227	0.163	0	0.134	0.215	0.681
TCGA.AY.A54L.01A.11R.A28H.07	0	0.028	0.199	0.112	0	0.095	0.233	0.179	0.208	0.141	0.244	0	0.024	0.105	0.178	0.048	0.11	0.114	0.072	0.169	0.211	0.063	0.055	0.196	0.474
TCGA.AY.A69D.01A.11R.A37K.07	0	0.072	0.233	0.084	0.107	0.073	0.31	0.151	0.212	0.143	0.295	0.019	0.009	0.137	0.299	0.078	0.122	0.141	0.18	0.163	0.155	0.021	0.185	0.165	0.578
TCGA.AY.A71X.01A.12R.A37K.07	0	0.054	0.129	0.082	0	0.138	0.26	0.113	0.3	0.2	0.132	0	0.048	0.099	0.239	0.079	0.064	0.154	0.115	0.184	0.188	0.027	0.143	0.168	0.532
TCGA.AY.A8YK.01A.11R.A41B.07	0	0.055	0.193	0.113	0.112	0.082	0.252	0.137	0.155	0.196	0.153	0.027	0.011	0.095	0.192	0.121	0.12	0.194	0.202	0.179	0.226	0.026	0.161	0.125	0.646
TCGA.AZ.4313.01A.01R.1410.07	0	0	0.221	0.152	0	0.2	0.285	0.197	0.109	0.214	0.074	0	0.054	0.074	0.224	0.105	0.069	0.166	0.137	0.187	0.187	0.043	0.029	0.226	0.538
TCGA.AZ.4315.01A.01R.1410.07	0	0.006	0.274	0.179	0	0.111	0.227	0.243	0.228	0.21	0.108	0	0.099	0.077	0.235	0.234	0.089	0.197	0.333	0.178	0.119	0.031	0.061	0.205	0.689
TCGA.AZ.4323.01A.21R.1839.07	0	0.065	0.306	0.12	0.121	0.055	0.321	0.22	0.339	0.055	0.44	0.086	0	0.081	0.272	0.071	0.261	0	0.087	0.276	0	0.045	0.27	0.34	0.635
TCGA.AZ.4614.01A.01R.1410.07	0	0.076	0.255	0.153	0	0.154	0.224	0.225	0.231	0.16	0.171	0	0.026	0	0.21	0.05	0.091	0.139	0.129	0.157	0.189	0.064	0.044	0.235	0.503
TCGA.AZ.4615.01A.01R.1410.07	0	0	0.434	0.205	0.064	0.14	0.316	0.37	0.191	0.081	0.288	0.022	0.054	0.005	0.191	0.234	0.031	0.181	0.331	0.258	0.096	0.09	0.084	0.294	0.734
TCGA.AZ.4616.01A.21R.1839.07	0	0	0.354	0.186	0	0.104	0.228	0.251	0.376	0.124	0.178	0	0.036	0.063	0.22	0.174	0.048	0.156	0.251	0.318	0.136	0.066	0.085	0.271	0.7
TCGA.AZ.4682.01B.01R.A32Z.07	0	0.038	0.242	0.107	0	0.059	0.193	0.183	0.305	0.177	0.231	0.001	0.047	0.16	0.191	0.122	0.066	0.152	0.193	0.232	0.215	0.051	0.084	0.197	0.613
TCGA.AZ.4684.01A.01R.1410.07	0	0.047	0.287	0.086	0.09	0.074	0.24	0.145	0.281	0.186	0.378	0.073	0	0.122	0.265	0.2	0.079	0.162	0.27	0.212	0.181	0	0.125	0.261	0.725
TCGA.AZ.5403.01A.01R.1653.07	0	0.087	0.208	0.15	0.064	0.067	0.163	0.135	0.268	0.171	0.015	0	0	0.161	0.229	0.272	0.033	0.178	0.307	0.135	0.208	0	0.081	0.129	0.654
TCGA.AZ.5407.01A.01R.1723.07	0	0.051	0.25	0.028	0.067	0.166	0.263	0.159	0.313	0.206	0.404	0.062	0.015	0.125	0.268	0.109	0.125	0.104	0.19	0.241	0.123	0.028	0.124	0.303	0.642
TCGA.AZ.6598.01A.11R.1774.07	0	0	0.385	0.158	0	0.137	0.285	0.264	0.308	0.083	0.165	0	0.059	0.092	0.135	0.263	0.067	0.203	0.383	0.277	0.155	0.052	0	0.233	0.77
TCGA.AZ.6598.11A.01R.1774.07	0	0.028	0.311	0.051	0.038	0	0.185	0.153	0.361	0.212	0.41	0	0.016	0.218	0.295	0.061	0.179	0.107	0.143	0.354	0.151	0.033	0.209	0.229	0.697
TCGA.AZ.6599.01A.11R.1774.07	0	0.011	0.242	0.042	0	0.067	0.159	0.176	0.308	0.207	0.245	0	0.036	0.106	0.221	0.008	0.158	0.063	0.026	0.302	0.176	0.026	0.169	0.185	0.528
TCGA.AZ.6599.11A.01R.1774.07	0	0.015	0.294	0.071	0.059	0	0.147	0.142	0.302	0.248	0.268	0	0.019	0.246	0.31	0.119	0.101	0.183	0.316	0.299	0.188	0	0.124	0.191	0.74
TCGA.AZ.6600.01A.11R.1774.07	0	0.02	0.261	0.094	0.117	0.064	0.248	0.139	0.302	0.185	0.269	0.073	0	0.167	0.223	0.221	0.131	0.203	0.362	0.144	0.125	0	0.139	0.234	0.758
TCGA.AZ.6600.11A.01R.1774.07	0	0.015	0.267	0.097	0.078	0.014	0.235	0.128	0.317	0.253	0.341	0	0.009	0.214	0.289	0.09	0.187	0.072	0.21	0.266	0.159	0	0.147	0.23	0.663
TCGA.AZ.6601.01A.11R.1774.07	0	0	0.376	0.197	0.073	0.165	0.277	0.355	0.31	0.102	0.296	0.052	0.043	0.007	0.15	0.236	0.103	0.204	0.403	0.304	0.11	0.024	0.147	0.277	0.868
TCGA.AZ.6601.11A.01R.1774.07	0	0.03	0.29	0.057	0.082	0.02	0.207	0.168	0.357	0.234	0.323	0.038	0.039	0.198	0.269	0.097	0.192	0.095	0.149	0.295	0.152	0	0.217	0.249	0.704
TCGA.AZ.6603.01A.11R.1839.07	0	0.05	0.308	0.127	0.079	0.076	0.279	0.258	0.266	0.156	0.232	0.008	0.034	0.161	0.165	0.149	0.089	0.186	0.328	0.212	0.161	0.045	0.171	0.192	0.724
TCGA.AZ.6603.11A.02R.1839.07	0	0	0.362	0.145	0.061	0.015	0.244	0.283	0.315	0.15	0.29	0	0.018	0.201	0.268	0.179	0.093	0.163	0.407	0.325	0.11	0.056	0.214	0.216	0.831
TCGA.AZ.6605.01A.11R.1839.07	0	0.093	0.312	0.106	0.093	0.071	0.304	0.211	0.337	0.124	0.303	0.033	0.002	0.11	0.287	0.212	0.115	0.178	0.297	0.257	0.116	0.036	0.186	0.226	0.772
TCGA.AZ.6605.11A.01R.1839.07	0	0.072	0.227	0.052	0	0	0.095	0.104	0.355	0.162	0.171	0	0	0.215	0.349	0.078	0.076	0.167	0.243	0.242	0.157	0.06	0.18	0.205	0.656
TCGA.AZ.6606.01A.11R.1839.07	0	0.057	0.204	0.067	0.021	0.189	0.269	0.212	0.138	0.204	0.196	0.019	0.053	0.077	0.233	0.134	0.108	0.107	0.17	0.179	0.203	0	0.146	0.163	0.589
TCGA.AZ.6607.01A.11R.1839.07	0	0.021	0.386	0.123	0.071	0.11	0.334	0.22	0.385	0.226	0.311	0.018	0	0.024	0.126	0.205	0.021	0.194	0.338	0.297	0.094	0.055	0.116	0.207	0.717
TCGA.AZ.6608.01A.11R.1839.07	0	0.017	0.156	0.112	0	0.16	0.258	0.162	0.163	0.126	0.171	0	0.032	0.068	0.188	0.134	0.104	0.155	0.15	0.154	0.214	0.043	0.117	0.159	0.577
TCGA.CA.5254.01A.21R.1839.07	0	0.043	0.261	0.073	0.055	0.188	0.245	0.23	0.29	0.202	0.24	0.004	0.041	0	0.219	0.121	0.125	0.2	0.274	0.155	0.159	0.017	0.126	0.252	0.686
TCGA.CA.5255.01A.11R.1839.07	0	0.024	0.217	0.074	0	0.203	0.187	0.196	0.357	0.229	0.151	0	0.071	0.117	0.203	0.141	0.046	0.148	0.157	0.164	0.181	0	0.085	0.26	0.576
TCGA.CA.5256.01A.01R.1410.07	0	0	0.274	0.159	0.069	0.112	0.186	0.234	0.273	0.144	0.337	0.048	0.077	0.066	0.18	0.153	0.087	0.137	0.252	0.207	0.129	0.094	0.1	0.285	0.657
TCGA.CA.5796.01A.01R.1653.07	0	0.008	0.262	0.079	0.031	0.123	0.213	0.201	0.332	0.308	0.28	0.05	0.032	0.085	0.295	0.186	0.082	0.136	0.21	0.258	0.15	0	0.077	0.222	0.643
TCGA.CA.5797.01A.01R.1653.07	0	0.075	0.287	0.106	0.094	0.124	0.285	0.242	0.298	0.147	0.108	0.018	0.019	0.067	0.152	0.222	0.089	0.191	0.303	0.151	0.177	0.047	0.076	0.199	0.686
TCGA.CA.6715.01A.21R.1839.07	0	0.045	0.198	0.092	0.036	0.094	0.173	0.128	0.13	0.24	0.067	0	0	0.134	0.174	0.097	0.109	0.194	0.162	0.171	0.246	0	0.076	0.162	0.592
TCGA.CA.6716.01A.11R.1839.07	0	0.09	0.042	0.089	0.07	0.101	0.263	0.176	0.019	0.189	0.134	0.046	0	0.132	0.125	0.107	0.073	0.162	0.196	0.054	0.182	0.016	0.159	0.122	0.512
TCGA.CA.6717.01A.11R.1839.07	0	0.053	0.342	0.133	0.108	0.101	0.315	0.252	0.342	0.111	0.311	0.047	0	0.071	0.24	0.204	0.133	0.144	0.351	0.309	0.074	0.04	0.163	0.274	0.804
TCGA.CA.6718.01A.11R.1839.07	0	0	0.411	0.203	0.074	0.117	0.297	0.37	0.308	0.057	0.303	0.065	0.075	0	0.128	0.206	0.115	0.173	0.359	0.299	0.094	0.068	0.162	0.273	0.818
TCGA.CA.6719.01A.11R.1839.07	0	0.11	0.328	0.107	0.091	0.098	0.31	0.194	0.344	0.142	0.196	0.003	0.001	0.068	0.158	0.221	0.051	0.194	0.358	0.188	0.12	0.075	0.104	0.266	0.731
TCGA.CK.4947.01B.11R.1653.07	0	0.075	0.311	0.109	0.113	0.125	0.325	0.176	0.246	0.186	0.333	0.088	0	0.083	0.185	0.19	0.118	0.169	0.305	0.213	0.116	0.003	0.13	0.251	0.726
TCGA.CK.4948.01B.11R.1653.07	0	0.055	0.269	0.122	0.092	0.14	0.337	0.178	0.215	0.194	0.175	0.017	0	0.125	0.139	0.245	0.032	0.214	0.326	0.265	0.211	0.003	0.147	0.146	0.772
TCGA.CK.4950.01A.01R.1723.07	0	0.014	0.313	0.114	0.074	0.092	0.281	0.191	0.263	0.177	0.363	0.038	0	0.18	0.28	0.16	0.108	0.125	0.25	0.271	0.165	0.024	0.109	0.258	0.703
TCGA.CK.4951.01A.01R.1410.07	0	0.052	0.353	0.171	0.069	0.122	0.336	0.373	0.218	0.12	0.226	0.009	0.028	0.071	0.199	0.245	0.054	0.16	0.336	0.262	0.134	0.011	0.145	0.211	0.753
TCGA.CK.4952.01A.01R.1723.07	0	0.03	0.185	0.117	0.016	0.126	0.234	0.178	0.156	0.212	0.078	0.028	0	0.133	0.126	0.255	0.077	0.213	0.351	0.067	0.263	0	0.059	0.07	0.659
TCGA.CK.5912.01A.11R.1653.07	0	0.07	0.209	0.09	0.112	0.106	0.278	0.153	0.066	0.211	0.184	0.084	0.01	0.12	0.129	0.163	0.115	0.173	0.224	0.178	0.187	0	0.132	0.089	0.614
TCGA.CK.5913.01A.11R.1653.07	0	0.038	0.313	0.14	0.07	0.175	0.357	0.215	0.331	0.252	0.091	0.008	0.037	0.007	0.208	0.221	0.056	0.169	0.325	0.263	0.169	0	0.114	0.197	0.737
TCGA.CK.5914.01A.11R.1653.07	0	0.043	0.352	0.178	0.043	0.126	0.308	0.34	0.161	0.075	0.214	0	0.056	0.102	0.116	0.193	0.055	0.194	0.276	0.224	0.176	0.048	0.049	0.198	0.665
TCGA.CK.5915.01A.11R.1653.07	0.005	0.087	0.056	0.074	0.112	0.101	0.212	0.166	0.033	0.269	0.101	0.028	0	0.033	0.046	0.142	0.093	0.186	0.219	0.088	0.218	0.014	0.067	0.085	0.534
TCGA.CK.5916.01A.11R.1653.07	0	0	0.402	0.188	0.053	0.122	0.358	0.335	0.273	0.111	0.24	0.047	0.02	0.037	0.208	0.229	0.091	0.138	0.374	0.302	0.114	0.047	0.089	0.237	0.766
TCGA.CK.6746.01A.11R.1839.07	0	0	0.384	0.162	0.054	0.151	0.344	0.405	0.25	0.037	0.235	0.004	0.034	0	0.263	0.3	0.048	0.138	0.384	0.246	0.119	0.076	0.111	0.23	0.767
TCGA.CK.6747.01A.11R.1839.07	0	0.075	0.248	0.108	0.075	0.11	0.292	0.186	0.318	0.217	0.219	0.031	0.032	0.088	0.261	0.136	0.075	0.153	0.233	0.214	0.136	0.011	0.118	0.195	0.614
TCGA.CK.6748.01A.11R.1839.07	0	0.106	0.266	0.113	0.074	0.091	0.253	0.131	0.396	0.134	0.091	0	0	0.061	0.171	0.271	0.028	0.247	0.42	0.083	0.146	0.007	0.104	0.158	0.71
TCGA.CK.6751.01A.11R.1839.07	0	0.086	0.312	0.114	0.066	0.113	0.305	0.227	0.172	0.234	0.236	0	0	0.149	0.182	0.174	0.049	0.168	0.228	0.201	0.131	0.03	0.119	0.17	0.603
TCGA.CM.4743.01A.01R.1723.07	0	0	0.354	0.184	0	0.147	0.179	0.315	0.22	0.186	0.151	0	0.091	0.035	0.214	0.116	0.124	0.149	0.179	0.256	0.165	0.046	0.116	0.211	0.641
TCGA.CM.4744.01A.01R.A32Z.07	0	0.023	0.319	0.188	0	0.193	0.251	0.356	0.329	0.035	0.314	0	0.065	0.05	0.194	0.15	0.098	0.119	0.223	0.281	0.11	0.087	0.007	0.347	0.65
TCGA.CM.4747.01A.01R.1410.07	0	0.07	0.262	0.072	0.092	0.061	0.121	0.156	0.348	0.182	0.223	0.028	0.023	0.053	0.208	0.164	0.062	0.176	0.264	0.098	0.171	0.021	0.18	0.199	0.639
TCGA.CM.4751.01A.02R.1839.07	0	0.06	0.337	0.132	0.073	0.082	0.315	0.267	0.295	0.159	0.329	0.03	0.02	0.131	0.232	0.19	0.112	0.127	0.246	0.303	0.084	0.023	0.172	0.234	0.715
TCGA.CM.5344.01A.21R.1723.07	0	0.074	0.231	0.077	0.01	0.157	0.267	0.17	0.289	0.172	0	0	0	0.172	0.203	0.218	0.084	0.244	0.279	0.215	0.207	0	0.093	0.161	0.73
TCGA.CM.5348.01A.21R.1723.07	0	0.086	0.277	0.112	0.092	0.098	0.328	0.113	0.315	0.176	0.155	0	0.048	0.154	0.138	0.272	0.055	0.224	0.409	0.187	0.134	0.023	0.175	0.171	0.792
TCGA.CM.5349.01A.21R.1723.07	0	0.076	0.3	0.135	0.088	0.016	0.188	0.245	0.343	0.142	0.069	0.002	0	0.098	0.158	0.301	0.152	0.271	0.386	0.111	0.13	0.04	0.173	0.106	0.793
TCGA.CM.5860.01A.01R.1653.07	0	0.109	0.267	0.117	0.105	0.118	0.323	0.169	0.228	0.1	0.163	0	0	0.074	0.234	0.302	0.052	0.222	0.358	0.225	0.147	0.035	0.067	0.169	0.75
TCGA.CM.5861.01A.01R.1653.07	0	0.002	0.237	0.167	0	0.148	0.231	0.226	0.265	0.213	0.032	0	0.095	0	0.212	0.162	0.054	0.165	0.242	0.193	0.182	0.019	0.033	0.227	0.612
TCGA.CM.5862.01A.01R.1653.07	0	0.145	0.239	0.117	0.092	0.138	0.306	0.066	0.174	0.146	0	0	0.002	0.066	0.142	0.123	0.047	0.185	0.232	0.25	0.22	0.02	0.032	0.13	0.593
TCGA.CM.5863.01A.21R.1839.07	0	0.008	0.265	0.103	0.081	0.07	0.2	0.126	0.392	0.228	0.192	0.027	0.022	0.174	0.233	0.172	0.058	0.197	0.325	0.241	0.161	0	0.143	0.167	0.712
TCGA.CM.5864.01A.01R.1653.07	0	0.04	0.253	0.128	0.011	0.171	0.265	0.255	0.21	0.181	0.268	0.032	0.043	0.092	0.223	0.129	0.062	0.134	0.186	0.218	0.165	0.026	0.086	0.253	0.6
TCGA.CM.5868.01A.01R.1653.07	0	0.095	0.185	0.089	0.017	0.032	0.165	0.143	0.325	0.237	0.078	0	0.016	0.158	0.138	0.226	0.09	0.246	0.314	0.019	0.184	0.031	0.102	0.181	0.662
TCGA.CM.6161.01A.11R.1653.07	0	0.086	0.293	0.117	0.077	0.088	0.308	0.198	0.22	0.142	0.323	0.054	0	0.129	0.249	0.193	0.089	0.148	0.287	0.235	0.109	0.048	0.15	0.247	0.709
TCGA.CM.6162.01A.11R.1653.07	0	0.045	0.314	0.139	0.075	0.125	0.352	0.209	0.323	0.169	0.29	0.018	0	0.108	0.19	0.211	0.085	0.222	0.43	0.277	0.138	0.003	0.136	0.214	0.834
TCGA.CM.6163.01A.11R.1653.07	0	0.065	0.292	0.079	0.124	0.088	0.322	0.21	0.286	0.203	0.292	0.069	0.042	0.06	0.202	0.166	0.118	0.162	0.285	0.176	0.158	0.02	0.172	0.247	0.722
TCGA.CM.6164.01A.11R.1653.07	0	0.057	0.335	0.148	0.026	0.052	0.256	0.208	0.342	0.149	0.167	0	0.019	0.18	0.132	0.114	0.069	0.147	0.211	0.2	0.164	0.068	0.148	0.186	0.603
TCGA.CM.6165.01A.11R.1653.07	0	0.077	0.273	0.084	0.095	0.086	0.288	0.235	0.336	0.179	0.166	0.04	0.031	0.088	0.209	0.204	0.109	0.193	0.336	0.202	0.142	0.02	0.155	0.175	0.738
TCGA.CM.6166.01A.11R.1653.07	0	0.123	0.191	0.108	0.061	0.055	0.211	0.172	0.212	0.22	0.051	0	0	0.131	0.16	0.144	0.097	0.164	0.164	0.047	0.198	0.031	0.113	0.152	0.525
TCGA.CM.6167.01A.11R.1653.07	0	0.073	0.28	0.061	0.1	0.082	0.315	0.126	0.339	0.167	0.327	0.022	0	0.193	0.224	0.159	0.137	0.145	0.285	0.285	0.074	0.049	0.249	0.235	0.764
TCGA.CM.6168.01A.11R.1653.07	0	0.068	0.24	0.103	0.103	0.114	0.351	0.152	0.244	0.15	0.257	0.048	0	0.146	0.286	0.256	0.099	0.194	0.381	0.126	0.14	0	0.201	0.156	0.755
TCGA.CM.6169.01A.11R.1653.07	0	0.048	0.318	0.14	0.101	0.104	0.396	0.275	0.23	0.147	0.228	0.023	0	0.115	0.199	0.239	0.088	0.181	0.38	0.212	0.113	0.056	0.125	0.224	0.76
TCGA.CM.6170.01A.11R.1653.07	0	0.068	0.271	0.082	0.105	0.101	0.355	0.158	0.253	0.2	0.209	0.025	0.015	0.135	0.167	0.17	0.081	0.203	0.303	0.168	0.189	0.001	0.168	0.162	0.703
TCGA.CM.6171.01A.11R.1653.07	0	0.043	0.289	0.13	0.067	0.141	0.298	0.222	0.131	0.218	0.175	0.035	0.059	0.1	0.178	0.215	0.05	0.188	0.307	0.085	0.217	0.007	0.123	0.146	0.648
TCGA.CM.6172.01A.11R.1653.07	0	0.05	0.178	0.07	0.095	0.107	0.287	0.142	0.216	0.234	0.174	0.056	0.014	0.127	0.315	0.175	0.104	0.201	0.263	0.14	0.176	0	0.132	0.157	0.656
TCGA.CM.6674.01A.11R.1839.07	0	0.015	0.346	0.165	0.045	0.11	0.262	0.284	0.354	0.209	0.13	0	0.019	0.094	0.202	0.244	0.056	0.187	0.321	0.275	0.104	0.054	0.087	0.228	0.731
TCGA.CM.6675.01A.11R.1839.07	0	0.052	0.26	0.128	0.079	0.159	0.297	0.197	0.163	0.197	0.127	0	0.059	0.028	0.175	0.216	0.052	0.184	0.273	0.153	0.175	0.027	0.074	0.175	0.634
TCGA.CM.6676.01A.11R.1839.07	0	0.1	0.224	0.099	0.047	0.106	0.279	0.183	0.202	0.176	0.223	0	0	0.054	0.196	0.17	0.065	0.199	0.225	0.184	0.202	0.057	0.131	0.131	0.637
TCGA.CM.6677.01A.11R.1839.07	0	0.076	0.294	0.149	0.11	0.114	0.298	0.277	0.223	0.116	0.203	0.047	0.04	0.13	0.143	0.212	0.107	0.181	0.261	0.206	0.141	0.035	0.114	0.211	0.698
TCGA.CM.6678.01A.11R.1839.07	0	0.093	0.155	0.083	0	0.115	0.303	0.174	0.254	0.2	0.085	0	0.034	0.104	0.221	0.081	0.061	0.159	0.148	0.178	0.2	0.014	0.135	0.16	0.546
TCGA.CM.6679.01A.11R.1839.07	0	0.075	0.251	0.097	0.095	0.082	0.294	0.136	0.345	0.152	0.323	0.047	0.013	0.112	0.14	0.152	0.111	0.18	0.256	0.18	0.149	0.075	0.197	0.242	0.714
TCGA.CM.6680.01A.11R.1839.07	0	0.052	0.297	0.109	0.07	0.114	0.341	0.236	0.325	0.199	0.324	0.043	0.014	0.107	0.196	0.188	0.045	0.17	0.286	0.317	0.095	0.009	0.204	0.201	0.733
TCGA.D5.5537.01A.21R.1928.07	0	0.102	0.227	0.095	0.097	0.117	0.285	0.192	0.219	0.179	0.286	0.025	0.015	0.051	0.165	0.134	0.112	0.185	0.242	0.148	0.148	0	0.142	0.158	0.616
TCGA.D5.5538.01A.01R.1653.07	0	0.065	0.322	0.089	0.099	0.12	0.321	0.216	0.172	0.162	0.232	0.059	0.007	0.127	0.208	0.316	0.069	0.227	0.462	0.161	0.141	0.003	0.11	0.196	0.818
TCGA.D5.5539.01A.01R.1653.07	0	0.053	0.215	0.091	0.042	0.087	0.27	0.124	0.292	0.231	0.2	0.043	0	0.137	0.252	0.201	0.091	0.211	0.356	0.169	0.174	0	0.142	0.171	0.737
TCGA.D5.5540.01A.01R.1653.07	0	0.01	0.286	0.203	0.02	0.129	0.23	0.284	0.301	0.081	0.163	0	0.118	0.061	0.104	0.202	0.026	0.185	0.327	0.245	0.147	0.1	0.083	0.234	0.705
TCGA.D5.5541.01A.01R.1653.07	0	0.057	0.323	0.142	0.096	0.106	0.291	0.313	0.237	0.124	0.166	0	0.052	0.064	0.146	0.235	0.074	0.234	0.415	0.199	0.155	0.048	0.106	0.204	0.79
TCGA.D5.6529.01A.11R.1774.07	0	0.043	0.343	0.158	0.132	0.093	0.29	0.293	0.345	0.117	0.349	0.083	0	0.006	0.174	0.206	0.107	0.187	0.346	0.252	0.12	0.038	0.185	0.268	0.814
TCGA.D5.6530.01A.11R.1723.07	0	0.013	0.374	0.178	0.054	0.155	0.324	0.33	0.34	0.171	0.265	0	0.03	0.058	0.123	0.194	0.089	0.176	0.331	0.325	0.128	0.014	0.07	0.271	0.771
TCGA.D5.6531.01A.11R.1723.07	0	0.089	0.376	0.167	0.084	0.128	0.408	0.333	0.237	0.103	0.143	0	0.021	0	0.143	0.195	0.084	0.184	0.405	0.234	0.153	0.041	0.081	0.221	0.757
TCGA.D5.6532.01A.11R.1723.07	0	0.021	0.226	0.105	0.043	0.115	0.286	0.213	0.083	0.185	0.097	0.016	0.029	0.124	0.137	0.144	0.114	0.192	0.25	0.106	0.225	0.05	0.077	0.151	0.612
TCGA.D5.6533.01A.11R.1723.07	0	0.048	0.27	0.108	0.081	0.133	0.256	0.212	0.202	0.135	0.252	0.034	0.066	0.046	0.202	0.175	0.098	0.199	0.249	0.214	0.197	0.026	0.154	0.162	0.705
TCGA.D5.6534.01A.21R.1928.07	0	0.033	0.343	0.144	0.125	0.102	0.337	0.25	0.288	0.079	0.385	0.028	0.006	0.062	0.213	0.271	0.108	0.197	0.424	0.28	0.077	0.031	0.197	0.253	0.879
TCGA.D5.6535.01A.11R.1723.07	0	0.005	0.331	0.13	0.108	0.172	0.332	0.273	0.168	0.159	0.354	0.053	0.003	0.031	0.224	0.196	0.097	0.16	0.273	0.189	0.155	0	0.14	0.284	0.727
TCGA.D5.6536.01A.11R.1723.07	0	0.013	0.247	0.113	0.126	0.09	0.233	0.001	0.014	0.231	0	0.023	0.005	0.14	0.07	0.296	0.024	0.267	0.421	0.178	0.228	0.026	0.094	0.102	0.784
TCGA.D5.6537.01A.11R.1723.07	0	0.011	0.248	0.154	0	0.161	0.227	0.251	0.27	0.147	0.177	0.037	0.069	0.118	0.134	0.146	0.01	0.159	0.19	0.207	0.253	0.053	0.099	0.229	0.629
TCGA.D5.6538.01A.11R.1723.07	0	0.087	0.158	0.103	0.03	0.095	0.163	0.038	0	0.164	0	0.001	0	0.16	0.17	0.118	0.091	0.152	0.22	0.085	0.252	0	0.112	0.124	0.562
