sig,ensembl_id,gene_name,gene_id,rho,pval
up,ENSG00000114631,PODXL2,50512,-0.3059399829145549,6.667896647318226e-12
up,ENSG00000163497,FEV,54738,-0.3544988375806943,1.0176067437657636e-15
up,ENSG00000167332,OR51E2,81285,-0.3061259132997928,6.466188179831894e-12
up,ENSG00000169891,REPS2,9185,-0.3438176459800883,8.05114777934987e-15
