CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.EJ.7331.01A.11R.2118.07	0.027	0.021	0.228	0.091	0.148	0.063	0.167	0.099	0.301	0.149	0.197	0.142	0.001	0.116	0.146	0.116	0.073	0.127	0.207	0.244	0.114	0.014	0.164	0.111	0.694
TCGA.EJ.7331.11A.01R.2118.07	0.019	0	0.269	0.113	0.131	0.01	0.15	0.101	0.299	0.121	0.249	0.124	0	0.181	0.183	0.117	0.1	0.108	0.169	0.267	0.083	0.035	0.157	0.154	0.694
TCGA.EJ.7781.01A.11R.2118.07	0.022	0.035	0.23	0.084	0.156	0.123	0.249	0.085	0.247	0.144	0.249	0.103	0.018	0.117	0.117	0.091	0.081	0.089	0.178	0.274	0.108	0.033	0.165	0.159	0.689
TCGA.EJ.7781.11A.01R.2118.07	0	0	0.293	0.114	0.137	0.077	0.185	0.144	0.299	0.056	0.319	0.117	0.015	0.21	0.176	0.096	0.09	0.095	0.19	0.359	0.038	0.053	0.189	0.172	0.739
TCGA.EJ.7782.01A.11R.2118.07	0.002	0.005	0.189	0.041	0.147	0.132	0.215	0.12	0.266	0.149	0.179	0.103	0.042	0.122	0.181	0.148	0.091	0.113	0.162	0.248	0.132	0.004	0.168	0.109	0.704
TCGA.EJ.7782.11A.01R.2118.07	0	0.027	0.27	0.086	0.149	0.118	0.272	0.137	0.288	0.121	0.376	0.13	0.033	0.097	0.182	0.104	0.104	0	0.124	0.402	0.041	0.053	0.174	0.17	0.672
TCGA.EJ.7783.01A.11R.2118.07	0.03	0.023	0.254	0.055	0.089	0.122	0.191	0.1	0.28	0.134	0.267	0.094	0.011	0.132	0.189	0.088	0.086	0.099	0.12	0.297	0.123	0.062	0.185	0.128	0.677
TCGA.EJ.7783.11A.01R.2118.07	0	0.017	0.236	0.081	0.116	0.057	0.183	0.06	0.335	0.041	0.236	0.048	0.021	0.229	0.253	0.04	0.057	0.121	0.192	0.348	0.081	0.029	0.14	0.15	0.679
TCGA.EJ.7784.01A.11R.2118.07	0.01	0.026	0.256	0.027	0.042	0.136	0.259	0.142	0.209	0.153	0.266	0.127	0.043	0.075	0.097	0.125	0.061	0.105	0.124	0.223	0.136	0.065	0.156	0.164	0.657
TCGA.EJ.7784.11A.01R.2118.07	0	0.011	0.25	0.098	0.089	0.093	0.208	0.095	0.296	0.139	0.328	0.09	0.011	0.143	0.212	0.11	0.045	0.07	0.163	0.345	0.089	0.071	0.181	0.14	0.686
TCGA.EJ.7785.01A.11R.2118.07	0.003	0.002	0.267	0.101	0.125	0.096	0.181	0.09	0.282	0.131	0.245	0.108	0.016	0.171	0.18	0.1	0.098	0.111	0.183	0.293	0.116	0.031	0.171	0.102	0.705
TCGA.EJ.7785.11A.01R.2118.07	0	0.004	0.254	0.121	0.115	0.045	0.16	0.103	0.287	0.103	0.289	0.087	0.049	0.202	0.18	0.075	0.081	0.087	0.151	0.335	0.066	0.06	0.15	0.159	0.664
TCGA.EJ.7786.01A.11R.2118.07	0.014	0.015	0.216	0.087	0.105	0.088	0.201	0.085	0.306	0.135	0.209	0.109	0.032	0.134	0.139	0.017	0.054	0.124	0.143	0.264	0.131	0.02	0.125	0.138	0.599
TCGA.EJ.7786.11A.01R.2118.07	0.008	0.001	0.283	0.102	0.141	0.037	0.133	0.079	0.302	0.108	0.324	0.131	0	0.148	0.19	0.078	0.054	0.126	0.227	0.349	0.097	0.031	0.196	0.116	0.747
TCGA.EJ.7788.01A.11R.2118.07	0.008	0.036	0.207	0.02	0.104	0.133	0.253	0.089	0.314	0.147	0.224	0.106	0.018	0.098	0.226	0.147	0.091	0.136	0.186	0.266	0.103	0.021	0.116	0.168	0.729
TCGA.EJ.7789.01A.11R.2118.07	0	0.034	0.212	0.004	0.184	0.101	0.173	0.119	0.197	0.125	0.086	0.092	0	0.06	0.245	0.2	0.109	0.164	0.248	0.175	0.169	0.004	0.129	0.087	0.77
TCGA.EJ.7789.11A.01R.2118.07	0	0	0.267	0.076	0.09	0.091	0.19	0.096	0.311	0.141	0.288	0.086	0.037	0.172	0.209	0.119	0.07	0.066	0.13	0.347	0.098	0.054	0.164	0.13	0.675
TCGA.EJ.7791.01A.11R.2118.07	0	0.001	0.235	0.085	0.133	0.09	0.173	0.091	0.3	0.153	0.27	0.094	0.021	0.175	0.196	0.11	0.079	0.085	0.166	0.309	0.086	0.047	0.161	0.14	0.682
TCGA.EJ.7792.01A.11R.2118.07	0	0.014	0.248	0.048	0.155	0.072	0.279	0.094	0.274	0.103	0.335	0.125	0	0.2	0.247	0.09	0.072	0.085	0.165	0.314	0.062	0.031	0.194	0.17	0.692
TCGA.EJ.7792.11A.01R.2118.07	0	0.018	0.26	0.077	0.119	0.092	0.219	0.083	0.298	0.125	0.319	0.119	0.014	0.167	0.209	0.081	0.062	0.08	0.156	0.352	0.085	0.052	0.185	0.154	0.693
TCGA.EJ.7793.01A.31R.2263.07	0.008	0.036	0.18	0.057	0	0.114	0.141	0.055	0.264	0.183	0.075	0.049	0	0.11	0.216	0.076	0.069	0.106	0.07	0.244	0.164	0.045	0.046	0.162	0.562
TCGA.EJ.7793.11A.01R.2263.07	0.008	0.014	0.224	0.091	0.104	0.045	0.088	0.071	0.304	0.143	0.259	0.1	0.025	0.182	0.237	0.08	0.055	0.114	0.16	0.258	0.109	0.042	0.176	0.146	0.66
TCGA.EJ.7794.01A.11R.2118.07	0.014	0.025	0.238	0.12	0.132	0.092	0.196	0.106	0.279	0.141	0.174	0.08	0.025	0.116	0.157	0.121	0.061	0.131	0.238	0.272	0.129	0.029	0.146	0.113	0.728
TCGA.EJ.7794.11A.01R.2118.07	0.005	0	0.28	0.084	0.128	0.108	0.193	0.105	0.273	0.098	0.3	0.102	0	0.154	0.237	0.071	0.061	0.104	0.195	0.388	0.095	0.048	0.204	0.122	0.744
TCGA.EJ.7797.01A.11R.2263.07	0.015	0.024	0.243	0.062	0.113	0.069	0.123	0.118	0.306	0.155	0.283	0.085	0.037	0.116	0.178	0.057	0.057	0.104	0.111	0.27	0.116	0.055	0.184	0.143	0.625
TCGA.EJ.7797.11A.01R.2263.07	0.014	0.011	0.239	0.109	0.096	0.068	0.104	0.11	0.328	0.112	0.318	0.1	0.045	0.163	0.186	0.053	0.117	0.076	0.099	0.369	0.071	0.044	0.185	0.161	0.68
TCGA.EJ.8468.01A.21R.2403.07	0	0	0.275	0.048	0.128	0.128	0.236	0.176	0.267	0.087	0.348	0.133	0.04	0.07	0.249	0.14	0.047	0.073	0.209	0.295	0.095	0.052	0.168	0.143	0.702
TCGA.EJ.8469.01A.11R.2403.07	0.011	0.054	0.193	0	0.109	0.134	0.31	0.125	0.252	0.101	0.248	0.052	0.04	0.103	0.14	0.172	0.066	0.116	0.178	0.205	0.123	0.01	0.131	0.146	0.682
TCGA.EJ.8470.01A.11R.2403.07	0	0.008	0.308	0.129	0.16	0.094	0.261	0.244	0.233	0.077	0.378	0.146	0.014	0.013	0.169	0.16	0.096	0.066	0.187	0.284	0.054	0.083	0.181	0.189	0.731
TCGA.EJ.8472.01A.11R.2403.07	0	0.076	0.169	0.037	0.015	0.143	0.15	0.097	0.279	0.14	0.165	0	0.047	0.06	0.191	0.214	0.05	0.121	0.206	0.307	0.134	0.04	0.139	0.101	0.764
TCGA.EJ.8474.01A.11R.2403.07	0	0.037	0.189	0.011	0.066	0.116	0.149	0.098	0.317	0.134	0.241	0.097	0.041	0.119	0.258	0.147	0.072	0.111	0.166	0.27	0.107	0.052	0.163	0.144	0.709
TCGA.EJ.A46B.01A.31R.A250.07	0.036	0.047	0.196	0.064	0.084	0.001	0.025	0.066	0.195	0.186	0.098	0.036	0	0.157	0.201	0.04	0.073	0.079	0.065	0.21	0.158	0.058	0.127	0.132	0.532
TCGA.EJ.A46D.01A.21R.A32Y.07	0	0.034	0.282	0.07	0.135	0.077	0.134	0.121	0.293	0.153	0.224	0.016	0.031	0.144	0.188	0.085	0.041	0.081	0.065	0.294	0.132	0.075	0.154	0.161	0.608
TCGA.EJ.A46E.01A.31R.A250.07	0	0.005	0.23	0.132	0.01	0.136	0.144	0.176	0.205	0.146	0.272	0	0.056	0.134	0.147	0.075	0.057	0.064	0.102	0.391	0.111	0.091	0.15	0.08	0.619
TCGA.EJ.A46F.01A.31R.A250.07	0.033	0.108	0.152	0.072	0	0.042	0.041	0.11	0.324	0.144	0.094	0	0.062	0.087	0.141	0.119	0.108	0.116	0.128	0.245	0.17	0.03	0.086	0.153	0.675
TCGA.EJ.A46G.01A.31R.A26U.07	0	0.032	0.282	0.094	0.126	0.119	0.205	0.133	0.28	0.134	0.297	0.056	0.02	0.048	0.215	0.097	0.062	0.122	0.153	0.327	0.091	0.025	0.207	0.103	0.698
TCGA.EJ.A46H.01A.31R.A26U.07	0	0.006	0.293	0.082	0.127	0.083	0.151	0.097	0.26	0.096	0.39	0.104	0	0.177	0.219	0.064	0.063	0.074	0.099	0.419	0.066	0.049	0.223	0.152	0.697
TCGA.EJ.A46I.01A.12R.A26U.07	0.001	0.04	0.249	0.098	0.136	0.118	0.165	0.062	0.263	0.132	0.188	0.012	0.04	0.136	0.159	0.035	0.066	0.095	0.077	0.33	0.121	0.067	0.155	0.148	0.617
TCGA.EJ.A65B.01A.12R.A30B.07	0	0.062	0.214	0.1	0.166	0.07	0.074	0.066	0.323	0.135	0.069	0	0.037	0.167	0.287	0.175	0.067	0.122	0.216	0.319	0.121	0.026	0.115	0.107	0.746
TCGA.EJ.A65D.01A.11R.A30B.07	0.05	0.07	0.015	0.092	0.038	0.066	0.065	0	0.024	0.159	0	0.002	0	0.079	0.043	0.076	0.143	0.141	0.11	0.17	0.2	0.032	0.075	0.074	0.594
TCGA.EJ.A65E.01A.11R.A29R.07	0.002	0.053	0.211	0.091	0.077	0.117	0.152	0.14	0.266	0.143	0.292	0.064	0.058	0.066	0.154	0.112	0.055	0.086	0.115	0.261	0.126	0.038	0.128	0.154	0.623
TCGA.EJ.A65F.01A.21R.A311.07	0	0.01	0.295	0.037	0.111	0.087	0.166	0.157	0.295	0.119	0.363	0.131	0.048	0.059	0.157	0.141	0.065	0.088	0.176	0.335	0.113	0.054	0.176	0.141	0.742
TCGA.EJ.A65G.01A.21R.A29R.07	0.026	0.028	0.196	0.086	0.156	0.072	0.115	0.055	0.263	0.168	0.095	0.033	0.028	0.106	0.157	0.038	0.049	0.125	0.12	0.215	0.162	0.003	0.115	0.133	0.574
TCGA.EJ.A65J.01A.11R.A311.07	0	0.027	0.1	0.106	0.138	0.064	0.111	0.11	0.137	0.184	0.193	0.12	0	0.094	0.168	0.196	0.063	0.146	0.27	0.054	0.154	0	0.13	0.085	0.66
TCGA.EJ.A65M.01A.11R.A29R.07	0	0.02	0.282	0.063	0.127	0.094	0.16	0.135	0.309	0.13	0.27	0.037	0.047	0.128	0.178	0.151	0.056	0.077	0.194	0.324	0.11	0.076	0.119	0.174	0.724
TCGA.EJ.A6RA.01A.11R.A33R.07	0	0.02	0.311	0.065	0.13	0.086	0.141	0.125	0.317	0.162	0.243	0.02	0.043	0.161	0.146	0.071	0.065	0.059	0.101	0.357	0.103	0.051	0.172	0.171	0.66
TCGA.EJ.A6RC.01A.11R.A32O.07	0	0.014	0.29	0.071	0.127	0.07	0.226	0.144	0.29	0.115	0.386	0.121	0.013	0.142	0.202	0.038	0.145	0.071	0.117	0.331	0.043	0.036	0.196	0.212	0.692
TCGA.EJ.A7NF.01A.11R.A33R.07	0.004	0.043	0.207	0.072	0.08	0.123	0.158	0.069	0.259	0.148	0.148	0	0.059	0.086	0.153	0.114	0.055	0.131	0.109	0.246	0.13	0.078	0.157	0.142	0.651
TCGA.EJ.A7NG.01A.31R.A33R.07	0	0.053	0.223	0.058	0.13	0.065	0.15	0.093	0.291	0.162	0.307	0.052	0.031	0.145	0.22	0.038	0.064	0.086	0.119	0.314	0.109	0.036	0.17	0.126	0.616
TCGA.EJ.A7NH.01A.12R.A33R.07	0	0	0.259	0.056	0.061	0.098	0.161	0.136	0.273	0.137	0.273	0.054	0.048	0.149	0.17	0.03	0.059	0.063	0.087	0.317	0.121	0.067	0.157	0.154	0.594
TCGA.EJ.A7NJ.01A.22R.A352.07	0.008	0	0.281	0.082	0.127	0.111	0.196	0.151	0.287	0.138	0.279	0.08	0.048	0.06	0.215	0.037	0.099	0.034	0.056	0.333	0.082	0.057	0.192	0.168	0.602
TCGA.EJ.A7NK.01A.12R.A352.07	0.007	0.042	0.234	0.07	0.103	0.088	0.181	0.112	0.248	0.143	0.181	0	0.045	0.166	0.221	0.055	0.087	0.092	0.076	0.346	0.12	0.058	0.152	0.118	0.629
TCGA.EJ.A7NM.01A.21R.A33R.07	0	0.024	0.313	0.038	0.145	0.122	0.232	0.181	0.283	0.08	0.329	0.134	0.001	0.12	0.148	0.1	0.151	0.056	0.124	0.347	0.048	0.048	0.199	0.211	0.742
TCGA.EJ.A7NN.01A.11R.A33R.07	0.007	0.028	0.233	0.098	0.123	0.095	0.191	0.117	0.244	0.14	0.303	0.104	0.022	0.106	0.208	0.085	0.123	0.066	0.17	0.29	0.078	0.038	0.179	0.135	0.676
TCGA.EJ.A8FN.01A.11R.A352.07	0	0	0.264	0.029	0.129	0.048	0.204	0.108	0.281	0.137	0.307	0.103	0.018	0.202	0.229	0.097	0.059	0.131	0.171	0.306	0.069	0.041	0.188	0.165	0.712
TCGA.EJ.A8FO.01A.21R.A36G.07	0.007	0.041	0.221	0.081	0.118	0.115	0.168	0.077	0.193	0.18	0.117	0.045	0.037	0.096	0.218	0.09	0.073	0.099	0.096	0.259	0.148	0.033	0.146	0.082	0.597
TCGA.EJ.A8FO.11A.11R.A36G.07	0.023	0.062	0.201	0.092	0	0.062	0.105	0	0.264	0.117	0.14	0	0	0.175	0.228	0.031	0.058	0.09	0.077	0.388	0.106	0.091	0.168	0.092	0.606
TCGA.EJ.A8FP.01A.21R.A36G.07	0.02	0.02	0.249	0.091	0.1	0.073	0.163	0.121	0.279	0.142	0.263	0.066	0.033	0.171	0.178	0.099	0.053	0.088	0.124	0.299	0.1	0.046	0.191	0.121	0.646
TCGA.EJ.A8FS.01A.11R.A352.07	0.006	0.011	0.23	0.052	0.078	0.122	0.176	0.109	0.281	0.152	0.12	0.027	0.042	0.009	0.244	0.104	0.043	0.078	0.161	0.223	0.149	0.072	0.096	0.164	0.612
TCGA.EJ.A8FU.01A.11R.A36G.07	0.001	0.019	0.257	0.066	0.108	0.081	0.18	0.077	0.301	0.146	0.317	0.073	0.025	0.155	0.201	0.053	0.053	0.085	0.105	0.317	0.118	0.077	0.184	0.14	0.634
TCGA.EJ.AB20.01A.12R.A41O.07	0	0.02	0.3	0.137	0.093	0.031	0.1	0.193	0.307	0.02	0.393	0.003	0.054	0.219	0.216	0.04	0.067	0.063	0.088	0.405	0.049	0.088	0.188	0.209	0.666
TCGA.EJ.AB27.01A.11R.A41O.07	0	0.013	0.233	0.07	0.136	0.105	0.196	0.121	0.277	0.144	0.409	0.137	0.012	0.132	0.225	0.035	0.141	0.02	0.017	0.293	0.05	0.043	0.195	0.178	0.557
TCGA.FC.7708.01A.11R.2118.07	0	0	0.257	0.078	0.121	0.102	0.228	0.102	0.287	0.146	0.311	0.088	0	0.142	0.216	0.121	0.047	0.087	0.123	0.277	0.096	0.057	0.178	0.159	0.654
TCGA.FC.7961.01A.11R.A29R.07	0	0.011	0.221	0.009	0.126	0.048	0.143	0.115	0.295	0.124	0.214	0.097	0.003	0.16	0.244	0.131	0.052	0.111	0.231	0.176	0.146	0.051	0.132	0.166	0.688
TCGA.FC.A4JI.01A.11R.A250.07	0	0	0.353	0.091	0.101	0.145	0.207	0.224	0.213	0.167	0.147	0.048	0.031	0	0.144	0.112	0.078	0.146	0.225	0.259	0.155	0.101	0.097	0.14	0.728
TCGA.FC.A5OB.01A.11R.A29R.07	0	0.031	0.094	0	0.064	0.123	0.088	0.033	0.043	0.142	0	0.034	0	0.039	0.215	0.184	0.108	0.183	0.248	0.112	0.234	0	0	0.065	0.681
TCGA.FC.A66V.01A.21R.A30B.07	0	0.024	0.174	0.115	0	0.075	0.097	0.087	0.288	0.128	0.165	0	0.068	0.151	0.237	0.093	0.056	0.077	0.126	0.342	0.114	0.113	0.135	0.159	0.663
TCGA.FC.A6HD.01A.11R.A31N.07	0	0.025	0.181	0.035	0.09	0.09	0.052	0.103	0.323	0.119	0.237	0	0.019	0.121	0.174	0.118	0.093	0.121	0.132	0.145	0.136	0.125	0.077	0.214	0.622
TCGA.FC.A8O0.01A.41R.A37L.07	0.024	0.085	0.146	0.076	0.033	0.046	0.079	0.021	0.267	0.17	0	0	0	0.079	0.153	0.052	0.132	0.121	0.1	0.304	0.164	0.067	0.13	0.11	0.668
TCGA.G9.6329.01A.13R.1965.07	0.002	0.049	0.263	0.049	0.052	0.078	0.138	0.11	0.346	0.136	0.308	0.053	0.008	0.155	0.192	0.075	0.086	0.067	0.08	0.375	0.109	0.09	0.153	0.175	0.672
TCGA.G9.6332.01A.11R.1789.07	0	0.03	0.223	0.023	0	0.076	0.103	0.106	0.332	0.173	0.179	0.055	0.041	0.074	0.172	0.124	0.063	0.115	0.098	0.228	0.16	0.085	0.064	0.197	0.63
TCGA.G9.6333.01A.12R.1965.07	0.013	0	0.261	0.101	0.111	0.098	0.167	0.134	0.275	0.14	0.218	0.024	0.051	0.079	0.135	0.149	0.046	0.088	0.224	0.291	0.101	0.065	0.129	0.133	0.697
TCGA.G9.6333.11A.01R.1965.07	0.033	0.026	0.202	0.069	0.036	0.105	0.128	0	0.352	0.115	0.143	0.031	0.017	0.123	0.272	0.094	0.086	0.06	0.112	0.344	0.095	0.058	0.161	0.158	0.666
TCGA.G9.6336.01A.11R.1789.07	0	0.036	0.213	0.108	0	0.121	0.145	0.1	0.255	0.183	0.134	0	0.018	0.111	0.173	0.118	0.072	0.103	0.144	0.278	0.12	0.072	0.059	0.105	0.601
TCGA.G9.6338.01A.12R.1965.07	0	0	0.207	0.021	0.063	0.09	0.199	0.028	0.293	0.147	0.176	0	0.053	0.219	0.3	0.098	0.038	0.161	0.173	0.322	0.117	0.03	0.114	0.108	0.679
TCGA.G9.6339.01A.12R.A311.07	0	0.006	0.268	0.074	0.082	0.101	0.125	0.098	0.327	0.154	0.295	0.01	0.039	0.079	0.215	0.06	0.052	0.081	0.079	0.338	0.123	0.12	0.124	0.189	0.627
TCGA.G9.6342.01A.11R.1965.07	0.012	0.022	0.207	0.083	0.077	0.062	0.091	0.091	0.331	0.172	0.188	0.018	0.04	0.115	0.195	0.109	0.075	0.1	0.062	0.233	0.161	0.065	0.125	0.136	0.601
TCGA.G9.6342.11A.02R.1965.07	0.012	0.005	0.251	0.085	0	0.108	0.196	0.114	0.313	0.17	0.238	0.036	0.028	0.123	0.172	0.021	0.074	0.083	0.042	0.354	0.113	0.074	0.101	0.153	0.565
TCGA.G9.6343.01A.21R.1965.07	0	0.025	0.211	0.075	0.024	0.079	0.153	0.109	0.333	0.152	0.135	0	0.03	0.167	0.2	0.041	0.039	0.093	0.167	0.287	0.146	0.044	0.079	0.139	0.595
TCGA.G9.6347.01A.11R.A31N.07	0	0	0.312	0.101	0.077	0.013	0.144	0.104	0.293	0.073	0.337	0.049	0.001	0.19	0.271	0.071	0.126	0.066	0.194	0.414	0.036	0.119	0.185	0.211	0.782
TCGA.G9.6348.01A.11R.1789.07	0	0.039	0.282	0.065	0.124	0.04	0.08	0.101	0.33	0.135	0.34	0.105	0	0.126	0.261	0.142	0.049	0.094	0.153	0.265	0.119	0.055	0.124	0.151	0.66
TCGA.G9.6348.11A.01R.1789.07	0	0.025	0.255	0.073	0.106	0.041	0.124	0.083	0.32	0.105	0.304	0.04	0.013	0.204	0.273	0.009	0.087	0.08	0.011	0.331	0.083	0.08	0.181	0.174	0.573
TCGA.G9.6351.01A.21R.1965.07	0	0.024	0.211	0.081	0	0.097	0.116	0.061	0.333	0.185	0.158	0.042	0.015	0.11	0.185	0.039	0.056	0.107	0.039	0.292	0.15	0.073	0.052	0.167	0.542
TCGA.G9.6351.11A.01R.1965.07	0.012	0.042	0.226	0.04	0.037	0	0	0.074	0.337	0.167	0.206	0.054	0	0.163	0.229	0.053	0.077	0.083	0.04	0.263	0.129	0.079	0.111	0.16	0.551
TCGA.G9.6353.01A.11R.1965.07	0.003	0.035	0.195	0.077	0.045	0.074	0.119	0.074	0.269	0.185	0.107	0	0.034	0.172	0.172	0.025	0.094	0.08	0.035	0.297	0.136	0.069	0.112	0.147	0.556
TCGA.G9.6354.01A.11R.A311.07	0	0.019	0.234	0.117	0.109	0.097	0.105	0.102	0.323	0.16	0.249	0	0.07	0.097	0.139	0.109	0.033	0.098	0.105	0.288	0.132	0.066	0.107	0.166	0.623
TCGA.G9.6356.01A.11R.1789.07	0	0.047	0.285	0.091	0.084	0.079	0.18	0.142	0.249	0.119	0.274	0.083	0.014	0.149	0.252	0.117	0.063	0.057	0.175	0.357	0.086	0.073	0.159	0.151	0.7
TCGA.G9.6356.11A.01R.1789.07	0.031	0.01	0.289	0.151	0	0.097	0.126	0.227	0.279	0.138	0.293	0.051	0.059	0.004	0.16	0.085	0.051	0.019	0.114	0.418	0.101	0.082	0.146	0.185	0.673
TCGA.G9.6361.01A.21R.1965.07	0	0.039	0.226	0.004	0.111	0.037	0.152	0.027	0.334	0.16	0.091	0.01	0	0.198	0.236	0.073	0.053	0.123	0.06	0.23	0.186	0.067	0.109	0.133	0.581
TCGA.G9.6362.01A.11R.1789.07	0	0.072	0.186	0.02	0.049	0.13	0.155	0.044	0.332	0.191	0.079	0.008	0.057	0.075	0.196	0.12	0.058	0.144	0.124	0.282	0.14	0.107	0.109	0.151	0.678
TCGA.G9.6362.11A.01R.1789.07	0	0.073	0.15	0.037	0.089	0.07	0.046	0.031	0.368	0.182	0.095	0.006	0.026	0.086	0.228	0.069	0.076	0.112	0.095	0.218	0.169	0.061	0.112	0.142	0.597
TCGA.G9.6363.01A.21R.1789.07	0.035	0.065	0.223	0.047	0.124	0.024	0.11	0.105	0.346	0.138	0.25	0.101	0	0.13	0.24	0.14	0.079	0.092	0.081	0.212	0.113	0.03	0.111	0.18	0.606
TCGA.G9.6363.11A.01R.1789.07	0.016	0.06	0.249	0.026	0.147	0.03	0.084	0.098	0.331	0.135	0.223	0.071	0	0.151	0.237	0.1	0.126	0.113	0.053	0.216	0.129	0.045	0.133	0.139	0.606
TCGA.G9.6364.01A.21R.1789.07	0	0.039	0.213	0.061	0.096	0.044	0.093	0.104	0.299	0.141	0.216	0.05	0.012	0.196	0.212	0.135	0.057	0.107	0.131	0.205	0.117	0.055	0.146	0.129	0.617
TCGA.G9.6365.01A.11R.1789.07	0.006	0.057	0.243	0.034	0.057	0.084	0.14	0.095	0.333	0.134	0.253	0.069	0.013	0.147	0.2	0.064	0.062	0.094	0.099	0.344	0.109	0.09	0.136	0.17	0.648
TCGA.G9.6365.11A.01R.1789.07	0.019	0.034	0.254	0.094	0	0.117	0.158	0.156	0.248	0.116	0.335	0.014	0.029	0.14	0.13	0.048	0.056	0.031	0.055	0.405	0.08	0.112	0.171	0.124	0.582
TCGA.G9.6366.01A.11R.2118.07	0	0	0.235	0.061	0.094	0.096	0.212	0.083	0.303	0.167	0.214	0.044	0.056	0.076	0.245	0.048	0.037	0.063	0.065	0.252	0.123	0.069	0.087	0.179	0.514
TCGA.G9.6367.01A.11R.1789.07	0	0.022	0.273	0.086	0.039	0.032	0.068	0.119	0.309	0.174	0.248	0.058	0	0.168	0.208	0.029	0.076	0.066	0.026	0.317	0.124	0.089	0.12	0.164	0.554
TCGA.G9.6369.01A.21R.1965.07	0	0.023	0.163	0.06	0.043	0.113	0.147	0.032	0.278	0.149	0.085	0.06	0.023	0.081	0.208	0.092	0.126	0.122	0.139	0.223	0.165	0.009	0.053	0.134	0.633
TCGA.G9.6370.01A.11R.1789.07	0.002	0.014	0.223	0.101	0.056	0.073	0.104	0.099	0.307	0.156	0.282	0.08	0.01	0.166	0.219	0.077	0.069	0.051	0.073	0.293	0.1	0.083	0.142	0.144	0.569
TCGA.G9.6371.01A.11R.1789.07	0	0	0.231	0.057	0.067	0.12	0.126	0.127	0.343	0.17	0.179	0.031	0.017	0.097	0.203	0.117	0.054	0.078	0.111	0.302	0.156	0.036	0.081	0.181	0.648
TCGA.G9.6373.01A.11R.1789.07	0.013	0.002	0.237	0.034	0.087	0.061	0.179	0.095	0.338	0.139	0.324	0.074	0	0.162	0.189	0.081	0.082	0.084	0.086	0.312	0.118	0.066	0.158	0.177	0.659
TCGA.G9.6377.01A.11R.1965.07	0	0.016	0.291	0.057	0.148	0.063	0.122	0.144	0.292	0.149	0.293	0.091	0.006	0.097	0.184	0.113	0.051	0.088	0.112	0.235	0.101	0.088	0.149	0.157	0.604
TCGA.G9.6378.01A.11R.1789.07	0	0.027	0.242	0.071	0.126	0.07	0.177	0.116	0.312	0.132	0.196	0.048	0.039	0.18	0.21	0.042	0.053	0.066	0.068	0.296	0.118	0.035	0.145	0.178	0.58
TCGA.G9.6379.01A.11R.A31N.07	0	0	0.346	0.111	0.081	0.026	0.114	0.171	0.288	0.096	0.389	0.014	0.005	0.158	0.227	0.11	0.119	0.04	0.178	0.435	0.072	0.08	0.183	0.206	0.807
TCGA.G9.6384.01A.11R.1789.07	0	0.03	0.256	0.074	0.127	0.103	0.242	0.125	0.309	0.138	0.235	0.078	0.016	0.09	0.161	0.076	0.069	0.068	0.096	0.289	0.109	0.079	0.121	0.157	0.591
TCGA.G9.6384.11A.01R.1858.07	0	0.007	0.263	0.098	0	0.049	0.148	0.072	0.321	0.168	0.226	0.034	0	0.128	0.172	0.04	0.037	0.048	0.035	0.373	0.142	0.075	0.063	0.149	0.532
TCGA.G9.6385.01A.11R.1789.07	0.032	0.002	0.219	0.081	0.122	0.098	0.127	0.07	0.291	0.177	0.147	0.051	0.033	0.106	0.172	0.08	0.071	0.11	0.122	0.255	0.133	0.035	0.138	0.148	0.634
TCGA.G9.6494.01A.11R.1789.07	0	0.035	0.177	0.066	0.093	0.051	0.065	0.052	0.31	0.147	0.219	0.093	0	0.105	0.252	0.118	0.068	0.108	0.139	0.141	0.158	0.015	0.073	0.134	0.564
TCGA.G9.6496.01A.11R.1789.07	0	0.01	0.277	0.075	0.117	0.042	0.048	0.099	0.335	0.13	0.108	0	0.046	0.167	0.198	0.109	0.064	0.139	0.142	0.304	0.139	0.061	0.107	0.11	0.669
TCGA.G9.6496.11A.01R.1789.07	0.004	0.045	0.22	0.091	0.045	0.081	0.092	0.062	0.327	0.132	0.265	0.028	0.02	0.198	0.199	0.027	0.115	0.079	0.028	0.324	0.082	0.077	0.19	0.129	0.585
TCGA.G9.6498.01A.12R.A311.07	0	0	0.316	0.06	0.101	0.098	0.115	0.077	0.297	0.094	0.448	0.129	0	0.167	0.247	0.033	0.115	0.033	0.08	0.36	0.064	0.069	0.186	0.247	0.672
TCGA.G9.6499.01A.12R.1965.07	0	0	0.257	0.11	0.125	0.077	0.105	0.106	0.265	0.181	0.203	0.02	0.043	0.148	0.122	0.092	0.053	0.091	0.162	0.318	0.122	0.066	0.083	0.144	0.64
TCGA.G9.6499.11A.02R.1965.07	0.003	0.028	0.217	0.031	0.027	0.029	0.048	0.091	0.337	0.17	0.244	0.129	0	0.207	0.201	0.04	0.126	0.073	0.106	0.233	0.105	0.075	0.12	0.173	0.586
