CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.CV.5434.01A.01R.1686.07	0	0.087	0.319	0.022	0.183	0.106	0.223	0.113	0.209	0.152	0.227	0.109	0	0.112	0.224	0.239	0.039	0.204	0.331	0.18	0.102	0.046	0.172	0.25	0.795
TCGA.CV.5435.01A.01R.1686.07	0	0.055	0.275	0.036	0.113	0.079	0.159	0.006	0.182	0.194	0	0.035	0	0.062	0.255	0.184	0.082	0.214	0.19	0.198	0.19	0.07	0.077	0.135	0.666
TCGA.CV.5436.01A.01R.1514.07	0	0.073	0.324	0.073	0.159	0.124	0.21	0.152	0.149	0.144	0.116	0.077	0.047	0.02	0.227	0.24	0.078	0.115	0.139	0.157	0.143	0.065	0.107	0.269	0.655
TCGA.CV.5439.01A.01R.1686.07	0	0.032	0.337	0.106	0.101	0.098	0.091	0.234	0.179	0.179	0.287	0.117	0.047	0	0.237	0.14	0.127	0.117	0.134	0.223	0.13	0.081	0.062	0.295	0.644
TCGA.CV.5440.01A.01R.1514.07	0	0.046	0.272	0.046	0.048	0.071	0.121	0.129	0.14	0.227	0.056	0.017	0.027	0.176	0.256	0.16	0.038	0.209	0.145	0.24	0.192	0.06	0.079	0.191	0.658
TCGA.CV.5441.01A.01R.1514.07	0	0.064	0.361	0.028	0.189	0.056	0.196	0.121	0.145	0.11	0.179	0.009	0.051	0.114	0.238	0.149	0.066	0.166	0.085	0.256	0.159	0.113	0.14	0.296	0.691
TCGA.CV.5442.01A.01R.1514.07	0.004	0.115	0.281	0.051	0.052	0.125	0.113	0.122	0	0.233	0.207	0.032	0.056	0	0.202	0.147	0.098	0.111	0.084	0.072	0.26	0.083	0.09	0.217	0.567
TCGA.CV.5443.01A.01R.1514.07	0	0.044	0.436	0.148	0.174	0.125	0.127	0.246	0.202	0.153	0.297	0.087	0.014	0.075	0.109	0.244	0.11	0.207	0.229	0.237	0.111	0.146	0.123	0.315	0.827
TCGA.CV.5444.01A.02R.1514.07	0	0.085	0.385	0.123	0.179	0.076	0.231	0.198	0.104	0.09	0.171	0.039	0.019	0.146	0.229	0.212	0.068	0.169	0.297	0.212	0.08	0.071	0.141	0.244	0.747
TCGA.CV.5966.01A.11R.1686.07	0	0.053	0.382	0.115	0.148	0.085	0.19	0.306	0.105	0.042	0.085	0.024	0.052	0.128	0.191	0.264	0.071	0.174	0.363	0.168	0.16	0.105	0.068	0.182	0.761
TCGA.CV.5970.01A.11R.1686.07	0	0.076	0.372	0.048	0.181	0.128	0.221	0.16	0.135	0.116	0.084	0.025	0.032	0.133	0.227	0.211	0.08	0.19	0.2	0.223	0.188	0.04	0.096	0.243	0.75
TCGA.CV.5971.01A.11R.1686.07	0	0.033	0.404	0.047	0.153	0.064	0.204	0.164	0.139	0.158	0.33	0.077	0	0.154	0.29	0.187	0.05	0.126	0.232	0.319	0.089	0.154	0.205	0.23	0.755
TCGA.CV.5973.01A.11R.1686.07	0	0.066	0.236	0.013	0.152	0.128	0.053	0.102	0.076	0.173	0.015	0.001	0	0.123	0.199	0.253	0.068	0.182	0.195	0.074	0.218	0.054	0.058	0.234	0.673
TCGA.CV.5976.01A.11R.1686.07	0	0.068	0.296	0.062	0.137	0.104	0.165	0.108	0.101	0.142	0.013	0.026	0.068	0.133	0.238	0.217	0.046	0.186	0.25	0.124	0.178	0.004	0.092	0.175	0.665
TCGA.CV.5977.01A.11R.1686.07	0	0.058	0.272	0.1	0.081	0.158	0.163	0.235	0.116	0.098	0.045	0.029	0.089	0.048	0.209	0.245	0.039	0.173	0.187	0.103	0.202	0.052	0.067	0.193	0.634
TCGA.CV.5978.01A.11R.1686.07	0	0.099	0.358	0.081	0.214	0.061	0.189	0.134	0.241	0.11	0.05	0.094	0	0.056	0.192	0.323	0.085	0.265	0.406	0.217	0.155	0.054	0.117	0.148	0.9
TCGA.CV.5979.01A.11R.1686.07	0	0.045	0.267	0.067	0.105	0.105	0.167	0.115	0.233	0.179	0	0.047	0.071	0.102	0.182	0.225	0.05	0.147	0.208	0.188	0.176	0.064	0.072	0.159	0.643
TCGA.CV.6003.01A.11R.1686.07	0	0.047	0.272	0.075	0.102	0.159	0.126	0.183	0.072	0.173	0	0.039	0.045	0.126	0.226	0.269	0.06	0.129	0.146	0.103	0.194	0.047	0.076	0.16	0.597
TCGA.CV.6433.01A.11R.1686.07	0	0.045	0.456	0.18	0.14	0.066	0.14	0.254	0.181	0.166	0.36	0.118	0.01	0	0.148	0.225	0.085	0.135	0.224	0.25	0.085	0.167	0.116	0.287	0.738
TCGA.CV.6436.01A.11R.1686.07	0	0	0.49	0.144	0.158	0.011	0.054	0.263	0.212	0.108	0.305	0.036	0	0.048	0.259	0.227	0.055	0.158	0.278	0.314	0.135	0.174	0.044	0.359	0.823
TCGA.CV.6441.01A.11R.1686.07	0	0.052	0.251	0	0.032	0.035	0.04	0.101	0.145	0.16	0	0	0.044	0.149	0.194	0.168	0.082	0.19	0.18	0.053	0.197	0.174	0.108	0.17	0.602
TCGA.CV.6933.01A.11R.1915.07	0	0.067	0.354	0.096	0.176	0.046	0.145	0.129	0.12	0.137	0.071	0.05	0	0.054	0.213	0.294	0.06	0.24	0.412	0.216	0.172	0.063	0.099	0.185	0.881
TCGA.CV.6933.11A.01R.1915.07	0	0.033	0.365	0.021	0.079	0	0.032	0.124	0.299	0.236	0.278	0.034	0.008	0.038	0.262	0	0.115	0.069	0.102	0.271	0.122	0.149	0.112	0.242	0.542
TCGA.CV.6934.01A.11R.1915.07	0	0.067	0.398	0.083	0.169	0.057	0.212	0.228	0.188	0.114	0.263	0.092	0	0.107	0.221	0.18	0.038	0.169	0.289	0.341	0.065	0.108	0.172	0.272	0.8
TCGA.CV.6934.11A.01R.1915.07	0	0.044	0.391	0.064	0.007	0.049	0.047	0.165	0.215	0.265	0.241	0.052	0	0.045	0.173	0.041	0.113	0.075	0.062	0.315	0.159	0.179	0.141	0.243	0.603
TCGA.CV.6935.01A.11R.1915.07	0	0.048	0.254	0.053	0.177	0.094	0.217	0.074	0.232	0.163	0.094	0.058	0.017	0.055	0.259	0.241	0.056	0.16	0.232	0.162	0.165	0.02	0.09	0.239	0.705
TCGA.CV.6935.11A.01R.1915.07	0	0.049	0.327	0.03	0.122	0.085	0.127	0.082	0.135	0.284	0.301	0.091	0.007	0.028	0.276	0.143	0.073	0.155	0.175	0.223	0.168	0.107	0.147	0.188	0.668
TCGA.CV.6936.01A.11R.1915.07	0	0.086	0.377	0.131	0.114	0.145	0.17	0.284	0.14	0.134	0.176	0.046	0.075	0	0.177	0.146	0.102	0.109	0.171	0.27	0.152	0.108	0.084	0.27	0.684
TCGA.CV.6936.11A.01R.1915.07	0	0.051	0.368	0.046	0.139	0.069	0.224	0.093	0.15	0.224	0.28	0.07	0	0.116	0.242	0.212	0.058	0.163	0.277	0.253	0.141	0.058	0.16	0.206	0.77
TCGA.CV.6937.01A.11R.2016.07	0	0.096	0.232	0.05	0.095	0.098	0.098	0.088	0.232	0.184	0.182	0	0.058	0.072	0.266	0.167	0.059	0.199	0.196	0.136	0.16	0.05	0.165	0.243	0.695
TCGA.CV.6938.01A.11R.1915.07	0	0.037	0.447	0.149	0.139	0.096	0.18	0.303	0.113	0.1	0.211	0.043	0.05	0.031	0.191	0.306	0.08	0.158	0.366	0.237	0.128	0.08	0.064	0.268	0.843
TCGA.CV.6938.11A.01R.1915.07	0	0.093	0.251	0.05	0.158	0.052	0.086	0.028	0.121	0.248	0.258	0.024	0.014	0.148	0.269	0.123	0.029	0.184	0.226	0.215	0.187	0.099	0.173	0.212	0.708
TCGA.CV.6939.01A.11R.1915.07	0	0.083	0.375	0.112	0.162	0.118	0.176	0.184	0.163	0.166	0.294	0.136	0.013	0.025	0.187	0.161	0.106	0.127	0.177	0.268	0.108	0.106	0.127	0.268	0.704
TCGA.CV.6939.11A.01R.1915.07	0	0.064	0.309	0	0.07	0	0.026	0.054	0.184	0.242	0.176	0.046	0	0.179	0.281	0.136	0.059	0.136	0.192	0.247	0.148	0.119	0.133	0.143	0.626
TCGA.CV.6940.01A.11R.1915.07	0	0.079	0.337	0.048	0.144	0.078	0.173	0.085	0.21	0.178	0.139	0.038	0.023	0.122	0.232	0.176	0.037	0.163	0.173	0.239	0.164	0.069	0.123	0.214	0.676
TCGA.CV.6941.01A.11R.1915.07	0	0.108	0.312	0.067	0.184	0.1	0.224	0.09	0.15	0.191	0.125	0.071	0.007	0.086	0.208	0.219	0.075	0.198	0.188	0.16	0.145	0.06	0.127	0.253	0.716
TCGA.CV.6942.01A.21R.2016.07	0	0.074	0.44	0.134	0.19	0.108	0.19	0.27	0.163	0.079	0.277	0.101	0.002	0.061	0.187	0.221	0.111	0.12	0.229	0.271	0.102	0.113	0.167	0.307	0.801
TCGA.CV.6943.01A.11R.1915.07	0	0.047	0.434	0.133	0.18	0.079	0.204	0.234	0.184	0.068	0.33	0.112	0	0.049	0.227	0.208	0.094	0.1	0.25	0.275	0.067	0.142	0.164	0.361	0.796
TCGA.CV.6943.11A.01R.1915.07	0	0.074	0.354	0.06	0.085	0.048	0.138	0.192	0.182	0.231	0.304	0.126	0.04	0.03	0.227	0.153	0.08	0.057	0.124	0.176	0.133	0.116	0.136	0.257	0.585
TCGA.CV.6945.01A.11R.1915.07	0.002	0.107	0.195	0.095	0.095	0.06	0.017	0.132	0.085	0.159	0.067	0.061	0.006	0.113	0.215	0.181	0.065	0.185	0.12	0.159	0.213	0.051	0.072	0.211	0.633
TCGA.CV.6948.01A.11R.1915.07	0	0.058	0.37	0.116	0.13	0.064	0.124	0.262	0.206	0.128	0.229	0.131	0.056	0	0.174	0.204	0.122	0.146	0.196	0.3	0.121	0.133	0.185	0.23	0.788
TCGA.CV.6950.01A.11R.1915.07	0	0.027	0.364	0.076	0.095	0.091	0.191	0.229	0.173	0.201	0.058	0.041	0.033	0.129	0.192	0.231	0.056	0.14	0.205	0.185	0.118	0.087	0.118	0.197	0.656
TCGA.CV.6951.01A.11R.1915.07	0	0.056	0.297	0.016	0.156	0.083	0.24	0.077	0.123	0.19	0.066	0.049	0.027	0.127	0.227	0.131	0.068	0.141	0.12	0.18	0.196	0.055	0.068	0.184	0.571
TCGA.CV.6952.01A.11R.1915.07	0	0.039	0.366	0.076	0.158	0.107	0.233	0.245	0.121	0.131	0.173	0.041	0.063	0.11	0.226	0.23	0.071	0.116	0.172	0.169	0.163	0.055	0.104	0.292	0.69
TCGA.CV.6953.01A.11R.1915.07	0	0.055	0.367	0.092	0.196	0.092	0.117	0.219	0.226	0.18	0.236	0.111	0.026	0	0.219	0.156	0.115	0.149	0.201	0.179	0.161	0.072	0.068	0.27	0.681
TCGA.CV.6954.01A.11R.1915.07	0	0.11	0.3	0.088	0.153	0.101	0.208	0.216	0.117	0.129	0.055	0.008	0.04	0.169	0.196	0.229	0.123	0.199	0.244	0.052	0.176	0.048	0.053	0.224	0.683
TCGA.CV.6955.01A.11R.2016.07	0	0.053	0.429	0.063	0.139	0.075	0.156	0.227	0.126	0.172	0.376	0.08	0	0.055	0.251	0.196	0.087	0.089	0.145	0.264	0.187	0.11	0.071	0.292	0.698
TCGA.CV.6955.11A.01R.2016.07	0	0.068	0.409	0.093	0.149	0.059	0.132	0.222	0.201	0.157	0.347	0.134	0.01	0.085	0.248	0.12	0.096	0.105	0.071	0.292	0.133	0.117	0.185	0.276	0.67
TCGA.CV.6956.01A.21R.2016.07	0.03	0	0	0	0.082	0	0	0.01	0	0.285	0	0.066	0	0.168	0	0.23	0.088	0.213	0.079	0.099	0.251	0.014	0.092	0.081	0.594
TCGA.CV.6956.11A.01R.2016.07	0	0	0.361	0.02	0.108	0.043	0.115	0.153	0.191	0.281	0.294	0.078	0.031	0.164	0.244	0.101	0.06	0.061	0.063	0.24	0.187	0.156	0.16	0.209	0.567
TCGA.CV.6959.01A.11R.1915.07	0	0.048	0.36	0.065	0.17	0.088	0.24	0.198	0.157	0.134	0.116	0.055	0.03	0.189	0.192	0.217	0.051	0.165	0.242	0.181	0.174	0.047	0.135	0.194	0.713
TCGA.CV.6959.11A.01R.1915.07	0	0.072	0.373	0.04	0.131	0.021	0.195	0.199	0.098	0.218	0.314	0.113	0.019	0.098	0.298	0.129	0.071	0.023	0.098	0.205	0.099	0.143	0.182	0.298	0.58
TCGA.CV.6960.01A.41R.2016.07	0.011	0	0	0.073	0.154	0.104	0.103	0.092	0	0.224	0	0.043	0	0.157	0.064	0.227	0.086	0.171	0.097	0.107	0.248	0.047	0.057	0.051	0.548
TCGA.CV.6960.11A.01R.2016.07	0	0.062	0.312	0.018	0.145	0.111	0.111	0	0.123	0.301	0.066	0.049	0.02	0.02	0.269	0.2	0.074	0.161	0.203	0.149	0.218	0.097	0.118	0.151	0.668
TCGA.CV.6961.01A.21R.1915.07	0	0.047	0.421	0.072	0.103	0.151	0.217	0.137	0.097	0.188	0.115	0.013	0.013	0.123	0.24	0.143	0.043	0.17	0.25	0.249	0.162	0.081	0.12	0.143	0.672
TCGA.CV.6961.11A.01R.1915.07	0.001	0.076	0.266	0	0.072	0	0.05	0.02	0.117	0.277	0.159	0.077	0.007	0.097	0.285	0.161	0.073	0.122	0.137	0.129	0.196	0.079	0.163	0.189	0.614
TCGA.CV.6962.01A.11R.1915.07	0	0.056	0.322	0.058	0.171	0.065	0.105	0.029	0.085	0.107	0.05	0.073	0.017	0.031	0.223	0.213	0.073	0.173	0.205	0.064	0.231	0.094	0.071	0.158	0.623
TCGA.CV.6962.11A.01R.1915.07	0	0.058	0.372	0.052	0.11	0.075	0.06	0.127	0.221	0.256	0.243	0.043	0.051	0.024	0.224	0.164	0.077	0.149	0.139	0.225	0.162	0.081	0.144	0.217	0.671
TCGA.CV.7089.01A.11R.2016.07	0	0.038	0.364	0.073	0.139	0.135	0.156	0.2	0.174	0.197	0.135	0.078	0.036	0.019	0.265	0.236	0.071	0.089	0.137	0.236	0.16	0.075	0.123	0.227	0.671
TCGA.CV.7090.01A.11R.2016.07	0	0.095	0.367	0.088	0.165	0.063	0.166	0.211	0.14	0.155	0.197	0.088	0	0.084	0.207	0.292	0.056	0.184	0.346	0.213	0.14	0.068	0.117	0.211	0.818
TCGA.CV.7091.01A.11R.2016.07	0	0.134	0.295	0.077	0.144	0.108	0.22	0.183	0.111	0.178	0.209	0.105	0	0.081	0.203	0.185	0.064	0.143	0.126	0.099	0.128	0.075	0.134	0.32	0.629
TCGA.CV.7091.11A.01R.2016.07	0	0.025	0.301	0.05	0.06	0.03	0.073	0.078	0.19	0.248	0.252	0.033	0	0.194	0.262	0.103	0	0.134	0.176	0.294	0.157	0.151	0.151	0.19	0.632
TCGA.CV.7095.01A.21R.2016.07	0	0.059	0.301	0.093	0.127	0.118	0.183	0.178	0.156	0.127	0.014	0.062	0.044	0.085	0.22	0.27	0.083	0.163	0.192	0.201	0.157	0.016	0.117	0.186	0.718
TCGA.CV.7097.01A.11R.2016.07	0	0.075	0.412	0.076	0.166	0.1	0.25	0.185	0.094	0.164	0.072	0.039	0.011	0.125	0.206	0.269	0.054	0.17	0.363	0.212	0.153	0.032	0.102	0.163	0.78
TCGA.CV.7097.11A.01R.2016.07	0	0.041	0.336	0.05	0.156	0.025	0.112	0.057	0.238	0.178	0.321	0.079	0	0.184	0.228	0.148	0.076	0.148	0.308	0.313	0.106	0.133	0.18	0.189	0.77
TCGA.CV.7099.01A.41R.2016.07	0	0.034	0.399	0.135	0.136	0.096	0.165	0.248	0.135	0.112	0.218	0.061	0.048	0	0.211	0.223	0.069	0.162	0.298	0.232	0.145	0.092	0.053	0.286	0.771
TCGA.CV.7100.01A.11R.2016.07	0	0.035	0.397	0.142	0.14	0.077	0.104	0.281	0.196	0.114	0.242	0.07	0.023	0.044	0.239	0.172	0.026	0.169	0.242	0.218	0.149	0.12	0.147	0.219	0.703
TCGA.CV.7101.01A.11R.2016.07	0	0.023	0.394	0.083	0.188	0.063	0.138	0.142	0.229	0.115	0.259	0.117	0.001	0.041	0.218	0.183	0.109	0.165	0.261	0.293	0.142	0.125	0.102	0.267	0.799
TCGA.CV.7101.11A.01R.2016.07	0.035	0.07	0.318	0.027	0.011	0.007	0	0.078	0.146	0.301	0.203	0.077	0	0.034	0.223	0.079	0.135	0.093	0.048	0.032	0.201	0.088	0.099	0.229	0.481
TCGA.CV.7102.01A.11R.2016.07	0	0.071	0.353	0.035	0.161	0.087	0.226	0.183	0.115	0.146	0.04	0.073	0.041	0.124	0.202	0.262	0.044	0.23	0.3	0.153	0.161	0.047	0.136	0.193	0.775
TCGA.CV.7103.01A.21R.2016.07	0.008	0.146	0.263	0.054	0.206	0.037	0.192	0.098	0.083	0.142	0.091	0.072	0	0.141	0.178	0.256	0.044	0.211	0.186	0.157	0.12	0	0.173	0.157	0.684
TCGA.CV.7103.11A.01R.2016.07	0	0.096	0.313	0.006	0.157	0.054	0.196	0.102	0.146	0.221	0.283	0.1	0.017	0.113	0.282	0.148	0.075	0.071	0.076	0.187	0.14	0.104	0.176	0.27	0.599
TCGA.CV.7104.01A.11R.2016.07	0	0.059	0.379	0.053	0.164	0.107	0.223	0.219	0.096	0.161	0.123	0.051	0.027	0.152	0.22	0.278	0.064	0.139	0.271	0.163	0.135	0.056	0.123	0.216	0.728
TCGA.CV.7177.01A.11R.2016.07	0	0.112	0.243	0.05	0.178	0.067	0.098	0.066	0.216	0.127	0.055	0.088	0	0.12	0.241	0.223	0.084	0.207	0.245	0.054	0.186	0.064	0.072	0.231	0.683
TCGA.CV.7177.11A.01R.2016.07	0.004	0.061	0.279	0.086	0	0.092	0.082	0.201	0.119	0.256	0.173	0.079	0.068	0.01	0.246	0.173	0.065	0.102	0.076	0.204	0.191	0.105	0.15	0.185	0.602
TCGA.CV.7178.01A.21R.2016.07	0	0.095	0.37	0.072	0.143	0.108	0.198	0.187	0.112	0.163	0.27	0.1	0.008	0.073	0.201	0.174	0.052	0.167	0.256	0.198	0.095	0.139	0.147	0.272	0.714
TCGA.CV.7178.11A.01R.2016.07	0	0.075	0.284	0.005	0.054	0.044	0.128	0.115	0.226	0.278	0.211	0.015	0.042	0.094	0.26	0.086	0.063	0.093	0.132	0.294	0.141	0.134	0.111	0.265	0.621
TCGA.CV.7180.01A.11R.2016.07	0	0.072	0.381	0.056	0.083	0.093	0.112	0.258	0.203	0.162	0.222	0.076	0.039	0.035	0.247	0.121	0.098	0.09	0.025	0.241	0.166	0.068	0.107	0.269	0.586
TCGA.CV.7183.01A.11R.2016.07	0	0.097	0.254	0.101	0.111	0.059	0.027	0.119	0.071	0.244	0	0.064	0	0.033	0.267	0.177	0.089	0.105	0.064	0.124	0.244	0.045	0.035	0.232	0.561
TCGA.CV.7183.11A.01R.2016.07	0	0.064	0.279	0.022	0	0.031	0.012	0.116	0.187	0.298	0.319	0.147	0.052	0	0.284	0.142	0.103	0.105	0.061	0.139	0.16	0.077	0.051	0.27	0.54
TCGA.CV.7235.01A.11R.2016.07	0	0.077	0.389	0.114	0.136	0.087	0.211	0.242	0.206	0.144	0.25	0.065	0	0.019	0.229	0.188	0.022	0.179	0.237	0.364	0.123	0.106	0.097	0.241	0.761
TCGA.CV.7235.11A.01R.2016.07	0	0.055	0.341	0.058	0.187	0.042	0.193	0.066	0.247	0.209	0.321	0.091	0	0.017	0.208	0.19	0.099	0.16	0.343	0.27	0.108	0.141	0.183	0.192	0.81
TCGA.CV.7236.01A.11R.2016.07	0	0.089	0.282	0.066	0.14	0.135	0.182	0.15	0.115	0.145	0.12	0.051	0.024	0.09	0.249	0.193	0.052	0.162	0.185	0.153	0.144	0.081	0.119	0.228	0.648
TCGA.CV.7238.01A.11R.2016.07	0	0.046	0.361	0.083	0.154	0.065	0.19	0.237	0.149	0.109	0.227	0.085	0.022	0.144	0.26	0.179	0.097	0.135	0.18	0.218	0.119	0.118	0.179	0.281	0.728
TCGA.CV.7238.11A.01R.2016.07	0	0.032	0.304	0.04	0.132	0.041	0.115	0.03	0.226	0.275	0.241	0.11	0.003	0.152	0.297	0.148	0.081	0.079	0.13	0.208	0.138	0.078	0.177	0.225	0.622
TCGA.CV.7242.01A.11R.2016.07	0	0.075	0.398	0.084	0.173	0.068	0.17	0.208	0.232	0.165	0.346	0.162	0.019	0.011	0.168	0.109	0.123	0.07	0.053	0.327	0.09	0.11	0.176	0.348	0.68
TCGA.CV.7242.11A.01R.2016.07	0	0.057	0.335	0.05	0.127	0.055	0.076	0.068	0.213	0.253	0.334	0.119	0.019	0	0.243	0.187	0.089	0.119	0.184	0.23	0.164	0.125	0.158	0.21	0.703
TCGA.CV.7243.01A.11R.2016.07	0	0.114	0.268	0.082	0.146	0.094	0.142	0.056	0.029	0.168	0.024	0.025	0	0.121	0.27	0.182	0.056	0.144	0.105	0.135	0.152	0.033	0.097	0.207	0.566
TCGA.CV.7245.01A.11R.2016.07	0	0.088	0.342	0.063	0.146	0.078	0.174	0.098	0.148	0.157	0.115	0.031	0	0.101	0.228	0.216	0.029	0.108	0.082	0.192	0.187	0.098	0.088	0.256	0.607
TCGA.CV.7245.11A.01R.2016.07	0	0.05	0.385	0.038	0.124	0.05	0.145	0.052	0.162	0.275	0.152	0.017	0	0.131	0.253	0.15	0.044	0.2	0.245	0.26	0.159	0.116	0.189	0.121	0.718
TCGA.CV.7247.01A.11R.2016.07	0	0.047	0.164	0.052	0.038	0.052	0.091	0.084	0.06	0.25	0.013	0.097	0.019	0.151	0.234	0.165	0.073	0.172	0.158	0.095	0.186	0.097	0.105	0.146	0.577
TCGA.CV.7248.01A.11R.2016.07	0	0.058	0.35	0.079	0.194	0.057	0.17	0.19	0.233	0.141	0.322	0.135	0	0.045	0.203	0.15	0.128	0.125	0.198	0.31	0.106	0.089	0.187	0.256	0.766
TCGA.CV.7250.01A.11R.2016.07	0	0.025	0.382	0.089	0.134	0.073	0.152	0.224	0.118	0.182	0.168	0.076	0.074	0.056	0.183	0.19	0.044	0.154	0.209	0.174	0.195	0.103	0.084	0.265	0.689
TCGA.CV.7250.11A.01R.2016.07	0	0.057	0.374	0.038	0.162	0.041	0.194	0.175	0.166	0.213	0.361	0.129	0.013	0.111	0.283	0.125	0.136	0.029	0.096	0.225	0.08	0.125	0.181	0.255	0.591
TCGA.CV.7252.01A.11R.2016.07	0	0.07	0.292	0.078	0.152	0.148	0.195	0.095	0.307	0.14	0.089	0.057	0.021	0.043	0.239	0.245	0.054	0.152	0.207	0.255	0.154	0.044	0.077	0.248	0.73
TCGA.CV.7252.11A.01R.2016.07	0	0.028	0.338	0.032	0.151	0.041	0.126	0.061	0.211	0.234	0.365	0.129	0.01	0.057	0.241	0.161	0.078	0.049	0.046	0.252	0.129	0.115	0.183	0.248	0.601
TCGA.CV.7253.01A.11R.2016.07	0	0.008	0.148	0.007	0.108	0.114	0.099	0	0.14	0.183	0	0.038	0.078	0.061	0.02	0.267	0.098	0.11	0.11	0.066	0.235	0.107	0.026	0.151	0.557
TCGA.CV.7254.01A.11R.2016.07	0	0.034	0.351	0.111	0.141	0.09	0.131	0.209	0.217	0.192	0.35	0.095	0.001	0.052	0.233	0.236	0.159	0.147	0.245	0.295	0.094	0.144	0.153	0.292	0.85
TCGA.CV.7255.01A.11R.2016.07	0	0.025	0.183	0	0.035	0.055	0.079	0.083	0.253	0.206	0.032	0.055	0.032	0.126	0.199	0.187	0.058	0.129	0.071	0.197	0.239	0.068	0.079	0.139	0.577
TCGA.CV.7255.11A.01R.2016.07	0	0.051	0.329	0.042	0.173	0.065	0.176	0.128	0.185	0.2	0.374	0.085	0.01	0.07	0.215	0.105	0.057	0.088	0.086	0.264	0.14	0.142	0.187	0.203	0.592
TCGA.CV.7261.01A.11R.2016.07	0	0.093	0.289	0.067	0.168	0.05	0.094	0.102	0.289	0.158	0.152	0.073	0	0.053	0.215	0.192	0.095	0.178	0.196	0.156	0.189	0.108	0.123	0.219	0.707
TCGA.CV.7261.11A.01R.2016.07	0.011	0.073	0.272	0.004	0	0	0	0.083	0.201	0.316	0.294	0.132	0	0.036	0.273	0.088	0.104	0.131	0.073	0.151	0.199	0.096	0.093	0.214	0.552
TCGA.CV.7263.01A.11R.2016.07	0	0.099	0.354	0.062	0.173	0.111	0.21	0.088	0.133	0.111	0.228	0.093	0.004	0.161	0.206	0.24	0.088	0.165	0.305	0.159	0.126	0.067	0.137	0.283	0.788
TCGA.CV.7406.01A.11R.2081.07	0	0.069	0.288	0.067	0.141	0.034	0.084	0	0	0.263	0	0.077	0	0.116	0.25	0.205	0.089	0.206	0.205	0.004	0.186	0.062	0.134	0.124	0.605
TCGA.CV.7406.11A.01R.2081.07	0	0.056	0.329	0.007	0.137	0.052	0.1	0.047	0.132	0.316	0.306	0.089	0	0.146	0.279	0.101	0.06	0.091	0.099	0.2	0.127	0.125	0.189	0.195	0.556
TCGA.CV.7407.01A.11R.2081.07	0	0.055	0.331	0.095	0.135	0.113	0.265	0.183	0.242	0.111	0.219	0	0.023	0.01	0.275	0.21	0.057	0.109	0.251	0.245	0.144	0.089	0.1	0.235	0.71
TCGA.CV.7409.01A.31R.2232.07	0	0.08	0.409	0.141	0.135	0.083	0.149	0.334	0.176	0.082	0.194	0.065	0.026	0.091	0.175	0.209	0.09	0.113	0.219	0.228	0.141	0.088	0.059	0.292	0.708
TCGA.CV.7410.01A.21R.2081.07	0	0.057	0.368	0.11	0.185	0.074	0.182	0.229	0.179	0.039	0.358	0.146	0	0.069	0.266	0.147	0.278	0.079	0.117	0.254	0.047	0.115	0.227	0.34	0.781
TCGA.CV.7411.01A.11R.2081.07	0	0.097	0.33	0.063	0.167	0.076	0.151	0.124	0.172	0.189	0.208	0.105	0.009	0.015	0.26	0.181	0.086	0.184	0.081	0.179	0.147	0.059	0.114	0.296	0.666
TCGA.CV.7413.01A.11R.2081.07	0	0.078	0.345	0.084	0.161	0.125	0.181	0.155	0.156	0.155	0.127	0.066	0.03	0.057	0.197	0.237	0.065	0.178	0.233	0.194	0.136	0.081	0.112	0.314	0.772
TCGA.CV.7414.01A.11R.2081.07	0	0.108	0.363	0.036	0.114	0.047	0.239	0.133	0.169	0.109	0.126	0.042	0.058	0.054	0.267	0.104	0.085	0.13	0.084	0.241	0.129	0.125	0.108	0.285	0.612
TCGA.CV.7415.01A.11R.2081.07	0	0.054	0.411	0.162	0.148	0.098	0.129	0.273	0.168	0.087	0.146	0.073	0.081	0.051	0.198	0.21	0.068	0.154	0.23	0.222	0.097	0.099	0.083	0.268	0.698
TCGA.CV.7416.01A.11R.2081.07	0.008	0.126	0.265	0.07	0.177	0.086	0.156	0.076	0.197	0.145	0	0.006	0.006	0.082	0.203	0.278	0.039	0.216	0.28	0.084	0.151	0.062	0.059	0.169	0.669
TCGA.CV.7416.11A.01R.2081.07	0	0.055	0.262	0	0.073	0.088	0.144	0.111	0.149	0.228	0.277	0.083	0.039	0.071	0.244	0.183	0.054	0.112	0.125	0.138	0.176	0.077	0.167	0.189	0.6
TCGA.CV.7418.01A.11R.2081.07	0	0.072	0.364	0.129	0.124	0.096	0.223	0.284	0.191	0.081	0.208	0.081	0.034	0	0.218	0.151	0.078	0.102	0.167	0.274	0.129	0.124	0.163	0.194	0.661
TCGA.CV.7421.01A.11R.2081.07	0	0.13	0.277	0.094	0.119	0.05	0.053	0.078	0.295	0.157	0.059	0.034	0.045	0.058	0.201	0.198	0.065	0.205	0.248	0.164	0.176	0.088	0.103	0.201	0.713
