CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.CN.6996.01A.11R.1915.07	0	0.032	0.389	0.101	0.198	0.091	0.249	0.25	0.15	0.109	0.228	0.077	0.01	0.132	0.204	0.282	0.08	0.124	0.263	0.229	0.116	0.055	0.159	0.285	0.807
TCGA.CN.6997.01A.11R.2016.07	0	0.065	0.297	0.038	0.158	0.066	0.1	0.132	0.245	0.136	0.13	0.087	0.018	0.064	0.209	0.234	0.075	0.18	0.21	0.193	0.159	0.112	0.134	0.162	0.707
TCGA.CN.6998.01A.23R.2016.07	0	0.057	0.373	0.095	0.15	0.133	0.266	0.215	0.029	0.167	0.034	0.049	0.047	0.062	0.206	0.252	0.043	0.144	0.188	0.198	0.192	0.015	0.068	0.195	0.671
TCGA.CN.A497.01A.11R.A24H.07	0	0.115	0.319	0.106	0.201	0.071	0.157	0.213	0.126	0.161	0.3	0.076	0.012	0.038	0.182	0.176	0.089	0.121	0.143	0.224	0.135	0.092	0.159	0.274	0.692
TCGA.CN.A498.01A.11R.A24H.07	0	0.075	0.287	0.121	0.154	0.103	0.2	0.212	0.152	0.164	0.151	0.058	0.074	0.055	0.205	0.174	0.116	0.142	0.111	0.197	0.157	0.015	0.11	0.238	0.653
TCGA.CN.A499.01A.11R.A24H.07	0	0.026	0.436	0.147	0.163	0.091	0.139	0.306	0.183	0.108	0.255	0.117	0.048	0.018	0.183	0.212	0.094	0.15	0.219	0.235	0.136	0.119	0.131	0.266	0.757
TCGA.CN.A49A.01A.11R.A24H.07	0	0.128	0.205	0.092	0.124	0.043	0.042	0.058	0.071	0.185	0.091	0.05	0	0	0.207	0.109	0.13	0.179	0.098	0.184	0.193	0.084	0.174	0.143	0.634
TCGA.CN.A49B.01A.31R.A24H.07	0	0.032	0.409	0.124	0.143	0.105	0.152	0.269	0.176	0.162	0.316	0.117	0.019	0.039	0.174	0.261	0.063	0.202	0.275	0.24	0.121	0.109	0.136	0.238	0.807
TCGA.CN.A49C.01A.11R.A24H.07	0	0.064	0.375	0.094	0.139	0.105	0.095	0.199	0.155	0.141	0.226	0.011	0.095	0	0.216	0.16	0.129	0.155	0.158	0.259	0.151	0.122	0.131	0.275	0.744
TCGA.CN.A63T.01A.11R.A28V.07	0	0.05	0.423	0.094	0.15	0.107	0.135	0.259	0.149	0.156	0.261	0.092	0.031	0.098	0.187	0.197	0.063	0.133	0.226	0.281	0.131	0.11	0.131	0.286	0.759
TCGA.CN.A63U.01A.11R.A30B.07	0.022	0.104	0.171	0.042	0.082	0.083	0.029	0.097	0.066	0.156	0.106	0	0.033	0.156	0.189	0.106	0.151	0.113	0.043	0.158	0.231	0.06	0.176	0.163	0.6
TCGA.CN.A63V.01A.11R.A466.07	0	0.108	0.319	0.042	0.163	0.097	0.153	0.064	0.18	0.137	0.149	0.051	0.038	0.09	0.24	0.107	0.037	0.227	0.237	0.168	0.181	0.128	0.134	0.222	0.689
TCGA.CN.A63W.01A.11R.A30B.07	0	0.074	0.337	0.109	0.026	0.095	0.064	0.237	0.199	0.237	0.068	0	0.062	0.073	0.216	0.185	0.031	0.1	0.096	0.289	0.167	0.127	0.042	0.271	0.62
TCGA.CN.A641.01A.11R.A30B.07	0	0.075	0.196	0	0.118	0.08	0.038	0.056	0.128	0.215	0.145	0.043	0.054	0.173	0.237	0.181	0.108	0.127	0.107	0.021	0.235	0.1	0.082	0.304	0.611
TCGA.CN.A642.01A.12R.A30B.07	0	0.038	0.418	0.109	0.119	0.105	0.131	0.298	0.203	0.096	0.226	0.034	0.057	0.072	0.199	0.164	0.042	0.146	0.241	0.291	0.12	0.139	0.097	0.234	0.7
TCGA.CN.A6UY.01A.12R.A34R.07	0	0.037	0.472	0.138	0.128	0.105	0.094	0.27	0.212	0.212	0.346	0.051	0.052	0	0.153	0.183	0.138	0.079	0.145	0.272	0.079	0.154	0.16	0.374	0.75
TCGA.CN.A6V1.01A.12R.A34R.07	0	0.025	0.457	0.178	0.165	0.067	0.144	0.25	0.179	0.001	0.39	0.056	0.013	0	0.194	0.15	0.357	0.039	0.203	0.291	0	0.177	0.194	0.386	0.85
TCGA.CN.A6V3.01A.12R.A34R.07	0	0.071	0.391	0.131	0.13	0.067	0.163	0.238	0.219	0.206	0.208	0.086	0.034	0.031	0.188	0.185	0.103	0.085	0.109	0.29	0.131	0.051	0.114	0.294	0.688
TCGA.CN.A6V6.01A.12R.A34R.07	0	0.052	0.41	0.161	0.139	0.082	0.214	0.239	0.183	0.15	0.378	0.089	0.018	0.04	0.188	0.125	0.105	0.102	0.177	0.239	0.075	0.112	0.152	0.294	0.665
TCGA.CN.A6V7.01A.12R.A34R.07	0	0.079	0.317	0.12	0.131	0.097	0.102	0.25	0.204	0.086	0.275	0	0.101	0	0.179	0.159	0.103	0.132	0.162	0.214	0.126	0.171	0.145	0.241	0.672
TCGA.CQ.5323.01A.01R.1686.07	0	0.069	0.375	0.098	0.184	0.074	0.156	0.235	0.194	0.171	0.253	0.11	0.048	0.017	0.217	0.138	0.12	0.11	0.123	0.2	0.158	0.041	0.149	0.287	0.674
TCGA.CQ.5324.01A.01R.1686.07	0	0.05	0.423	0.151	0.137	0.115	0.17	0.247	0.218	0.106	0.145	0.05	0.04	0.012	0.224	0.197	0.073	0.148	0.207	0.284	0.167	0.042	0.072	0.224	0.72
TCGA.CQ.5325.01A.01R.1686.07	0	0.014	0.413	0.118	0.185	0.066	0.239	0.233	0.178	0.077	0.298	0.117	0	0.129	0.24	0.232	0.111	0.093	0.251	0.261	0.089	0.122	0.142	0.32	0.786
TCGA.CQ.5326.01A.01R.1873.07	0	0.069	0.336	0.11	0.135	0.136	0.171	0.177	0.163	0.199	0	0.029	0	0.097	0.199	0.297	0.027	0.205	0.347	0.224	0.227	0.035	0.007	0.114	0.76
TCGA.CQ.5327.01A.01R.1686.07	0	0.032	0.437	0.103	0.124	0.102	0.216	0.284	0.183	0.087	0.223	0.087	0.043	0.091	0.16	0.203	0.088	0.152	0.304	0.254	0.122	0.076	0.112	0.309	0.81
TCGA.CQ.5329.01A.01R.1686.07	0	0.052	0.339	0.114	0.157	0.104	0.242	0.28	0.105	0.107	0.153	0.066	0.052	0.116	0.189	0.24	0.054	0.153	0.26	0.228	0.125	0.072	0.121	0.23	0.74
TCGA.CQ.5330.01A.01R.1686.07	0	0.067	0.375	0.115	0.147	0.115	0.251	0.254	0.068	0.077	0.158	0.047	0.005	0.14	0.243	0.216	0.092	0.165	0.29	0.185	0.11	0.115	0.132	0.249	0.755
TCGA.CQ.5331.01A.02R.1873.07	0	0.036	0.426	0.141	0.158	0.094	0.197	0.298	0.188	0.11	0.225	0.119	0.003	0.017	0.192	0.202	0.106	0.102	0.271	0.295	0.148	0.064	0.114	0.32	0.817
TCGA.CQ.5332.01A.01R.1686.07	0	0.144	0.317	0.076	0.225	0.054	0.157	0.128	0.236	0.164	0.103	0.065	0	0.003	0.208	0.212	0.056	0.226	0.243	0.12	0.137	0.021	0.11	0.236	0.704
TCGA.CQ.5333.01A.01R.2403.07	0	0.016	0.42	0.111	0.133	0.106	0.198	0.29	0.188	0.091	0.237	0	0.026	0.168	0.211	0.261	0.058	0.138	0.374	0.264	0.105	0.096	0.11	0.299	0.844
TCGA.CQ.5334.01A.01R.1686.07	0	0.058	0.41	0.124	0.158	0.146	0.187	0.298	0.199	0.167	0.188	0.063	0	0.037	0.168	0.216	0.069	0.161	0.26	0.285	0.122	0.116	0.121	0.293	0.801
TCGA.CQ.6218.01A.11R.1915.07	0	0.085	0.363	0.066	0.156	0.106	0.153	0.208	0.176	0.167	0.184	0.096	0.028	0.054	0.213	0.234	0.073	0.142	0.224	0.224	0.171	0.058	0.098	0.271	0.754
TCGA.CQ.6219.01A.11R.1915.07	0	0.045	0.414	0.119	0.13	0.098	0.193	0.253	0.18	0.069	0.274	0.083	0.048	0.072	0.24	0.216	0.069	0.142	0.287	0.249	0.098	0.112	0.11	0.312	0.778
TCGA.CQ.6220.01A.11R.1915.07	0	0.064	0.374	0.105	0.151	0.091	0.163	0.24	0.185	0.128	0.114	0.052	0.07	0.045	0.213	0.233	0.083	0.121	0.16	0.24	0.171	0.045	0.09	0.281	0.723
TCGA.CQ.6221.01A.11R.2081.07	0	0.057	0.369	0.078	0.226	0.109	0.093	0.038	0.07	0.153	0.044	0.049	0	0	0.206	0.232	0.035	0.25	0.384	0.133	0.178	0.138	0.101	0.148	0.766
TCGA.CQ.6222.01A.11R.1915.07	0	0	0.438	0.118	0.116	0.051	0.19	0.229	0.125	0.134	0.284	0.045	0.001	0.19	0.244	0.272	0.044	0.165	0.324	0.263	0.109	0.143	0.125	0.267	0.823
TCGA.CQ.6223.01A.11R.1915.07	0	0.056	0.39	0.086	0.169	0.096	0.122	0.165	0.18	0.163	0.256	0.107	0.021	0.056	0.227	0.194	0.077	0.164	0.173	0.224	0.189	0.039	0.103	0.28	0.736
TCGA.CQ.6224.01A.11R.1915.07	0	0.095	0.331	0.027	0.18	0.118	0.243	0.17	0.138	0.096	0.038	0.029	0.013	0.2	0.254	0.239	0.046	0.154	0.259	0.174	0.122	0.066	0.155	0.192	0.703
TCGA.CQ.6225.01A.11R.1915.07	0.017	0.095	0.159	0.011	0.113	0.043	0.017	0.039	0	0.23	0.052	0.001	0	0.126	0.157	0.216	0.098	0.2	0.132	0.059	0.248	0.054	0.097	0.204	0.658
TCGA.CQ.6227.01A.11R.1915.07	0	0.08	0.326	0.029	0.147	0.057	0.11	0.086	0.252	0.217	0.16	0.072	0.012	0.154	0.264	0.162	0.082	0.136	0.15	0.185	0.137	0.066	0.162	0.238	0.657
TCGA.CQ.6228.01A.11R.1915.07	0.025	0.112	0.256	0.036	0.196	0.007	0.053	0.093	0.067	0.134	0.137	0.12	0	0.078	0.251	0.225	0.142	0.19	0.236	0.061	0.175	0.034	0.122	0.187	0.702
TCGA.CQ.6229.01A.11R.1915.07	0	0.06	0.399	0.091	0.119	0.073	0.213	0.272	0.174	0.172	0.12	0.026	0.079	0.063	0.229	0.176	0.047	0.139	0.146	0.203	0.138	0.071	0.103	0.293	0.654
TCGA.CQ.7063.01A.11R.2403.07	0	0.027	0.423	0.135	0.147	0.133	0.206	0.278	0.175	0.08	0.297	0.074	0.014	0.029	0.22	0.243	0.065	0.121	0.232	0.241	0.122	0.088	0.134	0.318	0.774
TCGA.CQ.7065.01A.11R.2081.07	0.031	0.016	0	0	0.115	0.039	0.018	0.025	0.068	0.163	0	0.036	0	0.134	0.026	0.277	0.126	0.1	0.039	0.186	0.26	0	0.078	0.075	0.598
TCGA.CQ.7067.01A.11R.2232.07	0	0.083	0.325	0.043	0.128	0.092	0.177	0.138	0.174	0.202	0.151	0.024	0.039	0.081	0.256	0.229	0.052	0.118	0.185	0.195	0.139	0.111	0.137	0.21	0.664
TCGA.CQ.7068.01A.11R.2081.07	0	0.025	0.465	0.164	0.131	0.104	0.195	0.309	0.214	0.118	0.293	0.086	0.032	0	0.134	0.193	0.064	0.104	0.241	0.286	0.104	0.1	0.117	0.327	0.753
TCGA.CQ.7069.01A.11R.2403.07	0.022	0.117	0.213	0.061	0.13	0.1	0.138	0.102	0.107	0.231	0.042	0.049	0.012	0.077	0.272	0.222	0.047	0.127	0.138	0.101	0.192	0.007	0.115	0.206	0.602
TCGA.CQ.7071.01A.12R.A30B.07	0	0.058	0.382	0.107	0.154	0.087	0.159	0.245	0.209	0.172	0.202	0.085	0.038	0.037	0.23	0.232	0.083	0.142	0.202	0.252	0.14	0.069	0.098	0.286	0.753
TCGA.CQ.7072.01A.21R.A30B.07	0.027	0.114	0.248	0.049	0.194	0.071	0.149	0.054	0.099	0.195	0.026	0.004	0	0.142	0.128	0.281	0.038	0.227	0.181	0.056	0.139	0.045	0.176	0.187	0.674
TCGA.CQ.A4C6.01A.11R.A24Z.07	0	0.071	0.378	0.104	0.164	0.147	0.206	0.285	0.124	0.119	0.138	0.048	0.06	0.118	0.192	0.208	0.071	0.109	0.178	0.222	0.14	0.009	0.144	0.28	0.709
TCGA.CQ.A4C7.01A.11R.A24Z.07	0	0.096	0.369	0.083	0.132	0.097	0.244	0.244	0.114	0.126	0.105	0.005	0.052	0.125	0.158	0.191	0.034	0.167	0.172	0.21	0.136	0.074	0.106	0.211	0.644
TCGA.CQ.A4C9.01A.11R.A24Z.07	0.008	0.123	0.257	0.063	0.178	0.083	0.112	0.079	0.075	0.181	0.13	0.075	0.035	0.031	0.219	0.238	0.122	0.198	0.23	0.106	0.166	0.063	0.1	0.221	0.724
TCGA.CQ.A4CA.01A.11R.A24Z.07	0	0.083	0.37	0.132	0.127	0.028	0.229	0.253	0.212	0.094	0.146	0	0.034	0.149	0.254	0.197	0.098	0.105	0.231	0.284	0.11	0.089	0.118	0.305	0.76
TCGA.CQ.A4CB.01A.11R.A24Z.07	0	0.127	0.289	0.08	0.156	0.122	0.165	0.178	0.243	0.152	0.164	0.066	0.037	0.03	0.195	0.272	0.062	0.2	0.273	0.247	0.16	0.032	0.164	0.145	0.799
TCGA.CQ.A4CD.01A.21R.A24Z.07	0	0	0.377	0.114	0.153	0.135	0.17	0.238	0.057	0.118	0.091	0.051	0.049	0.048	0.175	0.244	0.066	0.158	0.301	0.254	0.168	0.08	0.104	0.169	0.768
TCGA.CQ.A4CE.01A.11R.A266.07	0	0.052	0.37	0.096	0.102	0.088	0.122	0.263	0.215	0.157	0.289	0.084	0.042	0.093	0.265	0.136	0.068	0.083	0.047	0.271	0.183	0.105	0.126	0.318	0.646
TCGA.CQ.A4CG.01A.11R.A266.07	0.007	0.022	0.169	0.061	0.121	0.097	0.101	0.08	0.327	0.149	0.006	0.01	0.044	0.025	0.137	0.211	0.065	0.173	0.209	0.226	0.191	0.064	0.085	0.096	0.659
TCGA.CQ.A4CH.01A.11R.A266.07	0.018	0.024	0.135	0.045	0.179	0.056	0.04	0.126	0	0.16	0.042	0.073	0	0.192	0.159	0.207	0.094	0.219	0.244	0.048	0.235	0.028	0.144	0.102	0.678
TCGA.CQ.A4CI.01A.11R.A266.07	0	0.138	0.32	0.056	0.134	0.078	0.068	0.19	0.208	0.155	0.07	0.024	0.03	0	0.192	0.159	0.113	0.167	0.132	0.183	0.182	0.058	0.099	0.208	0.651
TCGA.CR.5243.01A.01R.1514.07	0	0.07	0.419	0.062	0.229	0.13	0.205	0.185	0.168	0.134	0.301	0.121	0.021	0	0.189	0.158	0.128	0.163	0.105	0.25	0.107	0.111	0.174	0.275	0.714
TCGA.CR.5247.01A.01R.2016.07	0.043	0.026	0.113	0.032	0.101	0.132	0.101	0	0.152	0.228	0	0.079	0	0.104	0.041	0.218	0.058	0.187	0.134	0.058	0.199	0.044	0.082	0.127	0.557
TCGA.CR.5248.01A.01R.2016.07	0	0.039	0.442	0.153	0.208	0.097	0.218	0.251	0.117	0.063	0.384	0.153	0	0	0.14	0.157	0.162	0.086	0.223	0.264	0.049	0.2	0.153	0.346	0.755
TCGA.CR.5249.01A.01R.1514.07	0	0.049	0.388	0.081	0.225	0.072	0.191	0.189	0.199	0.093	0.395	0.162	0.001	0	0.246	0.126	0.25	0.062	0.091	0.257	0.073	0.102	0.201	0.293	0.71
TCGA.CR.5250.01A.01R.1514.07	0	0.097	0.371	0.012	0.236	0.108	0.21	0.072	0.207	0.232	0.367	0.151	0	0	0.144	0.094	0.161	0.121	0.028	0.217	0.11	0.133	0.18	0.294	0.632
TCGA.CR.6467.01A.11R.1873.07	0	0.073	0.438	0.131	0.216	0.082	0.181	0.233	0.185	0.039	0.386	0.18	0	0	0.165	0.125	0.171	0.112	0.125	0.253	0.067	0.152	0.188	0.306	0.707
TCGA.CR.6470.01A.11R.1873.07	0	0.008	0.396	0.127	0.217	0.075	0.214	0.221	0.169	0.148	0.374	0.16	0.014	0.008	0.202	0.156	0.181	0.109	0.132	0.253	0.081	0.109	0.199	0.28	0.729
TCGA.CR.6471.01A.11R.1873.07	0	0.09	0.377	0.083	0.215	0.122	0.176	0.209	0.167	0.135	0.35	0.137	0	0	0.226	0.198	0.106	0.129	0.173	0.188	0.093	0.106	0.141	0.316	0.704
TCGA.CR.6472.01A.11R.1873.07	0	0.059	0.349	0.03	0.193	0.099	0.102	0.135	0.153	0.124	0.335	0.169	0.043	0	0.176	0.099	0.148	0.13	0.069	0.145	0.134	0.16	0.166	0.301	0.625
TCGA.CR.6473.01A.11R.1873.07	0	0.092	0.32	0.056	0.199	0.128	0.166	0.179	0.089	0.252	0.247	0.064	0.058	0	0.224	0.124	0.075	0.15	0.04	0.143	0.142	0.082	0.184	0.231	0.571
TCGA.CR.6474.01A.11R.1873.07	0	0.074	0.381	0.064	0.194	0.119	0.259	0.099	0.198	0.145	0.149	0.042	0	0.11	0.213	0.194	0.064	0.137	0.237	0.23	0.183	0.055	0.152	0.241	0.754
TCGA.CR.6477.01A.11R.1873.07	0	0.093	0.318	0.077	0.236	0.114	0.218	0.103	0.089	0.12	0.193	0.118	0	0.078	0.238	0.285	0.077	0.197	0.296	0.16	0.135	0.055	0.155	0.274	0.829
TCGA.CR.6478.01A.11R.1873.07	0	0.034	0.443	0.125	0.191	0.068	0.174	0.271	0.172	0.098	0.251	0.144	0	0.048	0.196	0.258	0.13	0.178	0.308	0.256	0.153	0.109	0.122	0.241	0.864
TCGA.CR.6480.01A.11R.1873.07	0	0.025	0.386	0.096	0.187	0.073	0.106	0.216	0.195	0.114	0.346	0.149	0.064	0	0.173	0.123	0.156	0.084	0.086	0.234	0.149	0.127	0.136	0.237	0.632
TCGA.CR.6481.01A.11R.1873.07	0	0.006	0.422	0.158	0.226	0.06	0.194	0.227	0.144	0.078	0.343	0.153	0	0	0.237	0.223	0.215	0.113	0.242	0.272	0.08	0.152	0.131	0.318	0.836
TCGA.CR.6482.01A.11R.1873.07	0	0.047	0.349	0.105	0.241	0.119	0.173	0.224	0.167	0.093	0.333	0.159	0	0.008	0.274	0.185	0.211	0.094	0.201	0.244	0.082	0.095	0.184	0.301	0.788
TCGA.CR.6484.01A.11R.1873.07	0	0.039	0.385	0.146	0.197	0.121	0.131	0.222	0.156	0.081	0.32	0.078	0	0.066	0.224	0.222	0.133	0.165	0.323	0.268	0.113	0.102	0.147	0.29	0.871
TCGA.CR.6487.01A.11R.1873.07	0	0.009	0.426	0.163	0.218	0.073	0.231	0.252	0.158	0.035	0.391	0.14	0	0.001	0.178	0.201	0.15	0.073	0.242	0.247	0.078	0.178	0.171	0.307	0.771
TCGA.CR.6488.01A.12R.2081.07	0	0.055	0.34	0.057	0.173	0.079	0.195	0.083	0.211	0.147	0.206	0.091	0	0.161	0.227	0.272	0.048	0.188	0.328	0.233	0.113	0.047	0.162	0.241	0.831
TCGA.CR.6491.01A.11R.1873.07	0	0.075	0.322	0.106	0.14	0.129	0.189	0.206	0.169	0.187	0.115	0.098	0.043	0	0.207	0.171	0.085	0.076	0.051	0.216	0.151	0.08	0.073	0.29	0.584
TCGA.CR.6492.01A.12R.2081.07	0	0.071	0.343	0.083	0.157	0.08	0.129	0.224	0.166	0.143	0.187	0.079	0.047	0.085	0.236	0.146	0.102	0.145	0.178	0.236	0.18	0.098	0.146	0.233	0.716
TCGA.CR.6493.01A.11R.1873.07	0	0.055	0.289	0.068	0.136	0.168	0.186	0.184	0.065	0.158	0	0.058	0.016	0.047	0.196	0.229	0.074	0.132	0.222	0.079	0.22	0.035	0.056	0.186	0.628
TCGA.CR.7364.01A.11R.2016.07	0	0.106	0.27	0.061	0.206	0.119	0.221	0.066	0.108	0.214	0.109	0.059	0	0.147	0.19	0.198	0.109	0.126	0.085	0.122	0.192	0.075	0.091	0.255	0.618
TCGA.CR.7365.01A.11R.2016.07	0	0.083	0.404	0.017	0.142	0.088	0.175	0.18	0.176	0.185	0.017	0.061	0	0.089	0.242	0.205	0.06	0.193	0.217	0.185	0.173	0.015	0.097	0.216	0.705
TCGA.CR.7367.01A.11R.2016.07	0	0.078	0.339	0.06	0.206	0.115	0.209	0.122	0.235	0.168	0.199	0.126	0	0.039	0.215	0.184	0.124	0.202	0.232	0.183	0.151	0.04	0.154	0.262	0.783
TCGA.CR.7368.01A.11R.2132.07	0	0.058	0.352	0.082	0.2	0.117	0.233	0.156	0.181	0.132	0.294	0.121	0.021	0.009	0.221	0.203	0.1	0.124	0.175	0.209	0.143	0.096	0.131	0.261	0.706
TCGA.CR.7369.01A.11R.2132.07	0	0.09	0.33	0.042	0.197	0.101	0.194	0.097	0.139	0.194	0.256	0.134	0.001	0.026	0.228	0.172	0.112	0.135	0.142	0.196	0.122	0.108	0.124	0.253	0.659
TCGA.CR.7370.01A.11R.2132.07	0	0.109	0.301	0.098	0.166	0.105	0.198	0.216	0.248	0.147	0.132	0.04	0.038	0.044	0.19	0.179	0.08	0.139	0.205	0.183	0.163	0.097	0.118	0.21	0.67
TCGA.CR.7371.01A.11R.2016.07	0	0.071	0.342	0.082	0.203	0.106	0.208	0.184	0.206	0.132	0.275	0.148	0.013	0.028	0.206	0.183	0.093	0.13	0.214	0.22	0.158	0.077	0.161	0.278	0.754
TCGA.CR.7372.01A.11R.2016.07	0	0.074	0.322	0.049	0.2	0.126	0.244	0.071	0.23	0.174	0.128	0.039	0.007	0.075	0.246	0.186	0.066	0.131	0.151	0.181	0.16	0.048	0.127	0.295	0.68
TCGA.CR.7373.01A.11R.2016.07	0	0.006	0.431	0.124	0.185	0.16	0.202	0.295	0.186	0.102	0.184	0.034	0.042	0.065	0.189	0.247	0.059	0.129	0.256	0.287	0.138	0.071	0.111	0.283	0.792
TCGA.CR.7374.01A.11R.2016.07	0	0.101	0.3	0.037	0.236	0.144	0.204	0.108	0.214	0.116	0.312	0.138	0.003	0	0.177	0.125	0.217	0.076	0.07	0.177	0.13	0.106	0.215	0.322	0.698
TCGA.CR.7376.01A.11R.2132.07	0	0.034	0.42	0.14	0.195	0.098	0.216	0.224	0.159	0.069	0.345	0.086	0	0.082	0.215	0.234	0.085	0.184	0.337	0.239	0.085	0.099	0.18	0.296	0.86
TCGA.CR.7377.01A.11R.2016.07	0	0.061	0.373	0.078	0.177	0.069	0.212	0.205	0.155	0.139	0.314	0.137	0	0.086	0.24	0.191	0.109	0.106	0.202	0.217	0.063	0.136	0.199	0.286	0.719
TCGA.CR.7379.01A.11R.2016.07	0	0.085	0.298	0.075	0.183	0.127	0.215	0.094	0.119	0.183	0	0.069	0	0.105	0.21	0.222	0.077	0.177	0.282	0.159	0.239	0.002	0.082	0.228	0.769
TCGA.CR.7380.01A.11R.2016.07	0	0.101	0.289	0.041	0.22	0.106	0.157	0.106	0.184	0.125	0.177	0.114	0	0.054	0.256	0.229	0.094	0.186	0.239	0.163	0.158	0.065	0.112	0.278	0.765
TCGA.CR.7382.01A.11R.2132.07	0	0.062	0.384	0.11	0.172	0.11	0.254	0.237	0.062	0.075	0.261	0.089	0	0.119	0.16	0.155	0.096	0.174	0.33	0.218	0.147	0.116	0.182	0.224	0.801
TCGA.CR.7383.01A.11R.2132.07	0	0.053	0.341	0.099	0.164	0.081	0.213	0.209	0.204	0.092	0.242	0.097	0.009	0.109	0.26	0.245	0.085	0.187	0.251	0.29	0.112	0.109	0.154	0.227	0.814
TCGA.CR.7385.01A.11R.2016.07	0	0.054	0.378	0.11	0.19	0.096	0.208	0.221	0.155	0.053	0.383	0.147	0.017	0	0.199	0.177	0.15	0.106	0.206	0.245	0.086	0.144	0.152	0.334	0.764
TCGA.CR.7386.01A.11R.2016.07	0	0.046	0.388	0.109	0.162	0.086	0.213	0.225	0.143	0.094	0.261	0.096	0	0.091	0.24	0.255	0.049	0.174	0.286	0.209	0.089	0.112	0.157	0.325	0.81
TCGA.CR.7388.01A.11R.2016.07	0	0.065	0.32	0.064	0.236	0.11	0.195	0.126	0.191	0.136	0.316	0.136	0	0.037	0.218	0.149	0.136	0.119	0.2	0.267	0.16	0.087	0.192	0.301	0.799
TCGA.CR.7389.01A.11R.2016.07	0	0.08	0.279	0.056	0.232	0.113	0.195	0.088	0.214	0.142	0.185	0.1	0.008	0.055	0.238	0.211	0.138	0.128	0.199	0.214	0.155	0.071	0.153	0.255	0.763
TCGA.CR.7390.01A.11R.2016.07	0	0.121	0.141	0.131	0.192	0.04	0.094	0.043	0	0.206	0.106	0.1	0	0.036	0.224	0.172	0.059	0.187	0.163	0.106	0.274	0	0.122	0.188	0.667
TCGA.CR.7391.01A.11R.2016.07	0	0.049	0.393	0.095	0.194	0.094	0.225	0.208	0.155	0.122	0.298	0.13	0	0.047	0.256	0.215	0.079	0.119	0.229	0.253	0.104	0.099	0.188	0.334	0.799
TCGA.CR.7392.01A.11R.2016.07	0	0.043	0.371	0.101	0.24	0.087	0.227	0.213	0.132	0.088	0.274	0.138	0	0.089	0.211	0.236	0.131	0.119	0.222	0.226	0.117	0.086	0.172	0.312	0.805
TCGA.CR.7393.01A.11R.2016.07	0	0.03	0.382	0.053	0.227	0.071	0.215	0.09	0.13	0.155	0.431	0.148	0	0	0.241	0.164	0.112	0.07	0.206	0.243	0.073	0.17	0.218	0.333	0.745
TCGA.CR.7394.01A.11R.2016.07	0	0.027	0.441	0.117	0.24	0.067	0.21	0.237	0.185	0.106	0.311	0.14	0	0.024	0.227	0.179	0.116	0.098	0.224	0.258	0.092	0.115	0.171	0.34	0.775
TCGA.CR.7395.01A.11R.2016.07	0	0.041	0.424	0.128	0.175	0.127	0.198	0.248	0.192	0.138	0.305	0.098	0	0.041	0.207	0.24	0.088	0.109	0.204	0.26	0.123	0.088	0.147	0.344	0.795
TCGA.CR.7397.01A.11R.2016.07	0	0.089	0.313	0.04	0.188	0.135	0.256	0.089	0.137	0.186	0.245	0.114	0	0.042	0.243	0.185	0.065	0.174	0.223	0.163	0.107	0.087	0.19	0.248	0.711
TCGA.CR.7398.01A.11R.2016.07	0	0.09	0.287	0.035	0.215	0.151	0.239	0.084	0.173	0.129	0.048	0.058	0	0.103	0.143	0.214	0.057	0.191	0.187	0.104	0.195	0.109	0.148	0.304	0.735
TCGA.CR.7399.01A.11R.2016.07	0	0.031	0.397	0.138	0.158	0.101	0.2	0.25	0.201	0.143	0.337	0.134	0	0	0.171	0.206	0.084	0.162	0.281	0.215	0.119	0.113	0.131	0.291	0.781
TCGA.CR.7401.01A.11R.2016.07	0	0.102	0.285	0.035	0.179	0.114	0.228	0.092	0.098	0.2	0.149	0.083	0.006	0.121	0.258	0.217	0.07	0.115	0.143	0.195	0.15	0.08	0.156	0.275	0.694
TCGA.CR.7402.01A.11R.2016.07	0	0.11	0.381	0.096	0.219	0.098	0.19	0.185	0.185	0.13	0.159	0.135	0.016	0.053	0.198	0.117	0.145	0.077	0.058	0.231	0.143	0.056	0.116	0.297	0.621
TCGA.CR.7404.01A.11R.2132.07	0	0.056	0.407	0.095	0.204	0.052	0.215	0.228	0.17	0.075	0.339	0.146	0.018	0	0.192	0.201	0.135	0.102	0.215	0.267	0.097	0.155	0.178	0.272	0.77
TCGA.CV.5430.01A.02R.1686.07	0	0.067	0.36	0.084	0.195	0.068	0.187	0.183	0.193	0.078	0.305	0.11	0.032	0	0.187	0.193	0.132	0.229	0.216	0.255	0.103	0.126	0.163	0.254	0.811
TCGA.CV.5431.01A.01R.1514.07	0	0.029	0.43	0.141	0.194	0.097	0.187	0.24	0.201	0.175	0.35	0.115	0	0.023	0.167	0.18	0.114	0.168	0.237	0.285	0.09	0.096	0.175	0.237	0.779
TCGA.CV.5432.01A.02R.1686.07	0	0.065	0.312	0.11	0.122	0.034	0.117	0.257	0.259	0.139	0.124	0.073	0.044	0.067	0.236	0.168	0.108	0.179	0.182	0.262	0.148	0.072	0.093	0.256	0.733
