CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.DD.A11A.01A.11R.A131.07	0	0.106	0.187	0	0.342	0.063	0.058	0.092	0.244	0.22	0.01	0.001	0	0	0.226	0.14	0.112	0.164	0.185	0.175	0.247	0.049	0.039	0.182	0.656
TCGA.DD.A11A.11A.11R.A131.07	0.053	0.043	0.175	0.067	0.019	0.061	0.22	0.219	0.277	0.155	0.351	0.074	0	0.089	0.363	0.159	0.007	0.206	0.381	0.211	0.191	0.061	0.042	0.174	0.723
TCGA.DD.A11B.01A.11R.A131.07	0.012	0.084	0.082	0	0.238	0.034	0.126	0.204	0.395	0.239	0.198	0.069	0	0	0.23	0.111	0.049	0.238	0.161	0.177	0.235	0.041	0.134	0.089	0.631
TCGA.DD.A11B.11A.11R.A131.07	0.067	0.095	0.142	0.043	0.225	0.055	0.183	0.194	0.378	0.2	0.306	0.082	0	0.009	0.265	0.136	0.092	0.181	0.251	0.269	0.156	0.009	0.144	0.164	0.735
TCGA.DD.A11C.01A.11R.A131.07	0	0.099	0.147	0.014	0.242	0.091	0.164	0.205	0.312	0.196	0.272	0.1	0	0	0.274	0.186	0.099	0.173	0.238	0.171	0.152	0.079	0.114	0.168	0.686
TCGA.DD.A11C.11A.11R.A131.07	0.065	0.061	0.211	0.01	0.045	0.011	0.141	0.187	0.349	0.203	0.33	0.052	0	0	0.361	0.122	0.037	0.228	0.321	0.263	0.168	0.053	0.074	0.186	0.738
TCGA.DD.A11D.01A.11R.A131.07	0.01	0.108	0.116	0	0.225	0.037	0.132	0.152	0.41	0.229	0.213	0.021	0	0.004	0.286	0.155	0.084	0.161	0.206	0.156	0.222	0	0.121	0.141	0.658
TCGA.DD.A11D.11A.12R.A131.07	0.074	0.078	0.161	0.043	0.189	0.057	0.201	0.217	0.398	0.156	0.387	0.101	0	0.008	0.298	0.157	0.072	0.17	0.314	0.271	0.144	0.008	0.15	0.19	0.774
TCGA.DD.A1EA.01A.11R.A131.07	0	0.04	0.189	0.073	0.237	0.139	0.284	0.269	0.29	0.22	0.232	0.093	0	0.008	0.179	0.159	0.064	0.138	0.23	0.173	0.188	0.063	0.083	0.22	0.662
TCGA.DD.A1EB.01A.11R.A131.07	0	0.038	0.118	0.041	0.182	0.121	0.197	0.192	0.432	0.208	0.104	0.042	0	0	0.313	0.114	0.073	0.178	0.173	0.226	0.212	0.029	0.117	0.184	0.673
TCGA.DD.A1EB.11A.11R.A131.07	0.073	0.048	0.183	0.054	0.068	0.053	0.162	0.196	0.415	0.195	0.339	0.05	0	0	0.265	0.172	0.051	0.222	0.346	0.282	0.188	0.046	0.082	0.183	0.805
TCGA.DD.A1EC.01A.21R.A131.07	0.012	0.001	0.244	0.116	0.217	0.134	0.309	0.289	0.318	0.007	0.343	0.137	0	0.065	0.231	0.205	0.087	0.144	0.228	0.335	0.127	0.109	0.127	0.24	0.786
TCGA.DD.A1EC.11A.11R.A131.07	0.062	0.052	0.117	0.07	0.013	0.046	0.177	0.182	0.383	0.202	0.279	0.011	0	0.021	0.295	0.168	0.037	0.225	0.376	0.237	0.208	0.02	0.082	0.149	0.782
TCGA.DD.A1ED.01A.11R.A155.07	0.055	0.051	0.143	0.012	0.205	0.066	0.197	0.149	0.293	0.219	0.387	0.096	0	0.036	0.391	0.163	0.03	0.146	0.289	0.189	0.203	0.002	0.151	0.163	0.703
TCGA.DD.A1EE.01A.11R.A131.07	0.047	0.05	0	0	0.275	0.113	0.271	0.117	0.291	0.266	0.031	0.012	0	0	0.132	0.203	0.06	0.209	0.235	0.125	0.264	0.002	0.074	0.037	0.637
TCGA.DD.A1EE.11A.11R.A131.07	0.059	0.039	0.112	0.052	0.185	0.056	0.246	0.181	0.387	0.164	0.341	0.077	0	0.038	0.265	0.146	0.102	0.192	0.342	0.262	0.15	0.026	0.141	0.203	0.811
TCGA.DD.A1EF.01A.11R.A131.07	0.024	0.077	0.133	0.025	0.242	0.15	0.297	0.265	0.298	0.055	0.313	0.131	0	0	0.235	0.216	0.171	0.149	0.121	0.227	0.148	0.039	0.175	0.251	0.769
TCGA.DD.A1EG.01A.11R.A213.07	0	0.095	0.18	0.064	0.214	0.093	0.211	0.314	0.274	0.138	0.285	0.079	0	0.042	0.314	0.258	0.105	0.193	0.283	0.222	0.144	0	0.128	0.204	0.811
TCGA.DD.A1EG.11A.11R.A213.07	0.018	0.111	0.167	0.047	0.178	0.037	0.187	0.254	0.366	0.164	0.343	0.023	0	0.064	0.296	0.179	0.027	0.203	0.381	0.279	0.169	0.034	0.124	0.173	0.809
TCGA.DD.A1EH.01A.11R.A131.07	0.032	0.082	0.129	0.016	0.239	0.049	0.189	0.21	0.412	0.193	0.192	0.101	0	0.039	0.247	0.171	0.099	0.149	0.135	0.136	0.189	0.022	0.14	0.182	0.634
TCGA.DD.A1EH.11A.11R.A131.07	0.065	0.074	0.142	0.052	0.066	0.052	0.158	0.222	0.401	0.197	0.345	0.041	0	0.013	0.309	0.142	0.055	0.189	0.303	0.284	0.172	0.025	0.101	0.184	0.754
TCGA.DD.A1EI.01A.11R.A131.07	0.058	0.144	0.099	0.021	0.227	0.075	0.186	0.167	0.399	0.127	0.218	0.036	0	0.093	0.321	0.186	0.075	0.183	0.256	0.21	0.17	0	0.16	0.151	0.734
TCGA.DD.A1EI.11A.11R.A131.07	0.088	0.098	0.143	0.029	0.179	0.057	0.192	0.19	0.358	0.184	0.312	0.082	0	0.008	0.308	0.152	0.058	0.204	0.316	0.237	0.16	0	0.131	0.174	0.755
TCGA.DD.A1EJ.01A.11R.A155.07	0	0.053	0.09	0.026	0.251	0.078	0.212	0.153	0.398	0.178	0.148	0	0	0.002	0.212	0.272	0.098	0.196	0.314	0.098	0.226	0.019	0.055	0.252	0.796
TCGA.DD.A1EJ.11A.11R.A155.07	0.059	0.073	0.147	0.068	0.119	0.045	0.152	0.224	0.403	0.197	0.304	0.026	0	0.017	0.276	0.204	0.017	0.204	0.366	0.265	0.207	0.029	0.089	0.164	0.799
TCGA.DD.A1EK.01A.11R.A213.07	0	0.063	0.141	0.006	0.278	0.129	0.2	0.07	0.459	0.234	0.098	0	0	0.04	0.297	0.234	0.039	0.217	0.369	0.231	0.225	0	0.042	0.141	0.791
TCGA.DD.A1EL.01A.11R.A155.07	0	0.073	0.1	0.004	0.197	0.177	0.202	0.161	0.272	0.206	0.171	0.059	0.007	0.108	0.262	0.227	0.118	0.134	0.218	0.114	0.215	0	0.08	0.182	0.679
TCGA.DD.A1EL.11A.11R.A155.07	0.09	0.072	0.141	0.058	0.124	0.06	0.202	0.211	0.324	0.178	0.313	0.07	0	0.023	0.305	0.17	0.053	0.21	0.328	0.246	0.169	0.003	0.123	0.16	0.769
TCGA.DD.A39V.01A.11R.A213.07	0	0.043	0.236	0.106	0.21	0.117	0.188	0.298	0.331	0.142	0.185	0	0.003	0.129	0.298	0.19	0.065	0.159	0.3	0.28	0.11	0.078	0.03	0.281	0.746
TCGA.DD.A39V.11A.11R.A213.07	0.05	0.064	0.212	0.042	0.152	0.066	0.186	0.205	0.351	0.206	0.311	0.054	0	0	0.307	0.135	0.017	0.212	0.303	0.306	0.183	0.015	0.106	0.194	0.768
TCGA.DD.A39W.01A.11R.A213.07	0.002	0.122	0.164	0.02	0.202	0.149	0.231	0.219	0.183	0.232	0.145	0.051	0	0.016	0.178	0.183	0.085	0.194	0.164	0.161	0.223	0.029	0.134	0.212	0.714
TCGA.DD.A39W.11A.11R.A213.07	0.071	0.051	0.145	0.039	0.144	0.032	0.122	0.073	0.408	0.214	0.275	0.018	0	0	0.324	0.145	0.032	0.214	0.313	0.281	0.187	0.024	0.137	0.187	0.789
TCGA.DD.A39X.01A.11R.A213.07	0.029	0.112	0.079	0.021	0.183	0.074	0.141	0.136	0.42	0.137	0.266	0	0	0.063	0.344	0.208	0.125	0.159	0.275	0.273	0.188	0	0.092	0.224	0.813
TCGA.DD.A39X.11A.11R.A213.07	0.082	0.071	0.175	0.045	0	0.036	0.137	0.2	0.276	0.217	0.346	0.01	0	0	0.359	0.129	0.037	0.207	0.32	0.237	0.183	0.054	0.091	0.204	0.742
TCGA.DD.A39Y.01A.11R.A213.07	0.002	0.062	0.107	0.053	0.265	0.113	0.093	0.177	0.286	0.177	0.12	0	0.045	0.049	0.286	0.221	0.155	0.182	0.236	0.079	0.212	0	0.036	0.173	0.682
TCGA.DD.A39Z.01A.11R.A213.07	0.012	0.167	0.097	0	0	0	0.013	0.2	0.4	0.201	0.24	0	0.018	0.061	0.274	0.055	0.075	0.186	0.116	0.233	0.199	0.077	0.046	0.252	0.612
TCGA.DD.A39Z.11A.21R.A213.07	0.041	0.126	0.124	0.029	0.001	0.022	0.089	0.171	0.399	0.226	0.286	0	0	0.05	0.312	0.059	0.055	0.212	0.221	0.291	0.178	0.052	0.088	0.188	0.681
TCGA.DD.A3A1.01A.11R.A213.07	0	0.098	0.136	0	0.172	0.107	0.126	0.16	0.422	0.185	0.258	0.018	0.011	0.029	0.328	0.216	0.084	0.181	0.316	0.197	0.21	0	0.074	0.2	0.779
TCGA.DD.A3A1.11A.11R.A213.07	0.026	0.078	0.205	0.052	0.137	0.033	0.133	0.18	0.348	0.164	0.359	0	0	0.099	0.325	0.175	0.037	0.21	0.387	0.331	0.165	0.056	0.118	0.2	0.856
TCGA.DD.A3A2.01A.11R.A213.07	0.024	0.06	0.095	0.051	0.051	0.025	0.086	0.187	0.455	0.195	0.269	0.021	0	0	0.329	0.111	0.053	0.216	0.267	0.275	0.208	0.045	0.117	0.198	0.762
TCGA.DD.A3A2.11A.11R.A213.07	0.037	0.085	0.167	0.078	0.075	0.039	0.135	0.209	0.397	0.202	0.309	0	0	0.015	0.275	0.172	0.045	0.201	0.327	0.291	0.186	0.04	0.087	0.195	0.793
TCGA.DD.A3A3.01A.11R.A22L.07	0.024	0.076	0.074	0.053	0.076	0.045	0.041	0.184	0.362	0.235	0.305	0	0.005	0.024	0.338	0.215	0.1	0.181	0.168	0.229	0.206	0	0.128	0.2	0.753
TCGA.DD.A3A3.11A.11R.A22L.07	0.036	0.088	0.174	0.06	0.136	0.035	0.142	0.18	0.331	0.186	0.334	0	0	0.076	0.28	0.224	0.041	0.19	0.411	0.288	0.188	0.057	0.088	0.185	0.852
TCGA.DD.A3A4.01A.11R.A22L.07	0.062	0	0	0	0.132	0.031	0.091	0	0.185	0.237	0	0.007	0	0	0	0.121	0.129	0.249	0.188	0.184	0.281	0.038	0	0.02	0.618
TCGA.DD.A3A4.11A.11R.A22L.07	0.088	0.054	0.207	0.01	0.16	0	0.061	0.193	0.343	0.177	0.338	0.072	0	0.061	0.355	0.147	0.058	0.206	0.344	0.308	0.15	0.051	0.127	0.213	0.818
TCGA.DD.A3A5.01A.11R.A22L.07	0	0.147	0.177	0	0.213	0.021	0.07	0.125	0.436	0.216	0.226	0.018	0	0	0.243	0.077	0.116	0.145	0.147	0.28	0.172	0.042	0.09	0.222	0.658
TCGA.DD.A3A5.11A.11R.A22L.07	0.068	0.114	0.054	0.029	0.095	0.003	0.067	0.142	0.421	0.258	0.245	0	0	0.015	0.239	0.075	0.035	0.239	0.255	0.193	0.221	0.017	0.108	0.168	0.682
TCGA.DD.A3A6.01A.11R.A22L.07	0.052	0.119	0.215	0.033	0.236	0.073	0.142	0.033	0.418	0.065	0.305	0.067	0	0	0.332	0.126	0.079	0.1	0.155	0.362	0.142	0.101	0.181	0.259	0.741
TCGA.DD.A3A6.11A.11R.A22L.07	0.077	0.11	0.061	0.011	0	0	0	0.107	0.331	0.254	0.141	0	0	0.037	0.247	0.06	0.128	0.236	0.143	0.118	0.234	0	0.027	0.162	0.584
TCGA.DD.A3A7.01A.11R.A22L.07	0	0.056	0.16	0.076	0.012	0.043	0.008	0.248	0.42	0.171	0.172	0.017	0.039	0	0.268	0.102	0.141	0.189	0.174	0.193	0.205	0.061	0	0.263	0.668
TCGA.DD.A3A8.01A.11R.A22L.07	0	0.133	0.135	0.007	0.155	0.121	0.218	0.214	0.264	0.235	0.089	0.01	0.026	0.014	0.259	0.098	0.021	0.188	0.099	0.219	0.256	0.024	0.075	0.152	0.584
TCGA.DD.A3A8.11A.11R.A22L.07	0	0.043	0.212	0.049	0.142	0.089	0.191	0.161	0.421	0.212	0.257	0.002	0	0.008	0.336	0.149	0.037	0.241	0.33	0.341	0.185	0.029	0.056	0.218	0.821
TCGA.DD.A3A9.01A.11R.A266.07	0.028	0.113	0.174	0.014	0.189	0.065	0.098	0.203	0.356	0.144	0.325	0.034	0.003	0.116	0.242	0.161	0.097	0.175	0.159	0.287	0.133	0.03	0.156	0.239	0.742
TCGA.DD.A4NA.01A.11R.A266.07	0.073	0.183	0.17	0	0.263	0.165	0.242	0.16	0.163	0.182	0.142	0.024	0	0.06	0.178	0.22	0.098	0.176	0.244	0.054	0.177	0.001	0.124	0.07	0.614
TCGA.DD.A4NB.01A.12R.A266.07	0.027	0.09	0.157	0.028	0.208	0.069	0.189	0.141	0.375	0.144	0.361	0.104	0	0.049	0.384	0.153	0.063	0.171	0.203	0.324	0.131	0.021	0.162	0.167	0.725
TCGA.DD.A4ND.01A.11R.A266.07	0.044	0.122	0.147	0.055	0.202	0.059	0.246	0.238	0.369	0.104	0.317	0.129	0	0.078	0.253	0.182	0.062	0.151	0.228	0.224	0.149	0.039	0.182	0.155	0.702
TCGA.DD.A4NE.01A.11R.A27V.07	0.061	0.119	0.042	0	0.309	0.042	0.029	0.094	0.262	0.197	0	0.011	0	0.026	0.154	0.167	0.116	0.222	0.218	0.073	0.233	0.008	0.109	0	0.599
TCGA.DD.A4NF.01A.11R.A27V.07	0.029	0.115	0.104	0	0.217	0.126	0.113	0.099	0.15	0.23	0.012	0.066	0	0.032	0.226	0.135	0.066	0.179	0.17	0.027	0.252	0.032	0.086	0.141	0.557
TCGA.DD.A4NG.01A.11R.A27V.07	0.022	0.099	0.146	0	0.216	0.121	0.219	0.218	0.307	0.183	0.292	0.126	0	0.003	0.342	0.199	0.064	0.137	0.171	0.147	0.192	0	0.124	0.154	0.626
TCGA.DD.A4NH.01A.11R.A27V.07	0.037	0.079	0.056	0.009	0.224	0.12	0.182	0.126	0.382	0.165	0.178	0.029	0	0.145	0.234	0.205	0.043	0.229	0.192	0.152	0.297	0	0.149	0.166	0.756
TCGA.DD.A4NI.01A.11R.A27V.07	0.029	0.077	0.163	0.052	0.198	0.09	0.229	0.286	0.379	0.169	0.332	0.125	0	0	0.273	0.159	0.04	0.159	0.249	0.26	0.13	0.028	0.157	0.216	0.722
TCGA.DD.A4NJ.01A.11R.A27V.07	0.045	0.115	0.132	0	0.261	0.071	0.184	0.181	0.401	0.114	0.258	0.084	0	0.057	0.257	0.248	0.104	0.178	0.297	0.136	0.145	0	0.161	0.143	0.744
TCGA.DD.A4NK.01A.11R.A28V.07	0.034	0.074	0.182	0.006	0.25	0.045	0.146	0.115	0.391	0.237	0.052	0.031	0	0	0.266	0.191	0.05	0.189	0.202	0.241	0.226	0.031	0.129	0.121	0.712
TCGA.DD.A4NL.01A.11R.A28V.07	0.045	0.076	0.107	0.019	0.226	0.045	0.15	0.126	0.343	0.239	0.309	0.06	0	0.003	0.356	0.172	0.056	0.191	0.267	0.147	0.187	0.005	0.145	0.145	0.691
TCGA.DD.A4NN.01A.11R.A28V.07	0.012	0.124	0.046	0.03	0.192	0.039	0.104	0.187	0.363	0.182	0.08	0	0	0.055	0.181	0.167	0.115	0.204	0.158	0.145	0.218	0	0.127	0.134	0.669
TCGA.DD.A4NO.01A.11R.A28V.07	0.05	0.142	0.103	0	0.185	0.096	0.194	0.171	0.384	0.203	0.23	0.007	0	0	0.344	0.151	0.066	0.173	0.181	0.242	0.184	0	0.139	0.17	0.689
TCGA.DD.A4NP.01A.11R.A28V.07	0.035	0.083	0.216	0.028	0.174	0.024	0.058	0.188	0.255	0.273	0.153	0	0	0	0.312	0.078	0.065	0.231	0.198	0.158	0.238	0.028	0.099	0.175	0.655
TCGA.DD.A4NQ.01A.21R.A28V.07	0	0.064	0.149	0	0.23	0.192	0.237	0.19	0.346	0.18	0.144	0.044	0	0.039	0.268	0.257	0.132	0.226	0.245	0.197	0.193	0	0.072	0.197	0.801
TCGA.DD.A4NR.01A.11R.A311.07	0.016	0.072	0.211	0.122	0.221	0.113	0.272	0.304	0.273	0	0.347	0.099	0	0.052	0.261	0.233	0.1	0.168	0.339	0.182	0.122	0.053	0.139	0.231	0.797
TCGA.DD.A4NS.01A.11R.A311.07	0.075	0.117	0.171	0.021	0.204	0.042	0.204	0.205	0.362	0.126	0.387	0.095	0	0.078	0.295	0.163	0.046	0.148	0.244	0.253	0.145	0.013	0.178	0.21	0.731
TCGA.DD.A4NV.01A.11R.A311.07	0.039	0.049	0.138	0.018	0.23	0.063	0.178	0.151	0.392	0.217	0.244	0.035	0	0.091	0.315	0.14	0.019	0.179	0.24	0.239	0.195	0.021	0.139	0.161	0.692
TCGA.DD.A73A.01A.12R.A32O.07	0.036	0.089	0.175	0	0.189	0.051	0.204	0.233	0.355	0.161	0.362	0.109	0	0	0.348	0.175	0.075	0.132	0.204	0.217	0.17	0.011	0.152	0.201	0.698
TCGA.DD.A73B.01A.12R.A32O.07	0	0.131	0.141	0.035	0.294	0.033	0.017	0.116	0.378	0.224	0	0.041	0	0	0.231	0.154	0.109	0.155	0.167	0.202	0.225	0.063	0.057	0.14	0.637
TCGA.DD.A73C.01A.12R.A33J.07	0.006	0.061	0.203	0.008	0.217	0.08	0.202	0.176	0.389	0.188	0.163	0.06	0	0	0.307	0.154	0.03	0.184	0.244	0.25	0.2	0.053	0.156	0.142	0.717
TCGA.DD.A73D.01A.12R.A32O.07	0	0.099	0.034	0	0.275	0.155	0.175	0.088	0.112	0.273	0.009	0.039	0	0	0.052	0.167	0.103	0.173	0.168	0.068	0.294	0.056	0.026	0.088	0.573
TCGA.DD.A73E.01A.12R.A32O.07	0.074	0.157	0.044	0	0.204	0.084	0.105	0	0.07	0.259	0.015	0.059	0	0.002	0.162	0.138	0.118	0.139	0.093	0.12	0.278	0.013	0.092	0.075	0.555
TCGA.DD.A73F.01A.11R.A32O.07	0.006	0.13	0.184	0.071	0.208	0.071	0.233	0.302	0.361	0.101	0.348	0.141	0	0	0.263	0.195	0.079	0.101	0.273	0.262	0.09	0.06	0.146	0.24	0.73
TCGA.DD.A73G.01A.22R.A32O.07	0	0.077	0.149	0.077	0.266	0.064	0.096	0.2	0.364	0.105	0.131	0	0.003	0.065	0.282	0.242	0.119	0.27	0.344	0.296	0.182	0.016	0.06	0.171	0.889
TCGA.DD.AA3A.01A.11R.A37K.07	0.065	0.166	0.044	0.033	0.109	0.073	0.056	0.102	0.383	0.155	0.131	0	0	0.069	0.297	0.215	0.117	0.162	0.084	0.167	0.207	0	0.129	0.126	0.637
TCGA.DD.AAC8.01A.11R.A41C.07	0	0.116	0.194	0.023	0.258	0.155	0.202	0.182	0.139	0.233	0.057	0.026	0	0.1	0.248	0.161	0.038	0.198	0.243	0.165	0.227	0.004	0.073	0.146	0.659
TCGA.DD.AAC9.01A.11R.A41C.07	0.01	0.06	0.136	0.018	0.213	0.107	0.175	0.19	0.337	0.164	0.324	0.046	0	0.09	0.336	0.186	0.101	0.184	0.301	0.231	0.119	0.013	0.153	0.223	0.79
TCGA.DD.AACA.01A.11R.A41C.07	0.001	0.173	0.132	0.051	0.15	0.132	0.193	0.115	0.264	0.234	0.078	0.053	0	0.026	0.211	0.095	0.103	0.168	0.142	0.122	0.229	0.043	0.028	0.168	0.557
TCGA.DD.AACA.02A.11R.A41C.07	0.068	0.17	0.054	0	0.09	0.063	0.12	0.018	0	0.251	0.047	0.07	0	0.044	0.131	0.141	0.099	0.181	0.151	0.086	0.245	0.028	0.055	0.079	0.547
TCGA.DD.AACA.02B.11R.A41C.07	0.058	0.147	0.059	0.001	0	0.007	0	0.062	0	0.259	0.055	0.06	0	0.025	0.085	0.078	0.133	0.186	0.134	0.057	0.257	0.045	0.003	0.073	0.485
TCGA.DD.AACB.01A.11R.A41C.07	0	0.032	0.207	0.127	0.218	0.09	0.188	0.355	0.251	0.14	0.313	0.054	0.012	0.039	0.185	0.157	0.136	0.137	0.245	0.234	0.137	0.108	0.085	0.291	0.75
TCGA.DD.AACC.01A.11R.A41C.07	0	0	0.197	0.134	0.212	0.111	0.197	0.299	0.357	0.08	0.343	0.057	0	0.099	0.261	0.176	0.161	0.101	0.312	0.283	0.08	0.096	0.144	0.324	0.834
TCGA.DD.AACD.01A.11R.A41C.07	0.017	0.088	0.211	0.109	0.056	0	0.001	0.272	0.25	0.23	0.266	0.006	0.023	0.056	0.337	0.221	0.101	0.192	0.263	0.237	0.151	0.025	0.072	0.226	0.771
TCGA.DD.AACE.01A.11R.A41C.07	0.016	0.098	0.08	0.011	0.24	0.145	0.215	0.177	0.425	0.204	0.073	0.017	0.045	0	0.25	0.155	0.044	0.161	0.244	0.15	0.216	0	0.064	0.121	0.609
TCGA.DD.AACF.01A.11R.A41C.07	0	0.082	0.195	0.041	0.207	0.106	0.104	0.233	0.309	0.171	0.236	0	0	0.012	0.297	0.249	0.067	0.165	0.324	0.2	0.193	0.064	0.061	0.209	0.774
TCGA.DD.AACG.01A.11R.A41C.07	0	0.085	0.177	0.01	0.204	0.096	0.103	0.224	0.413	0.217	0.253	0	0	0.026	0.32	0.283	0.117	0.106	0.259	0.232	0.171	0.022	0.09	0.233	0.786
TCGA.DD.AACH.01A.11R.A41C.07	0	0.138	0.145	0.051	0.269	0.127	0.207	0.134	0.263	0.157	0.113	0	0	0.035	0.21	0.231	0.133	0.175	0.266	0.16	0.168	0.003	0.064	0.135	0.703
TCGA.DD.AACI.01A.11R.A41C.07	0	0.047	0.247	0.099	0.203	0.111	0.177	0.309	0.33	0.065	0.35	0.046	0	0.069	0.284	0.213	0.076	0.144	0.307	0.286	0.103	0.084	0.117	0.276	0.803
TCGA.DD.AACJ.01A.11R.A41C.07	0	0.14	0.143	0.022	0.259	0.019	0.02	0.133	0.302	0.248	0.016	0	0	0.006	0.274	0.19	0.119	0.213	0.261	0.095	0.263	0.034	0.028	0.132	0.686
TCGA.DD.AACK.01A.11R.A41C.07	0	0.107	0.088	0	0.21	0.171	0.221	0.207	0.415	0.207	0.223	0.08	0	0	0.285	0.151	0.07	0.144	0.178	0.153	0.201	0	0.122	0.167	0.625
TCGA.DD.AACL.01A.11R.A41C.07	0	0.029	0.202	0.13	0.234	0.097	0.136	0.318	0.267	0.099	0.272	0	0	0.115	0.261	0.187	0.107	0.221	0.349	0.217	0.182	0.083	0.116	0.263	0.866
TCGA.DD.AACN.01A.11R.A41C.07	0.051	0.063	0.121	0.036	0.213	0.08	0.19	0.165	0.427	0.19	0.292	0.056	0	0.037	0.273	0.161	0.072	0.157	0.198	0.22	0.148	0.021	0.16	0.21	0.699
TCGA.DD.AACO.01A.11R.A41C.07	0	0.113	0.213	0.037	0.22	0.05	0.12	0.247	0.451	0.073	0.224	0	0	0.039	0.344	0.187	0.126	0.103	0.255	0.337	0.147	0.006	0.137	0.186	0.779
TCGA.DD.AACP.01A.11R.A41C.07	0	0.151	0.12	0.062	0.203	0.128	0.23	0.236	0.348	0.151	0.237	0	0	0.07	0.23	0.155	0.084	0.157	0.094	0.218	0.15	0.014	0.131	0.27	0.664
TCGA.DD.AACQ.01A.11R.A41C.07	0.031	0.149	0.111	0.025	0.112	0	0.023	0.111	0.213	0.229	0	0	0	0	0.232	0.088	0.134	0.155	0.131	0.094	0.252	0.092	0.038	0.166	0.558
TCGA.DD.AACS.01A.11R.A41C.07	0.004	0.113	0.019	0	0.197	0.046	0.114	0.146	0.36	0.193	0.092	0.006	0	0	0.193	0.136	0.115	0.185	0.18	0.077	0.236	0.013	0.079	0.096	0.582
TCGA.DD.AACT.01A.11R.A41C.07	0.029	0.079	0.206	0.049	0.201	0.063	0.169	0.238	0.36	0.164	0.329	0.058	0.004	0.023	0.274	0.132	0.073	0.188	0.262	0.287	0.165	0.044	0.135	0.191	0.755
TCGA.DD.AACU.01A.11R.A41C.07	0.05	0.103	0.149	0	0.213	0.074	0.19	0.251	0.279	0.177	0.266	0.061	0	0.038	0.303	0.215	0.096	0.151	0.244	0.175	0.175	0	0.106	0.179	0.707
TCGA.DD.AACV.01A.11R.A41C.07	0.001	0.128	0.054	0	0.295	0.019	0.052	0.093	0.351	0.221	0.065	0.016	0	0	0.21	0.198	0.131	0.182	0.167	0.13	0.216	0.063	0.037	0.153	0.639
TCGA.DD.AACW.01A.11R.A41C.07	0	0.042	0.103	0.06	0.174	0.109	0.225	0.213	0.315	0.175	0.298	0.045	0	0	0.269	0.209	0.104	0.136	0.13	0.161	0.187	0.034	0.16	0.236	0.698
TCGA.DD.AACX.01A.11R.A41C.07	0	0.065	0.125	0.029	0.228	0.138	0.197	0.134	0.281	0.245	0.062	0.011	0.01	0.032	0.215	0.14	0.113	0.22	0.286	0.012	0.253	0.02	0.009	0.156	0.628
TCGA.DD.AACY.01A.11R.A41C.07	0	0.058	0.118	0	0.169	0.128	0.112	0.211	0.371	0.194	0.331	0.085	0	0.032	0.345	0.174	0.046	0.142	0.216	0.227	0.171	0.042	0.122	0.226	0.697
TCGA.DD.AACZ.01A.11R.A41C.07	0	0.045	0.191	0.092	0.22	0.145	0.275	0.302	0.236	0	0.312	0.092	0	0.063	0.27	0.209	0.121	0.144	0.361	0.167	0.156	0.079	0.112	0.28	0.817
TCGA.DD.AAD0.01A.11R.A41C.07	0	0.103	0.121	0	0.228	0.05	0.128	0.148	0.177	0.249	0.183	0.076	0	0.036	0.241	0.188	0.087	0.197	0.196	0.115	0.267	0.008	0.087	0.121	0.663
TCGA.DD.AAD1.01A.11R.A41C.07	0.074	0.091	0.119	0.014	0.233	0.068	0.219	0.191	0.365	0.115	0.38	0.106	0	0.075	0.35	0.143	0.16	0.104	0.181	0.246	0.096	0.029	0.183	0.204	0.694
TCGA.DD.AAD2.01A.11R.A41C.07	0.025	0.108	0.145	0.018	0.22	0.057	0.216	0.224	0.363	0.138	0.34	0.053	0	0.038	0.341	0.207	0.062	0.199	0.283	0.281	0.117	0.009	0.176	0.17	0.788
TCGA.DD.AAD3.01A.11R.A41C.07	0.011	0.129	0.089	0	0.232	0.072	0.234	0.171	0.378	0.149	0.317	0.084	0	0.059	0.337	0.19	0.063	0.152	0.227	0.197	0.152	0.015	0.152	0.207	0.707
TCGA.DD.AAD5.01A.11R.A41C.07	0	0.072	0.137	0.039	0.268	0.109	0.183	0.094	0.345	0.142	0.022	0	0	0.096	0.266	0.203	0.165	0.248	0.368	0.18	0.199	0.003	0.014	0.095	0.776
TCGA.DD.AAD6.01A.11R.A41C.07	0	0.117	0.034	0.017	0.222	0.093	0.173	0.165	0.187	0.215	0.205	0.059	0	0.045	0.3	0.202	0.087	0.198	0.174	0.111	0.199	0.005	0.109	0.113	0.629
TCGA.DD.AAD8.01A.11R.A41C.07	0	0.105	0.146	0.033	0.246	0.104	0.17	0.084	0.434	0.204	0.132	0.02	0	0	0.304	0.176	0.131	0.173	0.186	0.198	0.211	0.023	0.122	0.137	0.703
TCGA.DD.AADA.01A.11R.A41C.07	0.067	0.032	0.17	0.069	0.196	0.062	0.123	0.22	0.385	0.153	0.351	0.1	0	0.064	0.309	0.128	0.115	0.188	0.146	0.316	0.135	0.033	0.156	0.235	0.749
TCGA.DD.AADB.01A.11R.A41C.07	0	0.105	0.155	0.095	0.214	0.163	0.286	0.316	0.26	0.127	0.308	0.095	0	0.026	0.222	0.184	0.122	0.105	0.123	0.168	0.16	0.057	0.141	0.29	0.682
