sig,ensembl_id,gene_name,gene_id,rho,pval
down,ENSG00000064886,CHI3L2,1117,0.6265589306977593,2.2360872667006425e-32
down,ENSG00000065320,NTN1,9423,0.3227558354582517,2.62416585110921e-08
down,ENSG00000065534,MYLK,4638,0.524005782774771,1.9773917588792785e-21
down,ENSG00000065609,SNAP91,9892,0.36799309037932276,1.5521299803343002e-10
down,ENSG00000066382,MPPED2,744,0.39621387391765756,4.105713463751163e-12
down,ENSG00000066629,EML1,2009,0.4691252439143135,6.0125266581939e-17
down,ENSG00000067113,PLPP1,8611,0.3232260260308896,2.4982204624331998e-08
down,ENSG00000067842,ATP2B3,492,0.33323161196317785,8.597344589788675e-09
down,ENSG00000068831,RASGRP2,10235,0.5805609335187238,5.474216722707959e-27
down,ENSG00000069974,RAB27A,5873,0.4076395098005756,8.525564263238719e-13
down,ENSG00000070808,CAMK2A,815,0.36700265002206056,1.752191107463255e-10
down,ENSG00000071967,CYBRD1,79901,0.561338652297615,5.588254436606347e-25
down,ENSG00000071991,CDH19,28513,0.42966978865123007,3.458142354006809e-14
down,ENSG00000072163,LIMS2,55679,0.4047866710670938,1.2694859076192878e-12
down,ENSG00000072694,FCGR2B,2213,0.8519934379028264,3.1059690682732256e-81
down,ENSG00000073712,FERMT2,10979,0.6213527815996093,1.0104773896874876e-31
down,ENSG00000073754,CD5L,922,0.3273869612078985,1.6106670359147625e-08
down,ENSG00000073861,TBX21,30009,0.7120145506306108,3.298104468940167e-45
down,ENSG00000074317,SNCB,6620,0.35109158736212853,1.1618600802504876e-09
down,ENSG00000075035,WSCD2,9671,0.45725066764986017,4.441228167801919e-16
down,ENSG00000075340,ADD2,119,0.5738150914537415,2.8734053319474204e-26
down,ENSG00000075884,ARHGAP15,55843,0.7655103297797073,6.13135829198346e-56
down,ENSG00000076662,ICAM3,3385,0.6824327635144524,2.862093864078376e-40
down,ENSG00000077264,PAK3,5063,0.43131367049866864,2.6968529196691998e-14
down,ENSG00000077327,SPAG6,9576,0.34885938401613353,1.502493120746206e-09
down,ENSG00000077420,APBB1IP,54518,0.8307570645853314,1.0166966147343493e-73
down,ENSG00000077522,ACTN2,88,0.40245859906843634,1.7519095527999956e-12
down,ENSG00000077942,FBLN1,2192,0.5886335424700087,7.150963605726575e-28
down,ENSG00000078018,MAP2,4133,0.4650148091144056,1.2119891409724876e-16
down,ENSG00000078053,AMPH,273,0.5939724974847757,1.803089747945429e-28
down,ENSG00000078295,ADCY2,108,0.5006198919981857,2.020397530826872e-19
down,ENSG00000078549,ADCYAP1R1,117,0.5370909837739609,1.265359594593297e-22
down,ENSG00000078589,P2RY10,27334,0.7093913413782206,9.576457084998992e-45
down,ENSG00000079102,RUNX1T1,862,0.5512380681856824,5.643839857079591e-24
down,ENSG00000079257,LXN,56925,0.3476269521662337,1.7301624833819474e-09
down,ENSG00000079263,SP140,11262,0.6956748493186674,2.0909728160680494e-42
down,ENSG00000079308,TNS1,7145,0.5969031337670448,8.371695706747486e-29
down,ENSG00000080644,CHRNA3,1136,0.5117404884164427,2.3399887055506505e-20
down,ENSG00000081052,COL4A4,1286,0.44249700277109183,4.791924990205517e-15
down,ENSG00000081189,MEF2C,4208,0.544980211483554,2.2745950075501708e-23
down,ENSG00000081237,PTPRC,5788,0.79667545154582,1.2860438910461037e-63
down,ENSG00000081842,PCDHA6,56142,0.30674193445727865,1.333386896297613e-07
down,ENSG00000082074,FYB1,2533,0.758817645027117,1.9143809246979083e-54
down,ENSG00000082175,PGR,5241,0.49365190346183924,7.496965383058068e-19
down,ENSG00000082196,C1QTNF3,114899,0.3789277612396591,3.958929665036811e-11
down,ENSG00000082397,EPB41L3,23136,0.5542224031127376,2.8733626597987153e-24
down,ENSG00000082482,KCNK2,3776,0.5521871650217018,4.556727421642758e-24
down,ENSG00000083814,ZNF671,79891,0.5829849689277442,2.98861705940929e-27
down,ENSG00000085265,FCN1,2219,0.8157083468148301,5.320194168469355e-69
down,ENSG00000087258,GNAO1,2775,0.4572570575827926,4.4365438124703726e-16
down,ENSG00000088280,ASAP3,55616,0.3088536492400825,1.0820148426831633e-07
down,ENSG00000088756,ARHGAP28,79822,0.3955237858138219,4.505979311810447e-12
down,ENSG00000089486,CDIP1,29965,0.31845627665085385,4.0985542581484386e-08
down,ENSG00000090659,CD209,30835,0.7562115581150419,7.09302665121024e-54
down,ENSG00000091157,WDR7,23335,0.3876481592082885,1.2831319277053452e-11
down,ENSG00000091181,IL5RA,3568,0.579188690796093,7.694016814863806e-27
down,ENSG00000091831,ESR1,2099,0.705030862453288,5.488233503774759e-44
down,ENSG00000092009,CMA1,1215,0.517913002901888,6.832679295204555e-21
down,ENSG00000092067,CEBPE,1053,0.726291279011565,8.030504139730254e-48
down,ENSG00000092096,SLC22A17,51310,0.5268690992926012,1.0945977514340146e-21
down,ENSG00000093072,ADA2,51816,0.7553523797984668,1.0883931166036844e-53
down,ENSG00000094963,FMO2,2327,0.680701950049545,5.340510434892108e-40
down,ENSG00000095303,PTGS1,5742,0.5767331369516162,1.4091486937034075e-26
down,ENSG00000095713,CRTAC1,55118,0.44860888338340743,1.813964199540281e-15
down,ENSG00000095777,MYO3A,53904,0.3576451923750997,5.398194744312937e-10
down,ENSG00000095917,TPSD1,23430,0.3191661647941013,3.8095044075219555e-08
down,ENSG00000099139,PCSK5,5125,0.32376563192483626,2.3608681556495813e-08
down,ENSG00000099864,PALM,5064,0.5214120072593053,3.3625092252551596e-21
down,ENSG00000100095,SEZ6L,23544,0.4008384908225271,2.188850583972609e-12
down,ENSG00000100154,TTC28,23331,0.37282130852136613,8.544176754644098e-11
down,ENSG00000100285,NEFH,4744,0.6143984741093097,7.253888080034078e-31
down,ENSG00000100292,HMOX1,3162,0.6326939353784018,3.643434804734953e-33
down,ENSG00000100321,SYNGR1,9145,0.517738496066729,7.077103130847455e-21
down,ENSG00000100351,GRAP2,9402,0.4634198283919586,1.5868430245798804e-16
down,ENSG00000100362,PVALB,5816,0.5093325666615599,3.7570266124001673e-20
down,ENSG00000100448,CTSG,1511,0.5830966691471989,2.9060629204936792e-27
down,ENSG00000100721,AL139020.1,8115,0.45125817313623906,1.1833508380045766e-15
down,ENSG00000101265,RASSF2,9770,0.7561337605662545,7.373969471654954e-54
down,ENSG00000101335,MYL9,10398,0.5331282657177732,2.946151713129575e-22
down,ENSG00000101336,HCK,3055,0.9060774032081907,2.3951371836911213e-107
down,ENSG00000101445,PPP1R16B,26051,0.7013896948469359,2.301531539277521e-43
down,ENSG00000101605,MYOM1,8736,0.37147281767571705,1.010443832870582e-10
down,ENSG00000101680,LAMA1,284217,0.42275345177864615,9.70081001886386e-14
down,ENSG00000101938,CHRDL1,91851,0.4696884643996092,5.457855617936641e-17
down,ENSG00000101955,SRPX,8406,0.5636833184901957,3.230045526008368e-25
down,ENSG00000102145,GATA1,2623,0.4163862325434907,2.4560838979923513e-13
down,ENSG00000102271,KLHL4,56062,0.5835465350442328,2.5957490852272638e-27
down,ENSG00000102349,KLF8,11279,0.3030837953439845,1.907370659804308e-07
down,ENSG00000102409,BEX4,56271,0.5158477798810461,1.0343766320978203e-20
down,ENSG00000102466,FGF14,2259,0.4616663788656814,2.1305632291457979e-16
down,ENSG00000102683,SGCG,6445,0.48587242393158786,3.129563409285939e-18
down,ENSG00000103154,NECAB2,54550,0.32716495095321685,1.6491090825959132e-08
down,ENSG00000103544,VPS35L,57020,0.31412921365954116,6.374667869983346e-08
down,ENSG00000103647,CORO2B,10391,0.3530049369276987,9.30565972244781e-10
down,ENSG00000103723,AP3B2,8120,0.3151610313004211,5.741052998412245e-08
down,ENSG00000103942,HOMER2,9455,0.33266467611660727,9.142442266366256e-09
down,ENSG00000104043,ATP8B4,79895,0.7120180973454232,3.2933279221092976e-45
down,ENSG00000104112,SCG3,29106,0.31346170019507263,6.819915310001524e-08
down,ENSG00000104332,SFRP1,6422,0.6203150536051497,1.3602781072287958e-31
down,ENSG00000104722,NEFM,4741,0.44373781645165244,3.940436977776649e-15
down,ENSG00000104723,TUSC3,7991,0.5996192374147791,4.082599794123868e-29
down,ENSG00000104833,TUBB4A,10382,0.33992650802055874,4.120662810071605e-09
down,ENSG00000104888,SLC17A7,57030,0.5343480557624898,2.2739891135397453e-22
down,ENSG00000104921,FCER2,2208,0.4490042228981501,1.7023444639692944e-15
down,ENSG00000105227,PRX,57716,0.365209198192197,2.1800587242614316e-10
down,ENSG00000105246,EBI3,10148,0.6795450861480119,8.083707024693089e-40
down,ENSG00000105270,CLIP3,25999,0.5508393884912228,6.1733274021929595e-24
down,ENSG00000105278,ZFR2,23217,0.301385590658456,2.2484941159969963e-07
down,ENSG00000105290,APLP1,333,0.44179970622270054,5.346950459891485e-15
down,ENSG00000105366,SIGLEC8,27181,0.7345141876896033,2.1039632969577032e-49
down,ENSG00000105383,CD33,945,0.8767589909334974,1.2027633729049101e-91
down,ENSG00000105492,SIGLEC6,946,0.6363018607948684,1.2296533070011976e-33
down,ENSG00000105609,LILRB5,10990,0.7590261529356519,1.7226896894147518e-54
down,ENSG00000105696,TMEM59L,25789,0.42490833759336377,7.052355274336406e-14
down,ENSG00000105711,SCN1B,6324,0.589288927881006,6.046588350926167e-28
down,ENSG00000105737,GRIK5,2901,0.3357752683450616,6.514941064938623e-09
down,ENSG00000105851,PIK3CG,5294,0.7454005802242826,1.3675155195273143e-51
down,ENSG00000105894,PTN,5764,0.39338657975134117,6.002286875514153e-12
down,ENSG00000105974,CAV1,857,0.5804951854219371,5.564433019897582e-27
down,ENSG00000106018,VIPR2,7434,0.3936775836331036,5.7731599035341235e-12
down,ENSG00000106034,CPED1,79974,0.4410316846299571,6.03120162506978e-15
down,ENSG00000106066,CPVL,54504,0.5812922828662477,4.562980595924223e-27
down,ENSG00000106123,EPHB6,2051,0.5058022041369429,7.471377464702752e-20
down,ENSG00000106278,PTPRZ1,5803,0.3570395009695263,5.79877277975459e-10
down,ENSG00000106511,MEOX2,4223,0.6724246392037263,9.947202636544931e-39
down,ENSG00000106538,RARRES2,5919,0.586899993049553,1.1124336994950895e-27
down,ENSG00000106571,GLI3,2737,0.6605554117394392,5.6066886401869896e-37
down,ENSG00000106809,OGN,4969,0.4427518034210908,4.6035258540780236e-15
down,ENSG00000106952,TNFSF8,944,0.7420008011478102,6.773176260276038e-51
down,ENSG00000107186,MPDZ,8777,0.5836644532427431,2.519969133248421e-27
down,ENSG00000107317,PTGDS,5730,0.5795249425912682,7.079348950415001e-27
down,ENSG00000107562,CXCL12,6387,0.5628288551765774,3.9462644885814384e-25
down,ENSG00000107731,UNC5B,219699,0.4704027477710017,4.826155162117903e-17
down,ENSG00000108370,RGS9,8787,0.40390260801269096,1.4350785540826393e-12
down,ENSG00000108381,ASPA,443,0.48952180908158177,1.6081483059066522e-18
down,ENSG00000108405,P2RX1,5023,0.49799835035419665,3.320519976567929e-19
down,ENSG00000108700,CCL8,6355,0.7965021232535338,1.4309377590679202e-63
down,ENSG00000108852,MPP2,4355,0.32787056588796115,1.5299022111679346e-08
down,ENSG00000109339,MAPK10,5602,0.42444770950779503,7.551222962721322e-14
down,ENSG00000109436,TBC1D9,23158,0.462510094765902,1.8493311991526555e-16
down,ENSG00000109743,BST1,683,0.421477781534219,1.1703591127827005e-13
down,ENSG00000109846,CRYAB,1410,0.48584831162370157,3.1432782296280876e-18
down,ENSG00000109906,ZBTB16,7704,0.4202174448717777,1.4077099651896457e-13
down,ENSG00000110079,MS4A4A,51338,0.9128222149379148,1.0692530161606937e-111
down,ENSG00000110203,FOLR3,2352,0.43680658999723276,1.1634790576542325e-14
down,ENSG00000110777,POU2AF1,5450,0.470073221453242,5.1081287156410436e-17
down,ENSG00000110848,CD69,969,0.6782311719907128,1.2914472596834526e-39
down,ENSG00000110887,DAO,1610,0.34757800721096144,1.7398622768873786e-09
down,ENSG00000110934,BIN2,51411,0.6292606273920143,1.010776192422919e-32
down,ENSG00000111262,KCNA1,3736,0.5218508583168582,3.0746172337459802e-21
down,ENSG00000111339,ART4,420,0.41122351301360194,5.142327712722959e-13
down,ENSG00000111341,MGP,4256,0.5832508427055869,2.7958012282250872e-27
down,ENSG00000111404,RERGL,79785,0.34917383824327825,1.4492250386681046e-09
down,ENSG00000111732,AICDA,57379,0.3302714885291313,1.1834898773109672e-08
down,ENSG00000111846,GCNT2,2651,0.39613987953351243,4.146914240665299e-12
down,ENSG00000111879,FAM184A,79632,0.31998529966826883,3.5003844791019615e-08
down,ENSG00000111913,RIPOR2,9750,0.530300311722119,5.348746290904465e-22
down,ENSG00000111962,UST,10090,0.4784444472584584,1.1843457618087373e-17
down,ENSG00000112182,BACH2,60468,0.5635780167574934,3.3108623575561742e-25
