CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.AC.A7VB.01A.11R.A352.07	0	0.119	0.247	0.008	0.071	0.019	0.073	0.116	0.385	0.142	0.105	0.024	0.017	0.102	0.167	0.103	0.11	0.217	0.193	0.161	0.279	0.083	0.089	0.149	0.592
TCGA.AC.A7VC.01A.11R.A352.07	0	0.139	0.369	0.128	0.047	0.012	0.07	0.16	0.23	0.056	0.178	0	0	0.179	0.254	0.191	0.107	0.327	0.239	0.144	0.189	0.129	0.148	0.084	0.651
TCGA.AC.A8OP.01A.11R.A36F.07	0	0.066	0.392	0.033	0.04	0.068	0.094	0.185	0.485	0.112	0.474	0.102	0.016	0.151	0.213	0.082	0.097	0.17	0.142	0.291	0.2	0.133	0.192	0.198	0.625
TCGA.AC.A8OQ.01A.11R.A41B.07	0	0.066	0.456	0.109	0.122	0.066	0.205	0.318	0.428	0.016	0.464	0.118	0.005	0.045	0.127	0.097	0.19	0.215	0.215	0.288	0.127	0.087	0.202	0.26	0.727
TCGA.AC.A8OR.01A.21R.A41B.07	0	0.094	0.371	0.038	0.135	0	0	0.033	0.318	0.132	0.134	0.026	0	0	0.148	0.156	0.069	0.252	0.352	0.135	0.261	0.072	0.139	0.135	0.683
TCGA.AC.A8OS.01A.12R.A41B.07	0	0.061	0.434	0.047	0.038	0.058	0.153	0.211	0.449	0.135	0.455	0.121	0	0.171	0.182	0.067	0.084	0.169	0.157	0.328	0.156	0.142	0.202	0.224	0.633
TCGA.AN.A03X.01A.21R.A00Z.07	0	0.056	0.375	0.108	0	0.078	0.097	0.165	0.461	0.148	0.187	0.045	0.027	0.075	0.127	0.137	0.063	0.236	0.336	0.321	0.227	0.023	0.098	0.106	0.695
TCGA.AN.A03Y.01A.21R.A00Z.07	0	0.075	0.441	0.059	0.054	0.083	0.156	0.278	0.404	0.115	0.42	0.127	0.032	0.015	0.13	0.09	0.125	0.185	0.247	0.254	0.214	0.068	0.154	0.256	0.695
TCGA.AN.A041.01A.11R.A034.07	0	0.082	0.35	0.002	0.034	0.081	0.105	0.193	0.371	0.134	0.232	0.077	0.042	0.042	0.284	0.146	0.082	0.238	0.242	0.174	0.234	0.04	0.145	0.146	0.641
TCGA.AN.A046.01A.21R.A034.07	0	0.077	0.496	0.089	0.049	0.072	0.189	0.307	0.362	0.089	0.496	0.154	0.032	0	0.1	0.15	0.081	0.186	0.255	0.268	0.171	0.125	0.155	0.27	0.7
TCGA.AN.A049.01A.21R.A00Z.07	0	0.075	0.418	0.054	0.062	0.024	0.059	0.203	0.544	0.124	0.39	0.083	0	0.055	0.212	0.177	0.078	0.26	0.298	0.172	0.182	0.083	0.147	0.21	0.694
TCGA.AN.A04A.01A.21R.A034.07	0	0.061	0.375	0.05	0.001	0.071	0.077	0.199	0.553	0.149	0.302	0.1	0.004	0.024	0.28	0.165	0.054	0.208	0.263	0.239	0.186	0.056	0.107	0.2	0.647
TCGA.AN.A04C.01A.21R.A034.07	0	0.025	0.401	0.06	0.041	0.065	0.123	0.206	0.382	0.115	0.385	0.128	0.009	0.103	0.207	0.156	0.094	0.157	0.212	0.158	0.222	0.131	0.143	0.202	0.613
TCGA.AN.A04D.01A.21R.A034.07	0	0.08	0.332	0.006	0.058	0.083	0.091	0.099	0.561	0.152	0.111	0	0	0.021	0.238	0.122	0.115	0.245	0.149	0.215	0.27	0.084	0.066	0.168	0.615
TCGA.AN.A0AJ.01A.11R.A00Z.07	0	0.081	0.481	0.126	0.038	0.103	0.222	0.367	0.352	0.121	0.385	0.148	0.031	0	0.116	0.227	0.104	0.191	0.264	0.252	0.165	0.094	0.101	0.279	0.721
TCGA.AN.A0AK.01A.21R.A00Z.07	0	0.034	0.419	0.148	0.039	0.12	0.166	0.294	0.391	0.059	0.299	0.119	0.045	0	0.172	0.189	0.099	0.242	0.283	0.24	0.218	0.059	0.019	0.227	0.692
TCGA.AN.A0AL.01A.11R.A00Z.07	0	0.002	0.44	0.059	0.051	0.064	0.175	0.225	0.522	0.076	0.462	0.131	0	0.042	0.201	0.128	0.211	0.218	0.219	0.332	0.142	0.097	0.154	0.215	0.737
TCGA.AN.A0AM.01A.11R.A034.07	0	0.029	0.491	0.139	0	0.089	0.181	0.381	0.484	0.095	0.326	0.052	0.084	0	0.221	0.123	0.077	0.225	0.256	0.312	0.176	0.057	0.118	0.209	0.681
TCGA.AN.A0AR.01A.11R.A00Z.07	0	0	0.36	0.014	0.091	0.055	0.071	0.151	0.58	0.044	0.168	0	0.051	0.056	0.182	0.211	0.111	0.26	0.237	0.164	0.252	0.084	0.112	0.275	0.739
TCGA.AN.A0AS.01A.11R.A00Z.07	0	0.055	0.405	0.055	0.098	0.121	0.153	0.15	0.267	0.184	0.094	0	0.039	0.025	0.157	0.206	0.081	0.306	0.381	0.178	0.227	0.072	0.057	0.111	0.705
TCGA.AN.A0AT.01A.11R.A034.07	0	0.03	0.436	0.113	0.039	0.088	0.146	0.365	0.55	0.056	0.359	0.087	0.078	0.022	0.129	0.191	0.102	0.223	0.187	0.264	0.177	0.091	0.139	0.26	0.702
TCGA.AN.A0FD.01A.11R.A034.07	0	0.085	0.444	0.096	0	0.069	0.165	0.252	0.522	0.101	0.273	0.038	0.072	0	0.21	0.127	0.067	0.202	0.242	0.308	0.2	0.091	0.048	0.213	0.642
TCGA.AN.A0FF.01A.11R.A034.07	0	0.042	0.425	0.067	0.029	0.092	0.097	0.263	0.462	0.123	0.418	0.137	0.056	0.029	0.166	0.117	0.074	0.206	0.285	0.287	0.183	0.074	0.144	0.215	0.689
TCGA.AN.A0FJ.01A.11R.A00Z.07	0	0.018	0.435	0	0.032	0.077	0.178	0.194	0.615	0.112	0.33	0.063	0.027	0.036	0.216	0.162	0.094	0.252	0.154	0.289	0.194	0.087	0.101	0.289	0.7
TCGA.AN.A0FK.01A.11R.A034.07	0	0.088	0.377	0.052	0.05	0.035	0	0.154	0.442	0.148	0.116	0.043	0.029	0.02	0.262	0.118	0.104	0.222	0.243	0.097	0.208	0.119	0.088	0.243	0.603
TCGA.AN.A0FL.01A.11R.A034.07	0	0.046	0.431	0.069	0.072	0.036	0.033	0.136	0.409	0.062	0.152	0.055	0	0.083	0.201	0.11	0.109	0.182	0.197	0.2	0.242	0.131	0.047	0.163	0.57
TCGA.AN.A0FN.01A.11R.A034.07	0	0.059	0.464	0.095	0.061	0.093	0.164	0.297	0.474	0.088	0.545	0.145	0.019	0	0.19	0.105	0.119	0.167	0.205	0.33	0.094	0.109	0.194	0.294	0.687
TCGA.AN.A0FS.01A.11R.A034.07	0	0.108	0.324	0.087	0	0.032	0.013	0.136	0.415	0.182	0.274	0.04	0.002	0.205	0.149	0.142	0.062	0.196	0.189	0.201	0.21	0.106	0.12	0.156	0.582
TCGA.AN.A0FT.01A.11R.A034.07	0	0.067	0.466	0.063	0.045	0.021	0.022	0.204	0.4	0.135	0.377	0.048	0.054	0.038	0.161	0.168	0.058	0.221	0.291	0.266	0.219	0.126	0.154	0.177	0.708
TCGA.AN.A0FV.01A.11R.A00Z.07	0.006	0.106	0.117	0.078	0.114	0.063	0.152	0.122	0.297	0.165	0.017	0.041	0	0	0.065	0.158	0.136	0.271	0.325	0.143	0.241	0	0.095	0.034	0.639
TCGA.AN.A0FW.01A.11R.A034.07	0	0.083	0.427	0.035	0.006	0.053	0.121	0.211	0.495	0.144	0.307	0.128	0.013	0.091	0.169	0.134	0.096	0.177	0.19	0.318	0.214	0.13	0.08	0.224	0.653
TCGA.AN.A0FX.01A.11R.A034.07	0	0.074	0.386	0.05	0.026	0.066	0.099	0.164	0.561	0.074	0.329	0.075	0.034	0.117	0.189	0.107	0.11	0.202	0.17	0.349	0.21	0.054	0.185	0.167	0.683
TCGA.AN.A0FY.01A.11R.A034.07	0	0.07	0.354	0.02	0.038	0.098	0.209	0.19	0.563	0.1	0.295	0.068	0.051	0	0.146	0.158	0.096	0.233	0.244	0.239	0.207	0.078	0.146	0.183	0.686
TCGA.AN.A0FZ.01A.11R.A034.07	0.004	0.111	0.295	0	0.068	0.02	0	0.095	0.289	0.172	0.141	0.057	0	0.086	0.219	0.111	0.109	0.259	0.193	0.055	0.293	0.075	0.104	0.161	0.585
TCGA.AN.A0G0.01A.11R.A034.07	0	0	0.413	0.113	0.019	0.139	0.146	0.296	0.386	0.095	0.195	0.064	0.027	0.066	0.164	0.189	0.068	0.304	0.255	0.239	0.26	0.097	0.047	0.127	0.678
TCGA.AN.A0XL.01A.11R.A10J.07	0	0.076	0.418	0.075	0	0.014	0.038	0.158	0.412	0.145	0.308	0.053	0.012	0.184	0.193	0.124	0.056	0.191	0.192	0.302	0.203	0.168	0.129	0.155	0.616
TCGA.AN.A0XN.01A.21R.A109.07	0	0.046	0.413	0.069	0.085	0.093	0.174	0.153	0.393	0.12	0.349	0.092	0.045	0.006	0.18	0.166	0.075	0.265	0.377	0.16	0.209	0.076	0.124	0.153	0.696
TCGA.AN.A0XO.01A.11R.A109.07	0	0.111	0.291	0	0.094	0.018	0	0.106	0.436	0.217	0.116	0.017	0	0.048	0.2	0.154	0.087	0.246	0.168	0.182	0.274	0.033	0.091	0.158	0.62
TCGA.AN.A0XP.01A.11R.A109.07	0	0.064	0.318	0.073	0.009	0.119	0.1	0.099	0.297	0.207	0.021	0.036	0.036	0.115	0.213	0.134	0.081	0.268	0.279	0.211	0.236	0.097	0.111	0.118	0.656
TCGA.AN.A0XR.01A.11R.A109.07	0	0.143	0.265	0.073	0.035	0.056	0.098	0.157	0.214	0.159	0.099	0.031	0.01	0.135	0.15	0.173	0.045	0.195	0.246	0.074	0.247	0.06	0.112	0.117	0.551
TCGA.AN.A0XS.01A.22R.A109.07	0	0.037	0.447	0.069	0.058	0.081	0.174	0.234	0.397	0.093	0.448	0.125	0	0.091	0.235	0.092	0.095	0.183	0.212	0.275	0.17	0.135	0.155	0.291	0.671
TCGA.AN.A0XT.01A.11R.A109.07	0	0.048	0.322	0.024	0	0.082	0.059	0.163	0.493	0.103	0.35	0.068	0.046	0.055	0.242	0.067	0.128	0.189	0.089	0.27	0.23	0.11	0.158	0.187	0.6
TCGA.AN.A0XU.01A.11R.A109.07	0	0	0.503	0.184	0	0.07	0.16	0.411	0.435	0.088	0.316	0.05	0.058	0.028	0.15	0.178	0.102	0.219	0.198	0.374	0.177	0.06	0.116	0.194	0.71
TCGA.AN.A0XV.01A.11R.A109.07	0	0.071	0.419	0.054	0.048	0.066	0.135	0.199	0.506	0.12	0.468	0.161	0.042	0.024	0.177	0.123	0.083	0.178	0.122	0.291	0.144	0.101	0.191	0.232	0.622
TCGA.AN.A0XW.01A.11R.A109.07	0	0.045	0.489	0.139	0.03	0.081	0.234	0.354	0.451	0.065	0.426	0.113	0.041	0	0.213	0.121	0.086	0.159	0.26	0.379	0.143	0.098	0.157	0.23	0.7
TCGA.AO.A03L.01A.41R.A056.07	0	0.09	0.419	0.052	0.036	0.059	0.12	0.222	0.546	0.08	0.403	0.138	0	0.064	0.215	0.108	0.102	0.178	0.237	0.314	0.173	0.081	0.11	0.259	0.675
TCGA.AO.A03M.01B.11R.A10J.07	0	0.004	0.481	0.139	0.053	0.086	0.213	0.365	0.441	0.047	0.439	0.169	0	0	0.126	0.114	0.121	0.168	0.237	0.321	0.17	0.139	0.112	0.277	0.692
TCGA.AO.A03N.01B.11R.A10J.07	0	0.123	0.403	0.102	0.056	0	0	0.117	0.437	0.227	0.058	0.035	0	0	0.198	0.112	0.141	0.264	0.191	0.069	0.206	0.129	0.065	0.195	0.566
TCGA.AO.A03O.01A.11R.A00Z.07	0	0.072	0.428	0.102	0.029	0.168	0.203	0.336	0.418	0.102	0.409	0.11	0.035	0	0.117	0.156	0.126	0.219	0.249	0.238	0.193	0.064	0.101	0.273	0.708
TCGA.AO.A03P.01A.11R.A00Z.07	0	0.08	0.342	0.056	0.068	0.066	0.136	0.206	0.444	0.09	0.24	0.06	0.072	0	0.206	0.139	0.09	0.195	0.235	0.139	0.204	0.078	0.124	0.221	0.614
TCGA.AO.A03R.01A.21R.A034.07	0	0.096	0.47	0.072	0.021	0.046	0.117	0.235	0.504	0.044	0.551	0.127	0.008	0.012	0.199	0.107	0.107	0.137	0.167	0.381	0.129	0.161	0.168	0.294	0.679
TCGA.AO.A03T.01A.21R.A034.07	0	0.098	0.434	0.073	0.001	0.044	0.047	0.207	0.535	0.093	0.459	0.097	0.011	0.042	0.305	0.111	0.068	0.106	0.118	0.298	0.184	0.123	0.174	0.249	0.596
TCGA.AO.A03U.01B.21R.A10J.07	0	0	0.545	0.057	0.009	0.079	0.136	0.223	0.536	0.162	0.359	0.017	0.007	0.089	0.198	0.15	0.071	0.271	0.35	0.446	0.162	0.123	0.114	0.189	0.799
TCGA.AO.A03V.01A.11R.A115.07	0	0.079	0.349	0.031	0.014	0.047	0.082	0.179	0.517	0.129	0.373	0.105	0.045	0.077	0.236	0.091	0.089	0.152	0.133	0.225	0.21	0.063	0.172	0.22	0.588
TCGA.AO.A0J2.01A.11R.A034.07	0	0	0.488	0.18	0	0.082	0.146	0.325	0.455	0.105	0.405	0.098	0.07	0.012	0.095	0.153	0.06	0.193	0.198	0.348	0.18	0.142	0.098	0.257	0.678
TCGA.AO.A0J3.01A.11R.A034.07	0	0.106	0.376	0	0.031	0.039	0.085	0.174	0.49	0.101	0.161	0.002	0.056	0	0.324	0.113	0.077	0.204	0.191	0.263	0.245	0.141	0.079	0.241	0.644
TCGA.AO.A0J4.01A.11R.A034.07	0	0.006	0.467	0.087	0.064	0.064	0.213	0.326	0.534	0.062	0.475	0.14	0.01	0.063	0.131	0.093	0.181	0.174	0.153	0.341	0.16	0.055	0.206	0.257	0.712
TCGA.AO.A0J5.01A.11R.A034.07	0	0.07	0.391	0.04	0.066	0.08	0.103	0.157	0.394	0.142	0.245	0.058	0.04	0.169	0.132	0.135	0.071	0.228	0.256	0.221	0.232	0.101	0.082	0.15	0.627
TCGA.AO.A0J6.01A.11R.A034.07	0	0	0.546	0.178	0	0.077	0.183	0.373	0.572	0.035	0.357	0.039	0.037	0.049	0.127	0.135	0.104	0.202	0.221	0.397	0.185	0.105	0.072	0.245	0.711
TCGA.AO.A0J7.01A.11R.A034.07	0	0.09	0.334	0.028	0.054	0.083	0.081	0.171	0.523	0.155	0.14	0.026	0.046	0	0.088	0.156	0.092	0.251	0.247	0.141	0.231	0.078	0.083	0.202	0.639
TCGA.AO.A0J8.01A.21R.A034.07	0	0.069	0.413	0.068	0.03	0.078	0.142	0.225	0.355	0.178	0.348	0.137	0.043	0.081	0.17	0.143	0.075	0.205	0.287	0.218	0.174	0.118	0.126	0.23	0.665
TCGA.AO.A0J9.01A.11R.A034.07	0	0.057	0.499	0.062	0.006	0.044	0.073	0.213	0.51	0.095	0.461	0.083	0	0.129	0.232	0.19	0.051	0.222	0.296	0.403	0.135	0.133	0.146	0.315	0.802
TCGA.AO.A0JA.01A.11R.A056.07	0	0.021	0.429	0.039	0.047	0.086	0.204	0.236	0.426	0.093	0.344	0.126	0.006	0.072	0.257	0.128	0.069	0.191	0.272	0.207	0.224	0.054	0.123	0.184	0.638
TCGA.AO.A0JB.01A.11R.A32Y.07	0	0.018	0.381	0.092	0.028	0.03	0.052	0.221	0.527	0.09	0.432	0.036	0.04	0.108	0.234	0.139	0.069	0.153	0.201	0.315	0.196	0.117	0.182	0.252	0.687
TCGA.AO.A0JC.01A.11R.A056.07	0	0.04	0.512	0.161	0.093	0.098	0.255	0.318	0.424	0	0.535	0.141	0	0	0.119	0.119	0.337	0	0.018	0.404	0	0.107	0.256	0.369	0.685
TCGA.AO.A0JD.01A.11R.A056.07	0	0.102	0.422	0.078	0.023	0.099	0.175	0.343	0.458	0.137	0.292	0.108	0.027	0.003	0.162	0.197	0.098	0.188	0.231	0.271	0.208	0.07	0.074	0.21	0.673
TCGA.AO.A0JE.01A.11R.A056.07	0	0.056	0.465	0.143	0.079	0.16	0.224	0.345	0.418	0.053	0.395	0.107	0.043	0.046	0.132	0.126	0.081	0.181	0.269	0.298	0.141	0.089	0.123	0.273	0.679
TCGA.AO.A0JF.01A.11R.A056.07	0	0.068	0.424	0.029	0.047	0.043	0.12	0.182	0.403	0.139	0.415	0.143	0.003	0.111	0.202	0.166	0.067	0.21	0.254	0.273	0.196	0.132	0.149	0.22	0.7
TCGA.AO.A0JG.01A.31R.A084.07	0	0.056	0.456	0.082	0.038	0.042	0.172	0.295	0.471	0.072	0.517	0.174	0.034	0	0.202	0.092	0.084	0.115	0.106	0.37	0.138	0.118	0.192	0.28	0.627
TCGA.AO.A0JI.01A.21R.A056.07	0	0.06	0.366	0.007	0.073	0.059	0.014	0.217	0.439	0.158	0.402	0.133	0.013	0.021	0.251	0.009	0.127	0.166	0.05	0.117	0.244	0.087	0.193	0.237	0.521
TCGA.AO.A0JJ.01A.11R.A056.07	0	0.069	0.444	0.097	0.058	0.06	0.13	0.266	0.511	0.107	0.488	0.176	0	0	0.194	0.114	0.096	0.15	0.218	0.366	0.146	0.088	0.161	0.268	0.693
TCGA.AO.A0JL.01A.11R.A056.07	0	0.075	0.379	0.082	0.024	0.016	0.047	0.155	0.602	0.089	0.277	0	0.025	0.073	0.25	0.119	0.1	0.219	0.143	0.282	0.245	0.12	0.178	0.16	0.659
TCGA.AO.A0JM.01A.21R.A056.07	0	0.022	0.391	0.061	0.011	0.099	0.218	0.222	0.315	0.141	0.314	0.094	0.049	0.166	0.137	0.184	0.053	0.244	0.272	0.117	0.158	0.103	0.13	0.182	0.61
TCGA.AO.A124.01A.11R.A10J.07	0	0.012	0.387	0.055	0.012	0.121	0.183	0.218	0.54	0.16	0.185	0.06	0.065	0.106	0.134	0.104	0.118	0.227	0.165	0.241	0.218	0.071	0.117	0.195	0.631
TCGA.AO.A125.01A.11R.A10J.07	0	0.094	0.103	0.016	0.031	0.039	0	0.04	0.265	0.146	0.141	0.034	0	0.084	0.063	0.04	0.085	0.234	0.146	0.263	0.306	0.121	0.124	0.045	0.567
TCGA.AO.A126.01A.11R.A10J.07	0	0.081	0.426	0.072	0.023	0.071	0.089	0.222	0.485	0.134	0.431	0.011	0.026	0.066	0.19	0.102	0.041	0.199	0.23	0.283	0.171	0.145	0.138	0.222	0.632
TCGA.AO.A128.01A.11R.A10J.07	0	0	0.558	0.206	0.04	0.054	0.212	0.34	0.434	0.019	0.506	0.128	0.008	0.008	0.127	0.127	0.144	0.148	0.313	0.39	0.149	0.147	0.154	0.282	0.778
TCGA.AO.A129.01A.21R.A10J.07	0	0	0.499	0.131	0.018	0.059	0.173	0.341	0.545	0.03	0.455	0.095	0.032	0.094	0.187	0.104	0.163	0.212	0.18	0.39	0.129	0.092	0.157	0.257	0.725
TCGA.AO.A12A.01A.21R.A115.07	0	0.076	0.425	0.029	0.024	0.089	0.176	0.174	0.538	0.144	0.414	0.126	0.024	0.018	0.175	0.116	0.085	0.169	0.187	0.307	0.169	0.09	0.185	0.246	0.667
TCGA.AO.A12B.01A.11R.A10J.07	0	0.056	0.292	0	0	0.054	0	0.168	0.561	0.175	0.271	0.1	0.047	0	0.185	0.08	0.064	0.189	0.221	0.133	0.238	0.107	0.185	0.197	0.596
TCGA.AO.A12C.01A.11R.A10J.07	0	0.084	0.344	0.006	0.072	0.026	0.097	0.175	0.47	0.165	0.132	0.041	0.006	0.091	0.257	0.128	0.087	0.251	0.258	0.241	0.236	0.014	0.103	0.108	0.643
TCGA.AO.A12D.01A.11R.A115.07	0	0.009	0.469	0.113	0.08	0.085	0.223	0.334	0.39	0.101	0.417	0.148	0.05	0.008	0.178	0.125	0.101	0.188	0.231	0.289	0.173	0.084	0.17	0.234	0.688
TCGA.AO.A12E.01A.11R.A10J.07	0	0.077	0.349	0.042	0.061	0.055	0.054	0.147	0.454	0.166	0.292	0.067	0.005	0.102	0.216	0.146	0.082	0.244	0.321	0.155	0.235	0.076	0.123	0.198	0.685
TCGA.AO.A12F.01A.11R.A115.07	0	0.068	0.348	0.023	0.07	0.078	0.085	0.15	0.392	0.115	0.229	0.041	0	0.067	0.264	0.178	0.085	0.283	0.219	0.093	0.254	0.054	0.116	0.182	0.643
TCGA.AO.A12G.01A.11R.A10J.07	0	0.039	0.379	0.047	0.042	0.081	0.107	0.164	0.388	0.149	0.381	0.103	0.004	0.125	0.22	0.112	0.102	0.174	0.22	0.181	0.198	0.122	0.129	0.214	0.606
TCGA.AO.A12H.01A.11R.A115.07	0	0.049	0.359	0.047	0.092	0.025	0	0.107	0.523	0.192	0.154	0	0.007	0.024	0.128	0.128	0.069	0.225	0.307	0.204	0.256	0.094	0.126	0.136	0.662
TCGA.AO.A1KO.01A.31R.A13Q.07	0	0.039	0.439	0.004	0	0.085	0.118	0.168	0.53	0.196	0.387	0.112	0	0.119	0.227	0.089	0.071	0.138	0.073	0.309	0.224	0.064	0.166	0.171	0.566
TCGA.AO.A1KP.01A.11R.A13Q.07	0	0.116	0.165	0.055	0	0.092	0.058	0.1	0.484	0.176	0.232	0.057	0	0	0.243	0.069	0.071	0.174	0.084	0.189	0.254	0.048	0.182	0.159	0.538
TCGA.AO.A1KQ.01A.11R.A13Q.07	0	0.078	0.488	0.101	0.004	0.048	0.159	0.308	0.424	0.054	0.481	0.114	0.036	0	0.242	0.124	0.097	0.184	0.221	0.325	0.14	0.136	0.149	0.313	0.708
TCGA.AO.A1KR.01A.12R.A144.07	0	0	0.476	0.163	0	0.095	0.112	0.312	0.538	0.037	0.442	0	0.027	0.048	0.193	0.104	0.113	0.16	0.054	0.398	0.174	0.152	0.115	0.322	0.656
TCGA.AO.A1KS.01A.11R.A13Q.07	0	0.088	0.346	0.002	0.061	0.113	0.206	0.195	0.445	0.15	0.337	0.155	0	0.016	0.231	0.178	0.073	0.213	0.23	0.125	0.212	0.086	0.115	0.193	0.61
TCGA.AO.A1KT.01A.11R.A13Q.07	0	0.099	0.34	0.09	0.02	0.081	0.18	0.173	0.469	0.162	0.174	0	0.05	0.032	0.202	0.133	0.095	0.21	0.318	0.192	0.213	0.121	0.117	0.16	0.655
TCGA.AQ.A04H.01B.11R.A10J.07	0	0.096	0.374	0.036	0.057	0.103	0.191	0.148	0.453	0.14	0.265	0.089	0.048	0	0.185	0.125	0.093	0.242	0.201	0.179	0.203	0.085	0.128	0.186	0.619
TCGA.AQ.A04J.01A.02R.A034.07	0	0.048	0.447	0.038	0.066	0.037	0.212	0.217	0.545	0.112	0.489	0.152	0	0.052	0.216	0.09	0.211	0.133	0.149	0.324	0.117	0.089	0.201	0.253	0.673
TCGA.AQ.A04L.01B.21R.A10J.07	0	0.102	0.283	0.109	0.098	0.078	0.117	0.104	0.412	0.143	0.162	0	0.048	0.026	0.121	0.147	0.081	0.251	0.305	0.011	0.246	0.083	0.088	0.157	0.586
TCGA.AQ.A0Y5.01A.11R.A14M.07	0	0.081	0.345	0.074	0.087	0.135	0.129	0.124	0.294	0.199	0.142	0.037	0	0.03	0.188	0.201	0.093	0.296	0.307	0.102	0.25	0.02	0.086	0.098	0.653
TCGA.AQ.A1H2.01A.11R.A13Q.07	0	0.091	0.391	0.098	0.03	0.128	0.099	0.257	0.499	0.101	0.153	0	0.065	0	0.122	0.143	0.058	0.202	0.33	0.242	0.261	0.034	0.112	0.167	0.691
TCGA.AQ.A1H3.01A.31R.A13Q.07	0	0.065	0.41	0.046	0.046	0.071	0.161	0.202	0.478	0.177	0.483	0.176	0	0.03	0.165	0.164	0.092	0.162	0.185	0.28	0.173	0.071	0.17	0.226	0.662
TCGA.AQ.A54N.01A.11R.A266.07	0	0	0.396	0.047	0.045	0.098	0.105	0.129	0.624	0.083	0.162	0	0.038	0	0.228	0.119	0.144	0.277	0.276	0.224	0.272	0.049	0.093	0.243	0.751
TCGA.AQ.A54O.01A.11R.A266.07	0	0.115	0.384	0.059	0.029	0.047	0.083	0.161	0.548	0.089	0.357	0	0.055	0.054	0.224	0.141	0.091	0.196	0.25	0.27	0.189	0.081	0.113	0.276	0.696
TCGA.AQ.A7U7.01A.22R.A352.07	0	0.039	0.485	0.112	0.098	0.066	0.242	0.328	0.44	0.054	0.514	0.147	0.009	0	0.129	0.081	0.143	0.128	0.21	0.344	0.108	0.101	0.221	0.292	0.695
TCGA.AR.A0TP.01A.11R.A084.07	0.015	0.132	0.257	0.005	0.111	0.08	0.096	0.048	0.326	0.074	0.095	0	0	0.096	0.186	0.193	0.105	0.242	0.208	0.193	0.301	0	0.08	0.091	0.644
TCGA.AR.A0TQ.01A.11R.A084.07	0	0.079	0.458	0.055	0.061	0.081	0.193	0.259	0.458	0.059	0.508	0.165	0	0	0.149	0.138	0.104	0.201	0.233	0.289	0.154	0.131	0.14	0.276	0.699
TCGA.AR.A0TR.01A.11R.A084.07	0	0.015	0.341	0.022	0.037	0.133	0.15	0.196	0.511	0.156	0.36	0.136	0.059	0	0.143	0.061	0.155	0.102	0.1	0.263	0.233	0.086	0.21	0.257	0.629
TCGA.AR.A0TS.01A.11R.A115.07	0	0.056	0.426	0.078	0.074	0.066	0.228	0.254	0.539	0.068	0.458	0.152	0	0.038	0.142	0.076	0.247	0.157	0.155	0.362	0.117	0.06	0.253	0.279	0.75
TCGA.AR.A0TT.01A.31R.A084.07	0	0.035	0.475	0.136	0.133	0.11	0.219	0.336	0.346	0.015	0.443	0.156	0.031	0.019	0.141	0.102	0.157	0.193	0.27	0.296	0.152	0.085	0.173	0.296	0.747
TCGA.AR.A0TU.01A.31R.A109.07	0	0	0.493	0.152	0.013	0.132	0.183	0.403	0.517	0	0.366	0.036	0.065	0	0.154	0.276	0.087	0.214	0.249	0.303	0.173	0.153	0.079	0.266	0.75
TCGA.AR.A0TV.01A.21R.A084.07	0	0.045	0.452	0.16	0.038	0.07	0.166	0.307	0.474	0.061	0.426	0.13	0.03	0.002	0.149	0.18	0.051	0.206	0.245	0.335	0.188	0.081	0.168	0.249	0.739
TCGA.AR.A0TW.01A.11R.A084.07	0	0.016	0.492	0.152	0.059	0.118	0.138	0.37	0.339	0.089	0.414	0.13	0.028	0	0.155	0.139	0.097	0.202	0.242	0.243	0.172	0.151	0.057	0.254	0.641
TCGA.AR.A0TX.01A.11R.A084.07	0	0.056	0.507	0.141	0.081	0.09	0.211	0.327	0.385	0.093	0.421	0.137	0	0.018	0.124	0.174	0.128	0.242	0.212	0.305	0.19	0.093	0.148	0.256	0.754
TCGA.AR.A0TY.01A.12R.A115.07	0	0.095	0.295	0.031	0.082	0.035	0.052	0.199	0.324	0.074	0.36	0.144	0.037	0	0.28	0.109	0.215	0.208	0.195	0.02	0.196	0.074	0.123	0.188	0.571
TCGA.AR.A0TZ.01A.12R.A084.07	0	0.097	0.322	0.012	0.068	0.104	0.121	0.134	0.524	0.184	0.26	0.033	0.001	0	0.135	0.152	0.067	0.23	0.259	0.183	0.245	0.09	0.058	0.204	0.636
TCGA.AR.A0U0.01A.11R.A109.07	0	0	0.542	0.151	0.042	0.056	0.202	0.382	0.379	0.054	0.419	0.125	0.063	0.064	0.14	0.168	0.106	0.178	0.254	0.352	0.173	0.12	0.118	0.253	0.729
TCGA.AR.A0U1.01A.11R.A115.07	0	0.082	0.426	0.105	0.025	0.062	0.148	0.32	0.462	0.122	0.397	0.089	0.051	0.087	0.13	0.098	0.115	0.185	0.17	0.359	0.137	0.104	0.209	0.21	0.676
TCGA.AR.A0U2.01A.11R.A109.07	0	0.061	0.453	0.093	0.036	0.116	0.222	0.325	0.374	0.051	0.328	0.14	0.051	0	0.251	0.109	0.097	0.206	0.178	0.238	0.178	0.084	0.141	0.225	0.625
