CD4_naive	CD8_naive	Tc	Tex	Tr1	nTreg	iTreg	Th1	Th2	Th17	Tfh	Tcm	Tem	NKT	MAIT	DC	B_cell	Monocyte	Macrophage	NK	Neutrophil	Tgd	CD4_T	CD8_T	InfiltrationScore
TCGA.BH.A0C1.01B.11R.A12D.07	0	0.077	0.484	0.026	0.025	0.087	0.187	0.261	0.434	0.164	0.431	0.166	0	0	0.155	0.109	0.075	0.151	0.163	0.3	0.171	0.144	0.156	0.244	0.624
TCGA.BH.A0C3.01A.21R.A12P.07	0	0.069	0.468	0.027	0.058	0.04	0.193	0.234	0.382	0.162	0.44	0.155	0	0.1	0.21	0.122	0.088	0.225	0.204	0.292	0.171	0.103	0.192	0.201	0.681
TCGA.BH.A0C3.11A.23R.A12P.07	0	0.053	0.46	0.018	0.009	0.062	0.096	0.214	0.483	0.15	0.455	0.112	0.008	0.092	0.287	0.033	0.083	0.168	0.055	0.371	0.186	0.088	0.215	0.233	0.613
TCGA.BH.A0C7.01B.11R.A115.07	0	0.094	0.342	0.021	0.04	0.072	0.148	0.178	0.429	0.124	0.404	0.132	0.005	0.061	0.291	0.119	0.082	0.178	0.142	0.189	0.181	0.11	0.135	0.21	0.563
TCGA.BH.A0DD.01A.31R.A12P.07	0	0.104	0.419	0.076	0.023	0.105	0.172	0.268	0.408	0.096	0.311	0.103	0.052	0	0.069	0.137	0.082	0.233	0.245	0.185	0.207	0.106	0.141	0.243	0.671
TCGA.BH.A0DD.11A.23R.A12P.07	0	0.025	0.468	0.088	0.023	0.017	0.07	0.177	0.362	0.109	0.368	0.081	0.019	0.192	0.133	0.171	0.087	0.262	0.225	0.345	0.23	0.118	0.118	0.146	0.722
TCGA.BH.A0DE.01A.11R.A115.07	0	0.083	0.411	0.047	0.022	0.05	0.138	0.211	0.399	0.143	0.411	0.115	0.027	0.116	0.211	0.126	0.061	0.171	0.271	0.277	0.176	0.09	0.182	0.197	0.665
TCGA.BH.A0DG.01A.21R.A12P.07	0	0.09	0.461	0.063	0.056	0.06	0.193	0.216	0.411	0.109	0.397	0.142	0.02	0.069	0.16	0.151	0.126	0.194	0.266	0.303	0.156	0.06	0.167	0.184	0.705
TCGA.BH.A0DG.11A.43R.A12P.07	0	0.046	0.436	0.037	0	0.067	0.108	0.195	0.495	0.149	0.443	0.127	0	0.101	0.174	0.093	0.087	0.162	0.11	0.371	0.195	0.055	0.193	0.185	0.635
TCGA.BH.A0DH.01A.11R.A084.07	0	0.064	0.395	0.061	0.033	0.084	0.092	0.253	0.53	0.108	0.276	0.089	0.032	0.082	0.173	0.096	0.109	0.158	0.252	0.289	0.24	0.041	0.064	0.225	0.653
TCGA.BH.A0DH.11A.31R.A089.07	0	0.058	0.496	0.073	0.004	0.029	0.026	0.237	0.523	0.11	0.428	0.057	0.004	0.134	0.257	0.086	0.044	0.127	0.146	0.462	0.194	0.151	0.159	0.219	0.655
TCGA.BH.A0DI.01A.21R.A12P.07	0	0.077	0.454	0.062	0.045	0.043	0.124	0.261	0.487	0.128	0.438	0.112	0.002	0.092	0.155	0.175	0.077	0.242	0.254	0.329	0.148	0.121	0.167	0.219	0.734
TCGA.BH.A0DK.01A.21R.A056.07	0	0.071	0.472	0.077	0.055	0.059	0.196	0.249	0.452	0.08	0.52	0.16	0	0	0.244	0.105	0.111	0.134	0.213	0.352	0.125	0.106	0.157	0.3	0.682
TCGA.BH.A0DK.11A.13R.A089.07	0	0.088	0.315	0.049	0	0.022	0.023	0.177	0.489	0.137	0.377	0.077	0	0.065	0.277	0.119	0.076	0.156	0.147	0.261	0.241	0.05	0.152	0.149	0.593
TCGA.BH.A0DL.01A.11R.A115.07	0	0.02	0.492	0.133	0.02	0.074	0.195	0.359	0.369	0.122	0.402	0.078	0.037	0.087	0.198	0.23	0.111	0.274	0.293	0.255	0.166	0.08	0.128	0.239	0.772
TCGA.BH.A0DL.11A.13R.A115.07	0	0.047	0.435	0.056	0.032	0.05	0.165	0.234	0.5	0.118	0.46	0.13	0	0.104	0.212	0.117	0.07	0.197	0.155	0.374	0.173	0.092	0.204	0.227	0.691
TCGA.BH.A0DO.01B.11R.A12D.07	0	0.083	0.375	0.022	0.016	0.014	0	0.145	0.515	0.17	0.347	0.102	0	0.083	0.244	0.037	0.119	0.222	0.108	0.266	0.203	0.105	0.179	0.227	0.62
TCGA.BH.A0DO.11A.22R.A12D.07	0	0.055	0.471	0.065	0	0.039	0.07	0.237	0.523	0.154	0.492	0.115	0.037	0.035	0.204	0.03	0.076	0.154	0.063	0.383	0.177	0.087	0.183	0.249	0.599
TCGA.BH.A0DP.01A.21R.A056.07	0	0.055	0.431	0.023	0.01	0.046	0.112	0.181	0.477	0.147	0.439	0.117	0	0.103	0.25	0.105	0.054	0.188	0.238	0.248	0.174	0.127	0.137	0.252	0.636
TCGA.BH.A0DP.11A.12R.A089.07	0	0.063	0.395	0.033	0	0.069	0.099	0.171	0.529	0.152	0.445	0.092	0	0.108	0.2	0.061	0.053	0.136	0.103	0.315	0.196	0.094	0.178	0.195	0.564
TCGA.BH.A0DQ.01A.11R.A084.07	0	0.105	0.398	0.044	0.077	0.046	0.108	0.175	0.428	0.096	0.279	0.086	0.032	0.146	0.164	0.151	0.061	0.23	0.27	0.222	0.212	0.083	0.136	0.204	0.677
TCGA.BH.A0DQ.11A.12R.A089.07	0	0.044	0.397	0.02	0.011	0.052	0.078	0.192	0.517	0.136	0.422	0.119	0.001	0.152	0.256	0.006	0.071	0.156	0.059	0.334	0.231	0.133	0.213	0.217	0.587
TCGA.BH.A0DS.01A.11R.A056.07	0	0.036	0.453	0.099	0.034	0.045	0.106	0.272	0.377	0.135	0.434	0.115	0.033	0.044	0.189	0.167	0.082	0.226	0.304	0.278	0.173	0.104	0.134	0.225	0.724
TCGA.BH.A0DT.01A.21R.A12D.07	0	0.065	0.436	0.042	0.034	0.079	0.19	0.216	0.509	0.149	0.439	0.152	0	0.057	0.147	0.11	0.088	0.138	0.132	0.318	0.178	0.122	0.164	0.244	0.625
TCGA.BH.A0DT.11A.12R.A12D.07	0	0.083	0.334	0.047	0	0.082	0.086	0.147	0.442	0.15	0.355	0.068	0	0.106	0.233	0.041	0.079	0.157	0.063	0.277	0.233	0.094	0.167	0.17	0.541
TCGA.BH.A0DV.01A.21R.A12P.07	0	0.052	0.456	0.03	0.025	0	0.016	0.172	0.527	0.164	0.459	0.1	0	0.086	0.218	0.152	0.067	0.206	0.222	0.329	0.179	0.119	0.144	0.2	0.682
TCGA.BH.A0DV.11A.22R.A12P.07	0	0.082	0.393	0.025	0	0.028	0.023	0.183	0.529	0.167	0.404	0.092	0	0.078	0.235	0.067	0.07	0.142	0.056	0.284	0.233	0.103	0.172	0.212	0.563
TCGA.BH.A0DX.01A.11R.A115.07	0	0.068	0.388	0.074	0.046	0.035	0.094	0.171	0.382	0.131	0.413	0.128	0.008	0.133	0.234	0.225	0.053	0.259	0.33	0.214	0.16	0.106	0.151	0.167	0.71
TCGA.BH.A0DZ.01A.11R.A00Z.07	0	0.053	0.444	0.094	0.034	0.068	0.098	0.174	0.518	0.077	0.316	0.083	0.027	0.033	0.184	0.152	0.069	0.229	0.317	0.271	0.213	0.099	0.07	0.173	0.68
TCGA.BH.A0DZ.11A.22R.A089.07	0	0.067	0.407	0.056	0	0.074	0.061	0.225	0.526	0.111	0.414	0.025	0.013	0.082	0.267	0.071	0.074	0.153	0.127	0.376	0.199	0.088	0.164	0.214	0.628
TCGA.BH.A0E0.01A.11R.A056.07	0	0.044	0.348	0	0.068	0.135	0.25	0.19	0.427	0.149	0.381	0.086	0	0.043	0.238	0.309	0.105	0.178	0.161	0.185	0.22	0.001	0.115	0.217	0.68
TCGA.BH.A0E0.11A.13R.A089.07	0	0.071	0.343	0.065	0	0.077	0.09	0.198	0.466	0.131	0.349	0.003	0.018	0.165	0.23	0.068	0.06	0.146	0.072	0.351	0.205	0.123	0.123	0.188	0.553
TCGA.BH.A0E1.01A.11R.A056.07	0	0.112	0.347	0.032	0	0.06	0	0.173	0.352	0.207	0.146	0.057	0	0.082	0.253	0.129	0.065	0.274	0.164	0.181	0.232	0.109	0.098	0.129	0.58
TCGA.BH.A0E1.11A.13R.A089.07	0	0.072	0.463	0.033	0	0.015	0	0.222	0.539	0.177	0.471	0.092	0	0.067	0.223	0.048	0.07	0.119	0.022	0.301	0.223	0.094	0.149	0.235	0.532
TCGA.BH.A0E2.01A.11R.A056.07	0	0.093	0.419	0.047	0.039	0.046	0.11	0.231	0.523	0.084	0.391	0.106	0.033	0.026	0.237	0.082	0.068	0.188	0.188	0.322	0.21	0.108	0.103	0.215	0.627
TCGA.BH.A0E6.01A.11R.A034.07	0	0	0.418	0.131	0.05	0.071	0.096	0.19	0.59	0.024	0.387	0.081	0.047	0.045	0.192	0.108	0.195	0.176	0.169	0.333	0.178	0.119	0.156	0.286	0.73
TCGA.BH.A0E7.01A.11R.A034.07	0	0.056	0.218	0	0.037	0.047	0.08	0.115	0.419	0.203	0.088	0.012	0	0.019	0.185	0.124	0.098	0.278	0.239	0.175	0.285	0.014	0.07	0.113	0.629
TCGA.BH.A0E9.01B.11R.A115.07	0	0.063	0.421	0.022	0.004	0.068	0.151	0.215	0.5	0.153	0.44	0.105	0	0.097	0.184	0.08	0.077	0.124	0.108	0.325	0.203	0.105	0.193	0.272	0.631
TCGA.BH.A0EA.01A.11R.A115.07	0	0.053	0.395	0.05	0	0.032	0.034	0.178	0.53	0.171	0.367	0.124	0	0.136	0.179	0.155	0.064	0.186	0.172	0.36	0.194	0.094	0.164	0.228	0.695
TCGA.BH.A0EB.01A.11R.A034.07	0	0.064	0.433	0.044	0.056	0.079	0.189	0.233	0.43	0.134	0.3	0.124	0.021	0.049	0.203	0.154	0.087	0.193	0.298	0.267	0.164	0.085	0.16	0.237	0.711
TCGA.BH.A0EE.01A.11R.A034.07	0	0.001	0.46	0.084	0	0.066	0.147	0.311	0.442	0.103	0.336	0.093	0.084	0.042	0.212	0.117	0.124	0.117	0.123	0.309	0.226	0.114	0.139	0.21	0.622
TCGA.BH.A0EI.01A.11R.A115.07	0	0.12	0.25	0.043	0.108	0.05	0.158	0.143	0.355	0.148	0.128	0.029	0	0	0.155	0.135	0.088	0.232	0.236	0.221	0.252	0.024	0.128	0.118	0.643
TCGA.BH.A0GY.01A.11R.A056.07	0	0.106	0.425	0.054	0.057	0.119	0.205	0.224	0.414	0.089	0.324	0.129	0.019	0.064	0.118	0.186	0.099	0.257	0.283	0.21	0.211	0.041	0.127	0.177	0.706
TCGA.BH.A0GZ.01A.11R.A056.07	0	0.075	0.38	0.04	0	0.036	0.066	0.155	0.581	0.181	0.35	0.063	0.05	0.028	0.19	0.102	0.068	0.178	0.16	0.311	0.196	0.087	0.198	0.206	0.646
TCGA.BH.A0H0.01A.11R.A056.07	0	0.086	0.367	0.048	0.064	0.095	0.155	0.248	0.318	0.105	0.371	0.082	0.046	0.038	0.197	0.097	0.072	0.193	0.208	0.174	0.214	0.116	0.138	0.187	0.584
TCGA.BH.A0H3.01A.11R.A12P.07	0	0.091	0.397	0.052	0.041	0.09	0.14	0.204	0.507	0.156	0.4	0.135	0.019	0	0.204	0.131	0.069	0.188	0.187	0.301	0.185	0.064	0.171	0.226	0.664
TCGA.BH.A0H5.01A.21R.A115.07	0	0.018	0.533	0.137	0.09	0.11	0.25	0.326	0.429	0.063	0.515	0.138	0	0	0.146	0.111	0.181	0.07	0.122	0.405	0.061	0.158	0.208	0.339	0.682
TCGA.BH.A0H5.11A.62R.A115.07	0	0.051	0.446	0.024	0	0.068	0.113	0.191	0.504	0.162	0.43	0.105	0	0.091	0.219	0.057	0.071	0.123	0.02	0.339	0.201	0.114	0.189	0.21	0.551
TCGA.BH.A0H6.01A.21R.A056.07	0	0.12	0.324	0.009	0.087	0.059	0.097	0.081	0.461	0.187	0.133	0.014	0.002	0.028	0.265	0.141	0.054	0.265	0.27	0.145	0.237	0.076	0.113	0.113	0.61
TCGA.BH.A0H7.01A.13R.A056.07	0	0.115	0.387	0.017	0.042	0.064	0.123	0.159	0.452	0.172	0.306	0.111	0.018	0.061	0.191	0.128	0.075	0.198	0.216	0.216	0.224	0.096	0.113	0.215	0.63
TCGA.BH.A0H7.11A.13R.A089.07	0	0.082	0.368	0.036	0	0.054	0.075	0.186	0.524	0.166	0.388	0.089	0.024	0.112	0.25	0.094	0.059	0.136	0.083	0.319	0.197	0.077	0.168	0.238	0.589
TCGA.BH.A0H9.01A.11R.A056.07	0	0.077	0.35	0.033	0.031	0.053	0.085	0.168	0.458	0.159	0.335	0.145	0.058	0.074	0.104	0.13	0.095	0.233	0.199	0.153	0.249	0.079	0.1	0.241	0.638
TCGA.BH.A0H9.11A.22R.A466.07	0	0.019	0.466	0.047	0	0	0	0.152	0.449	0.1	0.393	0.024	0.032	0.22	0.162	0.094	0.058	0.219	0.131	0.368	0.241	0.149	0.084	0.184	0.63
TCGA.BH.A0HA.01A.11R.A12P.07	0	0.081	0.454	0.049	0.04	0.089	0.179	0.247	0.519	0.101	0.441	0.13	0.018	0.014	0.128	0.129	0.09	0.176	0.238	0.325	0.156	0.114	0.116	0.293	0.694
TCGA.BH.A0HA.11A.31R.A12P.07	0	0.053	0.499	0.061	0	0.059	0.061	0.259	0.532	0.135	0.493	0.132	0.014	0.019	0.146	0.02	0.093	0.101	0	0.372	0.188	0.076	0.168	0.261	0.548
TCGA.BH.A0HB.01A.11R.A056.07	0	0.075	0.469	0.063	0.024	0.077	0.191	0.251	0.404	0.066	0.469	0.166	0.002	0	0.221	0.202	0.067	0.175	0.281	0.318	0.173	0.107	0.103	0.257	0.719
TCGA.BH.A0HF.01A.11R.A056.07	0	0.073	0.406	0.066	0.036	0.05	0.098	0.157	0.457	0.117	0.361	0.083	0.011	0.132	0.242	0.188	0.065	0.276	0.292	0.252	0.179	0.114	0.114	0.212	0.719
TCGA.BH.A0HI.01A.11R.A084.07	0	0.081	0.354	0.065	0.033	0.086	0.111	0.181	0.394	0.167	0.29	0.031	0.048	0.096	0.191	0.094	0.05	0.262	0.246	0.213	0.223	0.106	0.088	0.185	0.62
TCGA.BH.A0HK.01A.11R.A056.07	0	0.097	0.413	0.05	0.038	0.068	0.121	0.18	0.351	0.168	0.414	0.141	0.002	0.046	0.219	0.13	0.076	0.213	0.173	0.229	0.219	0.068	0.111	0.22	0.624
TCGA.BH.A0HK.11A.11R.A089.07	0	0.069	0.424	0.08	0	0.036	0.062	0.192	0.473	0.148	0.395	0.033	0	0.148	0.199	0.109	0.054	0.188	0.206	0.352	0.206	0.115	0.152	0.17	0.655
TCGA.BH.A0HL.01A.11R.A10U.07	0	0.122	0.075	0	0.094	0.035	0.08	0.094	0.361	0.158	0.097	0.031	0	0	0.085	0.114	0.086	0.244	0.142	0.207	0.29	0.002	0.129	0.073	0.586
TCGA.BH.A0HN.01A.11R.A10U.07	0.013	0.118	0.22	0.074	0	0.145	0.089	0.094	0.165	0.139	0.16	0	0.026	0.002	0.102	0.134	0.078	0.247	0.309	0.144	0.284	0.074	0.158	0.092	0.659
TCGA.BH.A0HO.01A.11R.A034.07	0	0.054	0.36	0.089	0.058	0.098	0.12	0.196	0.341	0.138	0.222	0.059	0.043	0.103	0.227	0.134	0.039	0.251	0.343	0.143	0.203	0.101	0.131	0.158	0.639
TCGA.BH.A0HP.01A.12R.A084.07	0	0.08	0.429	0.036	0.018	0.083	0.104	0.251	0.494	0.16	0.383	0.107	0.03	0.06	0.189	0.105	0.073	0.171	0.22	0.291	0.186	0.097	0.153	0.205	0.64
TCGA.BH.A0HQ.01A.11R.A034.07	0	0.085	0.354	0.01	0.087	0.043	0	0.173	0.395	0.199	0.181	0.063	0	0.116	0.157	0.183	0.071	0.309	0.256	0.219	0.239	0.09	0.112	0.168	0.709
TCGA.BH.A0HU.01A.11R.A034.07	0	0.08	0.432	0.048	0	0.091	0.141	0.254	0.404	0.115	0.335	0.059	0.078	0.013	0.175	0.117	0.09	0.218	0.193	0.234	0.204	0.11	0.1	0.249	0.64
TCGA.BH.A0HW.01A.11R.A034.07	0	0.083	0.194	0	0.019	0.098	0	0.111	0.307	0.199	0.092	0.005	0.014	0	0.154	0.172	0.069	0.24	0.175	0.143	0.278	0.054	0.124	0.12	0.602
TCGA.BH.A0HX.01A.21R.A056.07	0	0.111	0.381	0.031	0.047	0.048	0.119	0.174	0.394	0.101	0.39	0.106	0.031	0.028	0.277	0.144	0.069	0.21	0.233	0.174	0.2	0.092	0.128	0.237	0.635
TCGA.BH.A0HY.01A.11R.A056.07	0	0.074	0.323	0.048	0	0.059	0.111	0.171	0.42	0.179	0.197	0.056	0.07	0.072	0.173	0.141	0.103	0.234	0.214	0.173	0.243	0.085	0.107	0.162	0.628
TCGA.BH.A0RX.01A.21R.A084.07	0	0	0.535	0.183	0.033	0.082	0.19	0.34	0.499	0.003	0.448	0.111	0	0.012	0.198	0.168	0.157	0.177	0.235	0.4	0.145	0.146	0.13	0.288	0.774
TCGA.BH.A0W3.01A.11R.A109.07	0	0.038	0.247	0.029	0.04	0.122	0.142	0.2	0.269	0.151	0.251	0.028	0.027	0.09	0.115	0.088	0.089	0.217	0.286	0.117	0.261	0.061	0.172	0.174	0.64
TCGA.BH.A0W4.01A.11R.A109.07	0	0.106	0.337	0	0.014	0.029	0.013	0.152	0.528	0.177	0.313	0.058	0	0.067	0.168	0.153	0.066	0.242	0.198	0.18	0.239	0.093	0.13	0.181	0.633
TCGA.BH.A0W5.01A.11R.A109.07	0	0.063	0.437	0.087	0.109	0.062	0.244	0.305	0.48	0.056	0.497	0.175	0.008	0.031	0.131	0.073	0.189	0.095	0.129	0.36	0.105	0.073	0.22	0.287	0.664
TCGA.BH.A0W7.01A.11R.A115.07	0	0.046	0.46	0.096	0.04	0.061	0.206	0.306	0.472	0.072	0.484	0.147	0	0.052	0.173	0.112	0.108	0.153	0.251	0.355	0.117	0.116	0.165	0.288	0.706
TCGA.BH.A0WA.01A.11R.A109.07	0	0.068	0.436	0.075	0.007	0.07	0.193	0.281	0.58	0.102	0.316	0.059	0.052	0.057	0.153	0.177	0.077	0.209	0.2	0.276	0.19	0.072	0.174	0.176	0.674
TCGA.BH.A18F.01A.11R.A12D.07	0	0.093	0.408	0.041	0.062	0.069	0.138	0.223	0.41	0.137	0.466	0.166	0	0.06	0.195	0.109	0.111	0.194	0.162	0.258	0.176	0.094	0.162	0.25	0.648
TCGA.BH.A18G.01A.11R.A12D.07	0	0.006	0.425	0.082	0.003	0.137	0.169	0.26	0.576	0.167	0.176	0	0.026	0.044	0.168	0.104	0.046	0.227	0.265	0.353	0.194	0.075	0.051	0.173	0.643
TCGA.BH.A18H.01A.11R.A12D.07	0	0.045	0.472	0.119	0.08	0.122	0.188	0.315	0.461	0.064	0.484	0.142	0.016	0	0.192	0.11	0.101	0.151	0.199	0.358	0.111	0.144	0.161	0.33	0.692
TCGA.BH.A18I.01A.11R.A12D.07	0	0.085	0.43	0.049	0.058	0.082	0.239	0.284	0.43	0.118	0.451	0.132	0.018	0.027	0.245	0.151	0.074	0.179	0.229	0.253	0.133	0.075	0.156	0.245	0.647
TCGA.BH.A18J.01A.11R.A12D.07	0	0.059	0.299	0.074	0.073	0.029	0.087	0.135	0.509	0.159	0.116	0	0.021	0.045	0.254	0.158	0.086	0.265	0.339	0.164	0.243	0.027	0.052	0.163	0.67
TCGA.BH.A18J.11A.31R.A12D.07	0	0	0.392	0.074	0.008	0.076	0.088	0.163	0.477	0.156	0.355	0.071	0.004	0.186	0.152	0.13	0.072	0.201	0.201	0.377	0.217	0.126	0.152	0.174	0.694
TCGA.BH.A18K.01A.11R.A12D.07	0	0.12	0.363	0.046	0.006	0.063	0.084	0.17	0.448	0.181	0.17	0	0.064	0.094	0.167	0.178	0.071	0.294	0.248	0.187	0.204	0.115	0.106	0.203	0.68
TCGA.BH.A18K.11A.13R.A12D.07	0	0.052	0.377	0.026	0	0.097	0.102	0.2	0.444	0.154	0.376	0.115	0.013	0.078	0.276	0.046	0.086	0.152	0.071	0.329	0.209	0.081	0.162	0.162	0.554
TCGA.BH.A18L.01A.32R.A12D.07	0	0.093	0.383	0.055	0.049	0.086	0.143	0.233	0.415	0.132	0.275	0.031	0.022	0.017	0.136	0.122	0.089	0.208	0.261	0.21	0.243	0.077	0.105	0.229	0.668
TCGA.BH.A18L.11A.42R.A12D.07	0	0.041	0.412	0.079	0.026	0.079	0.1	0.182	0.495	0.136	0.316	0.008	0.017	0.133	0.21	0.129	0.074	0.205	0.215	0.356	0.203	0.142	0.127	0.178	0.677
TCGA.BH.A18M.01A.11R.A12D.07	0	0.059	0.42	0.06	0.05	0.037	0.103	0.207	0.539	0.142	0.368	0.105	0.014	0.075	0.169	0.102	0.059	0.199	0.236	0.324	0.181	0.108	0.174	0.211	0.677
TCGA.BH.A18M.11A.33R.A12D.07	0	0.033	0.436	0.065	0.035	0.071	0.1	0.152	0.5	0.13	0.382	0.09	0	0.154	0.196	0.074	0.066	0.189	0.183	0.389	0.205	0.125	0.203	0.179	0.678
TCGA.BH.A18N.01A.11R.A12D.07	0	0.064	0.247	0.033	0.082	0.042	0.134	0.105	0.364	0.096	0.078	0	0	0	0.319	0.131	0.059	0.243	0.276	0.221	0.271	0.021	0.169	0.086	0.663
TCGA.BH.A18N.11A.43R.A12D.07	0	0.012	0.418	0.056	0.017	0.076	0.112	0.181	0.472	0.149	0.367	0.065	0.001	0.197	0.206	0.089	0.069	0.185	0.202	0.393	0.209	0.111	0.162	0.157	0.668
TCGA.BH.A18P.01A.11R.A12D.07	0	0.072	0.378	0.119	0.034	0.133	0.198	0.297	0.403	0.153	0.272	0.116	0.058	0.024	0.13	0.126	0.094	0.202	0.214	0.186	0.182	0.043	0.092	0.212	0.596
TCGA.BH.A18P.11A.43R.A12D.07	0	0.04	0.398	0.07	0	0.077	0.091	0.186	0.414	0.159	0.363	0.08	0	0.134	0.23	0.016	0.079	0.144	0.064	0.354	0.212	0.12	0.133	0.184	0.541
TCGA.BH.A18Q.01A.12R.A12D.07	0	0.031	0.484	0.096	0	0.074	0.155	0.34	0.541	0.113	0.402	0.067	0.026	0.034	0.183	0.095	0.083	0.185	0.177	0.363	0.212	0.074	0.176	0.201	0.68
TCGA.BH.A18Q.11A.34R.A12D.07	0	0.065	0.447	0.035	0.012	0.062	0.085	0.189	0.493	0.142	0.463	0.106	0.006	0.13	0.219	0.016	0.091	0.133	0.061	0.371	0.176	0.104	0.202	0.225	0.58
TCGA.BH.A18R.01A.11R.A12D.07	0	0.117	0.418	0.083	0.032	0.082	0.197	0.229	0.418	0.135	0.415	0.136	0.002	0.021	0.119	0.149	0.127	0.167	0.171	0.2	0.178	0.097	0.111	0.178	0.583
TCGA.BH.A18R.11A.42R.A12D.07	0	0.041	0.397	0.038	0	0.074	0.114	0.165	0.478	0.144	0.468	0.117	0.014	0.129	0.282	0.032	0.104	0.135	0.048	0.33	0.184	0.111	0.188	0.214	0.563
TCGA.BH.A18S.01A.11R.A12D.07	0	0.044	0.34	0.015	0.035	0.063	0	0.151	0.484	0.179	0.208	0.052	0.034	0.026	0.163	0.168	0.07	0.191	0.285	0.127	0.25	0.152	0.11	0.182	0.63
TCGA.BH.A18S.11A.43R.A12D.07	0	0.029	0.456	0.079	0	0.03	0.045	0.176	0.514	0.132	0.469	0.106	0	0.081	0.211	0.179	0.073	0.172	0.273	0.413	0.185	0.125	0.152	0.19	0.746
TCGA.BH.A18T.01A.11R.A12D.07	0	0	0.411	0.055	0.039	0.129	0.242	0.279	0.601	0.066	0.246	0.024	0.023	0.043	0.144	0.188	0.104	0.254	0.249	0.24	0.237	0.104	0.043	0.25	0.713
TCGA.BH.A18U.01A.21R.A12D.07	0	0.066	0.407	0.098	0.027	0.152	0.199	0.25	0.346	0.132	0.186	0.065	0.073	0.053	0.134	0.192	0.106	0.239	0.327	0.19	0.203	0.096	0.082	0.165	0.686
TCGA.BH.A18U.11A.23R.A12D.07	0	0.047	0.435	0.053	0	0.047	0.072	0.213	0.497	0.149	0.428	0.077	0.014	0.119	0.224	0.068	0.064	0.156	0.164	0.391	0.218	0.085	0.174	0.178	0.644
TCGA.BH.A18V.01A.11R.A12D.07	0	0.009	0.456	0.094	0.045	0.095	0.246	0.325	0.38	0.073	0.352	0.085	0.041	0.053	0.146	0.191	0.117	0.255	0.305	0.169	0.232	0.047	0.154	0.163	0.723
TCGA.BH.A18V.06A.11R.A213.07	0	0.003	0.493	0.174	0.044	0.066	0.246	0.368	0.419	0.069	0.455	0.115	0.007	0.061	0.145	0.102	0.165	0.191	0.252	0.32	0.155	0.082	0.155	0.267	0.732
TCGA.BH.A18V.11A.52R.A12D.07	0	0.064	0.443	0.047	0.015	0.037	0.066	0.182	0.528	0.123	0.47	0.027	0.009	0.167	0.236	0.1	0.079	0.16	0.178	0.426	0.185	0.083	0.193	0.196	0.691
TCGA.BH.A1EN.01A.11R.A13Q.07	0	0.062	0.406	0.025	0.109	0.075	0.059	0.203	0.408	0.16	0.181	0.044	0	0.02	0.162	0.204	0.076	0.248	0.311	0.14	0.258	0.046	0.043	0.168	0.66
TCGA.BH.A1EN.11A.23R.A13Q.07	0	0.006	0.463	0.071	0	0.052	0.113	0.268	0.516	0.126	0.422	0.113	0.023	0.131	0.21	0.076	0.08	0.201	0.146	0.403	0.19	0.134	0.18	0.188	0.667
TCGA.BH.A1EO.01A.11R.A137.07	0	0.087	0.394	0.038	0.102	0.09	0.184	0.178	0.491	0.142	0.334	0.11	0.03	0.024	0.171	0.186	0.07	0.288	0.334	0.239	0.177	0.049	0.171	0.164	0.742
TCGA.BH.A1EO.11A.31R.A137.07	0	0.033	0.471	0.105	0	0.02	0.055	0.238	0.417	0.075	0.449	0.105	0.023	0.134	0.181	0.219	0.072	0.24	0.331	0.34	0.216	0.105	0.144	0.163	0.786
TCGA.BH.A1ES.01A.11R.A137.07	0	0.167	0.191	0.01	0	0.058	0.114	0.165	0.312	0.148	0.166	0.052	0	0.001	0.196	0.098	0.069	0.233	0.2	0.101	0.235	0.031	0.116	0.142	0.544
TCGA.BH.A1ES.06A.12R.A24H.07	0	0.027	0.176	0.064	0	0.001	0	0.109	0.353	0.208	0.24	0.027	0	0.099	0.269	0.035	0.019	0.297	0.201	0.169	0.305	0.042	0.153	0.16	0.61
TCGA.BH.A1ET.01A.11R.A137.07	0	0.054	0.398	0.065	0.012	0.091	0.097	0.247	0.536	0.137	0.333	0.136	0.051	0.005	0.165	0.1	0.078	0.202	0.211	0.275	0.218	0.113	0.141	0.206	0.652
TCGA.BH.A1ET.11B.23R.A137.07	0	0.019	0.429	0.075	0	0.064	0.103	0.19	0.486	0.146	0.466	0.103	0.032	0.083	0.218	0.056	0.078	0.177	0.134	0.382	0.208	0.11	0.183	0.184	0.638
TCGA.BH.A1EU.01A.11R.A137.07	0	0.034	0.438	0.086	0.071	0.106	0.219	0.282	0.484	0.105	0.478	0.158	0.007	0	0.188	0.142	0.119	0.154	0.224	0.315	0.116	0.106	0.188	0.277	0.7
TCGA.BH.A1EU.11A.23R.A137.07	0	0.054	0.437	0.024	0	0.065	0.099	0.205	0.502	0.169	0.395	0.1	0	0.054	0.184	0.106	0.074	0.194	0.164	0.346	0.202	0.108	0.177	0.194	0.664
TCGA.BH.A1EV.01A.11R.A137.07	0	0.1	0.299	0.056	0.072	0.09	0.078	0.095	0.487	0.205	0.061	0	0.031	0	0.182	0.137	0.107	0.228	0.299	0.216	0.288	0.012	0.111	0.121	0.687
TCGA.BH.A1EV.11A.24R.A137.07	0	0.043	0.381	0.067	0	0.074	0.12	0.17	0.536	0.139	0.437	0.116	0.021	0.077	0.213	0.095	0.09	0.159	0.186	0.317	0.201	0.069	0.179	0.176	0.639
